n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,optimal_delta,best_relative_mse
7,2.0,1000.0,1000,1213.9416542457186,1607.5796740265719,1665.687574123961,1824.8867610812808,2075.97041414247,2268.71348289303,2319.215020114722,,,,,,,,,0.351,0.0002192868628562233
7,2.0,1000.0,1000,1311.3029521887893,1535.0141566705393,1578.8376606067277,1705.6389243710987,1862.064733816772,1889.060751196892,1956.4413662680786,,,,,,,,,0.181,0.14456267858554928
7,2.0,1000.0,1000,1454.4971479049527,1569.8906826364469,1614.0160479470887,1977.815777580908,2020.6225309988602,2110.378312878296,2262.5514923593237,,,,,,,,,0.031,0.08114208595182787
7,2.0,1000.0,1000,1311.0439373675563,1699.511391166559,1871.6339622736416,2055.287940010583,2175.4969368588436,2831.9296063155616,3444.70174178437,,,,,,,,,0.391,0.1536399955429184
7,2.0,1000.0,1000,1255.6621807602328,1306.846786762072,1610.7533740378626,1889.4263504742962,2102.7292435488835,2220.7322200608246,2282.023472748865,,,,,,,,,0.091,0.005100307342798896
7,2.0,1000.0,1000,1324.5206564191035,1575.928342866389,1742.8783980078942,1884.016782410043,2067.8078880508274,2447.9475777550138,2581.00841156743,,,,,,,,,0.111,0.007497826818716043
7,2.0,1000.0,1000,1397.9414817473887,1908.4838273963378,2281.559188713607,2358.515717832582,2374.0616581453833,2441.5068255638353,2543.7686789313866,,,,,,,,,0.261,0.23266117282684556
7,2.0,1000.0,1000,1245.111980504796,1615.373671127466,1638.9613348185794,2122.6551850282326,2163.165376367701,2242.6599398963226,2868.375921233929,,,,,,,,,0.311,0.03690708941933422
7,2.0,1000.0,1000,1402.304247818209,1423.2260840722101,2246.6334176040373,2454.940632768646,2477.8747707503176,2729.0685704135867,2940.414295621968,,,,,,,,,0.451,0.09838250108196521
7,2.0,1000.0,1000,1115.7654423284966,1216.1530965156799,1413.8477920957316,1542.4237822172772,1620.7467259750226,1781.7294822720723,1894.5386679740834,,,,,,,,,0.091,0.08793639354244855
7,2.0,1000.0,1000,1035.46828414735,1451.1189000450836,1494.4579968189294,1761.634377859371,1851.2857422639286,2014.737514197176,2177.8717895484288,,,,,,,,,0.491,0.023209018631213843
7,2.0,1000.0,1000,1245.3722287285734,1912.438103812909,2065.33381709934,2242.282399847318,2407.7371594751294,2523.291878385646,2670.9049156536753,,,,,,,,,0.381,0.12967443674983856
7,2.0,1000.0,1000,1347.37161628376,1410.0921218859655,1450.554477095294,1471.8652287282607,1549.2038092262565,1570.2386601484236,1639.068836013812,,,,,,,,,0.081,0.6093300476647847
7,2.0,1000.0,1000,1383.1701868527423,1623.4392335875896,1849.140892499188,2089.105038253162,2249.582888978312,2296.9866396374064,2617.328306616462,,,,,,,,,0.201,0.013828214240594482
7,2.0,1000.0,1000,1636.0244693423606,1880.3773342749446,2065.585311136162,2066.5756440025125,2073.1198614368877,2134.8876090004583,2272.037721683785,,,,,,,,,0.221,0.5014030624865546
7,2.0,1000.0,1000,1149.3645044003156,1623.3418129325914,1848.157753647954,1932.9105371865207,2447.4368250810303,2461.2115470163217,2624.5256529915855,,,,,,,,,0.811,0.019390191725766122
7,2.0,1000.0,1000,1035.8427450755007,1889.799630543126,2031.423514242008,2067.2945581381496,2470.955537022848,2649.367425076366,2772.230925988023,,,,,,,,,0.411,0.23657841442943994
7,2.0,1000.0,1000,1499.5923389800719,1549.81874808957,1721.717127878051,1836.8433275432817,1838.4152472932583,1845.4541585036084,2102.7494362944753,,,,,,,,,0.051,0.3242906198163189
7,2.0,1000.0,1000,1176.3062762817256,1510.721729980839,1828.865469555053,1880.9075847935783,1908.801026544247,2085.7211554968,2210.9391607258076,,,,,,,,,0.381,0.012493577084143451
7,2.0,1000.0,1000,1104.771954473034,1432.040351825552,1545.9541576714582,1901.6872398431624,2263.6780961577088,2290.185832380367,2988.836855564061,,,,,,,,,0.461,0.130594267752238
7,2.0,1000.0,1000,1151.3712980145315,1517.288061062885,1573.3565363182297,1781.3629896140656,1941.1503806832814,2235.923887891694,3374.635298314327,,,,,,,,,0.101,0.09053758443377861
7,2.0,1000.0,1000,1263.771877319225,1432.9823502944055,1494.9291819425657,1736.0536854824823,1835.4946979506676,1899.225120574321,2126.7241906065124,,,,,,,,,0.061,0.052637339562559136
7,2.0,1000.0,1000,1275.7204677900822,1299.2399188421016,1557.8088994402449,1704.714915073866,1901.4919188187832,2008.038800883054,2050.22429320871,,,,,,,,,0.071,0.04619958840311747
7,2.0,1000.0,1000,1379.4090351464456,1470.193322779256,1752.9094093431045,1845.0783860718557,1915.1507758026346,1976.8664575628618,2052.323787046269,,,,,,,,,0.131,0.11136495773123171
7,2.0,1000.0,1000,1034.3201108256349,1303.0553028044746,1329.100319479167,1478.194356466085,1898.7181460745367,1964.279731720319,2066.279141042756,,,,,,,,,0.141,0.05474930296433173
7,2.0,1000.0,1000,1436.3694276538831,1568.6300304226247,1814.5204469515547,2008.4268848698077,2232.765092578466,2514.4910199777023,2578.2057262411254,,,,,,,,,0.021,0.014668741144764692
7,2.0,1000.0,1000,1138.2076935336324,1737.3573121826862,1807.7369780483145,1855.0712253269683,1960.322133329532,2229.2181619528924,2761.4829827084523,,,,,,,,,0.471,0.010297674717434164
7,2.0,1000.0,1000,1388.2512834930376,1684.399932028039,1697.841584250988,1823.8973752602828,1824.2163166188432,2090.925204982542,2234.87353490005,,,,,,,,,0.181,0.12440226996254239
7,2.0,1000.0,1000,1301.1308672465439,1345.0269880467335,1562.8954593648477,1874.8405209628609,2346.5263186141206,2448.2524464432972,2531.2546001841147,,,,,,,,,0.031,0.021731628701087902
7,2.0,1000.0,1000,1166.9494209508605,1239.8095334710624,1626.9002290208775,1775.7950797266026,1871.5989941230662,1957.1927922086122,2366.2465847428393,,,,,,,,,0.141,0.01785451905013482
7,2.0,1000.0,1000,1128.1133718477456,1362.558070125884,1558.3726202178811,1883.8456536613403,2080.179937527502,2256.4897765179207,2305.1726183917,,,,,,,,,0.211,0.043795775324387914
7,2.0,1000.0,1000,1115.5505260618634,1255.9176090977978,1584.85868910226,1643.3840615832355,1643.3870227812617,1986.6386986274179,2467.9188434165635,,,,,,,,,0.051,0.03249128902283122
7,2.0,1000.0,1000,1289.377138916177,1516.5217464803504,2031.045272662778,2128.1760564714796,2629.4285429772335,3058.0498053051033,3179.4497582950185,,,,,,,,,0.491,0.2716508933072912
7,2.0,1000.0,1000,1288.311753674175,1352.3090071199097,1723.0793733140667,1828.5379312712178,1880.1931401184238,2182.460136308977,2433.981369841196,,,,,,,,,0.091,0.002491490579571596
7,2.0,1000.0,1000,1316.3801906128751,1555.718235896023,1758.6142385665544,1875.0659331003421,1906.5939729405911,1997.7299570710848,2086.6537741342772,,,,,,,,,0.241,0.07470276389188349
7,2.0,1000.0,1000,1507.611399932173,1795.372866665845,1847.991934620135,1895.8540494118247,2083.4307234994117,2198.9806879795374,2723.526322169987,,,,,,,,,0.031,0.06095454780373154
7,2.0,1000.0,1000,1120.1568257695287,1487.8732853176582,1567.6527446436269,1664.879564189088,1746.9992907148207,1972.862825760054,2440.5559481949667,,,,,,,,,0.301,0.015076751995181345
7,2.0,1000.0,1000,1203.9986699044016,1558.942186434943,1609.38792738756,1611.8754397720668,1899.367296398967,1908.0698414222297,2252.172583725794,,,,,,,,,0.261,0.04058996608486515
7,2.0,1000.0,1000,1524.654045066412,1570.0333879125,1820.0074995886694,1900.3693292286985,2121.624440485394,2187.0350425179927,2292.965936645707,,,,,,,,,0.051,0.11086452307230778
7,2.0,1000.0,1000,1238.9637994816042,1999.2985834417082,2002.8142955404119,2060.0108983082155,2082.7297608986355,2320.3517379787145,2709.4470966466915,,,,,,,,,0.271,0.36158587611511633
7,2.0,1000.0,1000,1162.6917461343114,1234.609328382358,1578.6218221529157,1831.1790633049409,1938.2238706415992,2003.6656269607279,2372.3633367134044,,,,,,,,,0.131,0.021226400548035047
7,2.0,1000.0,1000,1531.682726097671,1998.119450230357,2018.5916957326117,2293.4403909881335,2364.71741906136,2530.861286870906,3139.8291802860786,,,,,,,,,0.271,0.08802342456772706
7,2.0,1000.0,1000,1343.358872552453,1732.0840881252132,2084.551200348165,2253.309754919038,2391.261837206633,2520.217471107874,3159.200573316796,,,,,,,,,0.601,0.11025871380241492
7,2.0,1000.0,1000,1176.8470672186345,1650.9028954344835,1737.445850523843,2284.26794552931,2491.713000828285,2571.59687756696,2808.7692471169903,,,,,,,,,0.921,0.03886733427501354
7,2.0,1000.0,1000,1428.3303369735436,1456.2260826311294,1658.7504639390634,2250.8420897904434,2372.4762076502757,2823.5501740401005,2882.695958264334,,,,,,,,,0.061,0.06159005306072273
7,2.0,1000.0,1000,1232.9834624439368,1498.5648626040372,1851.2611218073375,2095.926083829435,2210.7173933099643,2311.054372832862,3017.7055970632005,,,,,,,,,0.381,0.08873777757229816
7,2.0,1000.0,1000,1344.6651128742428,1634.4102551365004,1638.3062401355091,1741.0068285935954,1869.577634451612,2412.524224820299,2547.954892116478,,,,,,,,,0.011,0.0039240797601072415
7,2.0,1000.0,1000,1125.7803633444462,1326.8660789120736,1603.794767714213,1618.404327138927,2091.954295990325,2514.64367811187,2657.479228826337,,,,,,,,,0.011,0.08588273125487798
7,2.0,1000.0,1000,1778.4071635846806,1781.5615031088737,1981.1436798850814,2034.6165077300195,2298.3603898059937,2311.3957204738035,2412.7484283038193,,,,,,,,,0.031,0.38982989233828236
7,2.0,1000.0,1000,1698.9219332479033,1699.1169202430344,1971.6348544982613,2146.2927860895556,2189.0114930827904,2285.642790995442,2286.0026707782145,,,,,,,,,0.091,0.3089558600359286
7,2.0,1000.0,1000,1372.9523942054768,1658.7742374702293,1865.652518506537,1880.4402587933748,2053.4923829418694,2371.418706676407,2445.9248423489125,,,,,,,,,0.201,0.010597131413824618
7,2.0,1000.0,1000,1201.375592538026,1490.2107642065666,1671.3343712448038,1725.9354066561286,1955.9178024820512,2148.782555434127,2515.8682549627047,,,,,,,,,0.261,0.006737629453941102
7,2.0,1000.0,1000,1098.3602288996187,1361.3733870980095,1366.073263444213,1728.1989705138285,1878.1438184636663,2228.9838230676582,2402.584432233695,,,,,,,,,0.101,0.04366040789426903
7,2.0,1000.0,1000,1151.672131806111,1348.718193831718,1527.131998463176,1906.1431403179763,2137.5740928898786,2287.499019498836,2891.5304731033275,,,,,,,,,0.021,0.09155793482940776
7,2.0,1000.0,1000,1303.4392171675445,1409.041631388197,1578.3576836344344,1585.9293193356332,1696.7215451919296,1756.2743222611105,1756.5330902346955,,,,,,,,,0.141,0.281068775929018
7,2.0,1000.0,1000,1616.0100223906538,1727.5720720559739,1789.8078950395743,2498.458078386959,2508.867019629504,2524.2473680207495,2593.1709950117684,,,,,,,,,0.081,0.07061852584485803
7,2.0,1000.0,1000,1085.459943943991,1661.1281783307097,1754.788982512519,2196.0457963340896,2318.0242542895385,2395.7179272996864,2820.435579057271,,,,,,,,,0.711,0.00398546848139323
7,2.0,1000.0,1000,1432.189003309631,1795.5596555579232,1826.6070720764887,1904.6493455604882,1942.855374019707,2106.921699208769,2299.228600198855,,,,,,,,,0.251,0.1938813347340727
7,2.0,1000.0,1000,1250.4170972919492,1446.8839487966043,1594.2226661866462,1793.5192874979875,1811.6912462458045,2081.279027198113,2441.353775134364,,,,,,,,,0.021,0.005465806526996315
7,2.0,1000.0,1000,1102.299410748052,1436.16406027532,1504.9055916193815,1634.1122140068194,1797.3713756914176,2200.1443859651135,2953.164788394828,,,,,,,,,0.081,0.05977637802389342
7,2.0,1000.0,1000,1479.4521621914037,1676.83693791434,1853.2371448359609,1857.6096949545433,1914.7314660301681,1998.7308121461451,2288.4212405831368,,,,,,,,,0.141,0.1869414472416917
7,2.0,1000.0,1000,1235.2732527764651,1550.7427638327074,1682.3646860504891,1844.5238399727828,1865.9195002192373,1967.1835225964064,2509.8073940902123,,,,,,,,,0.221,0.0037444662403177567
7,2.0,1000.0,1000,1283.1436443145365,1545.426608531583,2040.0793193081847,2063.034326732149,2223.1003662241146,2296.2550540110105,2315.3208647937736,,,,,,,,,0.361,0.005633659349952472
7,2.0,1000.0,1000,1244.1022304820385,1528.864509925839,2068.046114890479,2090.5382869067234,2366.8170018200385,2395.8386892721055,3135.554633314908,,,,,,,,,0.651,0.11386926104230556
7,2.0,1000.0,1000,1147.4268402535713,1582.9700484677123,2082.007324901443,2155.5741491581375,2189.9531458093497,2949.029004878149,3133.9797960593937,,,,,,,,,0.991,0.044489244569939655
7,2.0,1000.0,1000,1093.6805137021959,1526.580542292722,1544.8858076468123,1778.9300764087054,1936.2853354407926,2133.0598000546643,2925.7276781287705,,,,,,,,,0.471,0.04718882721749184
7,2.0,1000.0,1000,1179.8592958453667,1424.8330846733088,1634.254469553293,1929.4525391144425,1991.4536865676464,2149.7798807204495,2875.762220235124,,,,,,,,,0.141,0.050835611215394455
7,2.0,1000.0,1000,1288.165440078803,1386.6324234082979,1838.9435055572526,2132.7951867331158,2354.1874350358294,2940.8385272234545,2986.2067042331837,,,,,,,,,0.151,0.15899609094188785
7,2.0,1000.0,1000,1573.7842190571102,1919.5887208943298,2000.9371765985884,2339.688964529563,2351.6032559450805,2752.2620597702607,3072.2319956795245,,,,,,,,,0.161,0.10031073672438871
7,2.0,1000.0,1000,1265.285708372359,1407.28466968615,1951.8758543816111,1981.3416574269513,2131.3745388044717,2145.0160137750668,2181.187136790865,,,,,,,,,0.281,0.0039026839338567824
7,2.0,1000.0,1000,1156.2388293730812,1872.8665689345758,1877.542328676988,1879.2689932716505,2089.0420408338864,2218.848665117631,2322.2226810821635,,,,,,,,,0.221,0.5850635506332258
7,2.0,1000.0,1000,1305.1481514975674,1560.7551814395547,1694.6153063570337,1777.7837864346957,2249.635389006051,2280.593017411222,2293.481052203757,,,,,,,,,0.101,0.00024524905881178575
7,2.0,1000.0,1000,1257.0069351130496,1346.4848806572231,1385.6652678403925,1870.1782888818204,2232.567836137831,2339.9372540528916,2408.2444214943966,,,,,,,,,0.031,0.019026525857267593
7,2.0,1000.0,1000,1456.9797092291014,1504.188190238182,1839.5380926201383,1872.9487869227532,2104.8951284929417,2396.6007342154,2401.629048787382,,,,,,,,,0.041,0.021981337498853278
7,2.0,1000.0,1000,1050.6330492450597,1105.379122983348,1386.733875103092,1772.9799957330702,1890.11084195576,2036.6584948709935,2634.3077080668277,,,,,,,,,0.061,0.09008791466700641
7,2.0,1000.0,1000,1550.6436293677084,1756.2886744950283,1848.6272895047628,1865.6069469296917,1945.3744638285066,1992.9077180587733,2144.905551299961,,,,,,,,,0.201,0.4040066754938859
7,2.0,1000.0,1000,1078.1161983866489,1454.8369596393043,1542.6654465664597,1699.4607660618572,1817.372146591597,1856.3129722935585,1946.1353876583762,,,,,,,,,0.371,0.06855260719165802
7,2.0,1000.0,1000,1185.5620128029614,1464.6130995938227,1669.572186705335,1699.8402442030488,1933.8249657945707,1966.167459732489,2255.1805126887566,,,,,,,,,0.281,0.01103428433140045
7,2.0,1000.0,1000,1451.1476729522378,1768.8157781679354,1926.5028271446654,2263.5605354806858,2432.961155777468,2806.692030235302,2889.233314970999,,,,,,,,,0.221,0.09800007362018202
7,2.0,1000.0,1000,1222.1485069912317,1320.3359756105913,1566.46483696675,1601.182995023784,1808.7233191948983,1988.0296731030994,2209.225707711481,,,,,,,,,0.011,0.028454150872282494
7,2.0,1000.0,1000,1309.5886506796166,1631.590505466785,1637.9272911150615,1649.914175117226,1769.605614088332,1837.3081925921201,1884.6383832336728,,,,,,,,,0.241,0.5010486611457962
7,2.0,1000.0,1000,1507.4229666853396,1549.675088968199,1866.2994549760724,2035.9867657474474,2037.3964844839202,2061.730482628172,2454.246041354549,,,,,,,,,0.071,0.08637269044181206
7,2.0,1000.0,1000,1065.1305062083388,1279.6165965163011,1779.5557153139139,1898.8808095417753,1970.6356920304295,2817.745973532769,3358.3709363184335,,,,,,,,,0.771,0.24859268206167923
7,2.0,1000.0,1000,1291.883834823122,1768.368044593342,1798.5495444129094,1808.4630515262666,1952.7450912285672,2058.7009798286,2262.349879342585,,,,,,,,,0.271,0.21578484686817792
7,2.0,1000.0,1000,1262.7883104196326,1318.8790539048846,1802.6538412025948,1897.7429542397958,2134.964999287275,2325.615338372367,2655.9154862140495,,,,,,,,,0.171,0.022990960369337586
7,2.0,1000.0,1000,1277.1556105765308,1806.6607712085042,1849.8828319627944,2141.8074777205384,2181.4388470020167,2361.0583810049834,2930.9204574215487,,,,,,,,,0.531,0.021663429464257103
7,2.0,1000.0,1000,1115.6227611625668,1488.989004654191,1546.1196329211725,1690.9601454341673,1942.2910800461568,2674.011114061488,3388.948978853431,,,,,,,,,0.241,0.14482320671349228
7,2.0,1000.0,1000,1141.8564391784107,1549.5951066987764,2289.213879620114,2642.585977053717,2715.4527126093417,3073.2678306458342,3791.7358283235785,,,,,,,,,1.001,0.5807016833881127
7,2.0,1000.0,1000,1227.0375762050062,1340.2768569781351,1648.3405970010544,2298.913300660174,2353.2918459088432,2698.3876772008216,3166.374240778008,,,,,,,,,0.191,0.1844580055051636
7,2.0,1000.0,1000,1382.6175059473596,1693.6034671172347,1751.6044686297155,1878.1089691333382,2017.7586567822798,2220.697336046842,2458.624251523813,,,,,,,,,0.201,0.025138473160632255
7,2.0,1000.0,1000,1292.482578101109,1326.3854883430429,1486.6466561495536,1863.9827055131018,2041.6087099476679,2175.433068764519,2484.6634878365394,,,,,,,,,0.021,0.004008601717908614
7,2.0,1000.0,1000,1613.0534957935756,1989.9139073267265,2026.635430904687,2033.630307523121,2186.846275624982,2466.105963787297,2515.560189414421,,,,,,,,,0.191,0.21425505355910893
7,2.0,1000.0,1000,1517.2328539386572,1560.0137008786833,1736.462968517228,1862.825831312106,1979.8992917400828,1992.2696076698567,2024.0649154716687,,,,,,,,,0.061,0.2812306236723905
7,2.0,1000.0,1000,1187.2934639628556,1192.1947744258075,1717.1552445306033,1765.2808188831928,1827.4483754251082,1957.0750380198147,2130.4064945230552,,,,,,,,,0.221,0.02761720978670055
7,2.0,1000.0,1000,1295.6286603417843,1600.359206347081,1755.0149014671554,1757.448276778328,1972.3831625069233,2040.0898522678683,2135.4003051965333,,,,,,,,,0.271,0.062235202748270206
7,2.0,1000.0,1000,1666.5979950299911,2397.872188562435,2542.823054989276,2545.3137583708804,2891.2746836749875,3079.6324973672604,3575.1999981593244,,,,,,,,,0.471,0.3356999988453757
7,2.0,1000.0,1000,1449.3361095968037,1583.8562985120352,2090.741763091947,2231.7651000834894,2390.1676157700676,2609.8200635243097,2680.7757878588,,,,,,,,,0.211,0.051967980689194296
7,2.0,1000.0,1000,1211.6177143579246,1394.5472008304391,1457.9736468595452,1479.3629632618592,1564.5330143261735,1878.0938057228063,1922.905029364888,,,,,,,,,0.031,0.14079468363342243
7,2.0,1000.0,1000,1352.1975536586274,1367.5192134759993,1811.780717302501,1868.5109980325853,1903.9898205610325,1941.7499072851228,2596.2858116879233,,,,,,,,,0.071,0.012557498305117149
7,2.0,1000.0,1000,1215.5940121236085,1286.2340254938913,1342.2184938159423,1772.7725406406553,2078.1035150316234,2095.3530967763345,2446.1235053911932,,,,,,,,,0.011,0.015455051511537012
7,2.0,1000.0,1000,1568.8286666891945,1605.170749299487,1794.8667019241066,1904.0419859728943,2029.6321490819823,2161.915956770114,2205.154918562524,,,,,,,,,0.031,0.2163969435307549
7,2.0,1000.0,1000,1247.2352532368557,1439.3761420594738,1653.5697991915717,2348.18000819734,2352.1761054944614,2364.984713282027,2900.622805539021,,,,,,,,,0.201,0.10518683674627498
7,2.0,1000.0,1000,1376.4318471190534,1428.3186513199628,1831.9853619982814,1857.6977428712617,2072.8891831608266,2112.2299252116445,2451.12828566564,,,,,,,,,0.111,0.01135927309919979
7,2.0,1000.0,1000,1074.550789023344,1169.278072977886,1610.507209668301,1887.7709936759813,2017.3682191544347,2188.205368245146,2202.170467063831,,,,,,,,,0.251,0.05968197641739349
7,2.0,1000.0,1000,1480.9316588764882,1506.7868181245215,1597.4220237583359,1908.529434776207,2507.5045392712223,2582.0265874739453,2583.497250607063,,,,,,,,,0.021,0.0740338644570996
7,2.0,1000.0,1000,1589.6831904544551,1751.610305572734,1868.7438286240154,1911.7661600946994,1993.6243669335945,2021.6080203485808,2234.101572408251,,,,,,,,,0.131,0.3517300256076109
7,2.0,1000.0,1000,1534.2434994312873,1672.2190470538906,1769.0107156184824,2210.8524780920816,2259.737728732928,2464.2574049399714,2511.6837803460576,,,,,,,,,0.041,0.0378692779714227
7,2.0,1000.0,1000,1276.3582285053458,1382.0098380464324,1706.517921290987,1732.6287868546037,1751.0114133076402,1817.3181276917235,2319.643862617026,,,,,,,,,0.071,0.044511733514432925
7,2.0,1000.0,1000,1354.1330441873624,1631.5618864034504,1838.7487454687657,2010.6352313163666,2066.955325434933,2188.954041898052,2548.8567995647504,,,,,,,,,0.241,0.006403748393000261
7,2.0,1000.0,1000,1346.5236371230158,1380.4188379588745,1587.925743251757,1692.4362335508201,1837.945300106022,2009.0580435990573,2046.187635478701,,,,,,,,,0.031,0.09921803762854445
7,2.0,1000.0,1000,1077.5687735147735,1292.8042936892407,1466.4847158357334,1942.8923944725134,1976.57632885076,2061.9666702261934,2376.1436948194787,,,,,,,,,0.221,0.05715250161119265
7,2.0,1000.0,1000,1167.3191393748007,1593.874973159295,1741.6606175864777,1872.9042002761093,1913.1479728294155,2364.8959984239805,2735.809781835168,,,,,,,,,0.501,0.020774050621675626
7,2.0,1000.0,1000,1165.4989654806418,1389.7539494132855,1631.596241858012,1716.972574665098,1828.293294492426,2281.311019237891,2366.8613565550577,,,,,,,,,0.141,0.017346431045882196
7,2.0,1000.0,1000,1266.5406386571733,1287.6406707482197,1682.0490509572176,1773.5360268941272,1781.9124406173478,1915.0396866684428,2145.724619780887,,,,,,,,,0.141,0.051210295254287885
7,2.0,1000.0,1000,1199.2068112130112,1541.3253266498862,1741.1709612114842,1841.2267901395926,2057.6503605134376,2248.2484600473927,2541.891415139974,,,,,,,,,0.411,0.012418373863278057
7,2.0,1000.0,1000,1189.6953578479336,1595.532958778098,1663.2188388373593,1882.2165088320758,1991.1185243232776,2174.371397158565,2185.009542516422,,,,,,,,,0.381,0.0076803117016921284
7,2.0,1000.0,1000,1319.9553093152379,1421.451321624837,1809.523378959103,2090.5552538146167,2098.438163314258,2394.3340232559176,2395.9785455984393,,,,,,,,,0.151,0.006321476349121058
7,2.0,1000.0,1000,1121.9367919204365,1471.104469436472,1612.677128938415,1618.7788335809742,1727.4907158388883,2056.892883915988,2265.352984582997,,,,,,,,,0.321,0.018877135582980445
7,2.0,1000.0,1000,1200.7958440645293,1525.7611459925622,1736.7041538308486,1840.7542461505755,2016.8437817936956,2232.8126120138186,2358.3136318228167,,,,,,,,,0.361,0.003379519829151225
7,2.0,1000.0,1000,1251.0271102911843,1303.5244070873955,1648.4274011028651,1712.927746527235,1741.8617585842999,1860.4610693523775,2077.764232605606,,,,,,,,,0.131,0.07006025051116538
7,2.0,1000.0,1000,1172.496521189397,1278.971768573372,1575.292604562805,1628.6574908348546,1678.4266986542034,1992.9198745204449,2204.7313408240607,,,,,,,,,0.061,0.029889743728526895
7,2.0,1000.0,1000,1076.42825072113,1314.9828943165287,1989.8481233222856,2001.5086165446035,2125.401736423017,2426.9374862932173,3059.7391785117134,,,,,,,,,1.001,0.10760200577244167
7,2.0,1000.0,1000,1125.7658467665794,1497.223097308256,1564.0412361799267,1718.289351466023,1760.3085136233321,2147.4645313929677,2380.0281145123554,,,,,,,,,0.331,0.011901486529784493
7,2.0,1000.0,1000,1229.0733032953672,1780.126169286481,1866.1205405371566,1908.6773001121423,1940.245893590419,2318.6394657832975,2492.040833423067,,,,,,,,,0.361,0.05407811521666076
7,2.0,1000.0,1000,1244.8223212082203,1665.5394237820915,1746.394182450585,1755.3767024678127,1804.4096683971125,2224.5805776457364,2605.2315998196345,,,,,,,,,0.261,0.003481595321297596
7,2.0,1000.0,1000,1299.859123025821,1488.9147261197238,1578.7221627713268,1814.3611581351638,2102.949924867322,2171.9263171061602,2179.318659112749,,,,,,,,,0.051,0.006809050355369089
7,2.0,1000.0,1000,1306.5655403519863,1675.9380410579267,1840.5220042373016,1892.016371734518,2085.3283180520884,2233.709450043827,2453.0237548279893,,,,,,,,,0.331,0.007452663182385577
7,2.0,1000.0,1000,1663.0953481788852,1995.113951113012,2116.7509988034235,2285.268926724313,2312.129405792826,2730.7549711861684,2986.290601650613,,,,,,,,,0.121,0.12009745565569716
7,2.0,1000.0,1000,1245.9711657414116,1407.5706356683763,1904.795564541722,1971.9362134676644,2020.1366413614785,2467.4069208172514,3405.4929983691545,,,,,,,,,0.121,0.11676196065791364
7,2.0,1000.0,1000,1152.4080369392307,1358.753602306534,1457.5580599560703,1509.9523044677494,1596.0244409261422,1729.5493625003364,2086.315928492467,,,,,,,,,0.081,0.08830496870560559
7,2.0,1000.0,1000,1156.1417656895837,1648.4130354653798,1695.7969123310152,1752.374774187477,2108.9204419706007,2376.1562593665412,2589.136703070647,,,,,,,,,0.531,0.006689434205183893
7,2.0,1000.0,1000,1389.6576237936986,1411.6063439100035,1547.2089390872281,2011.9180116289067,2036.9572596948485,2087.6123377179265,2363.653410955922,,,,,,,,,0.061,0.023596744399963742
7,2.0,1000.0,1000,1104.5559837146668,1512.9475980264665,1821.701258038337,1858.5403765861772,2034.2811297376054,2330.177380798501,2470.2219705735474,,,,,,,,,0.721,0.012599471451036601
7,2.0,1000.0,1000,1468.4310823234518,1888.5090511956193,2164.310414586348,2186.163054971693,2272.053309482739,2603.152015902737,2702.862841141863,,,,,,,,,0.341,0.06338915473357147
7,2.0,1000.0,1000,1270.4870534196396,1294.4526103256135,1556.2532185889877,1753.4360905670003,1996.8273040408817,2052.8816375489023,2152.3984888992454,,,,,,,,,0.071,0.019672278684252066
7,2.0,1000.0,1000,1126.3445623874447,1379.8720659562418,1495.3191156783046,1561.7950938900212,1677.6860359209088,1864.8251732120207,1911.3812222205718,,,,,,,,,0.261,0.0751523475580215
7,2.0,1000.0,1000,1062.0792610025258,1452.6529555964748,1846.254466847569,1888.1345385521481,1942.0649351142224,2334.7600608268262,2440.1056597410807,,,,,,,,,0.721,0.008736046513998732
7,2.0,1000.0,1000,1512.015850098216,1662.5857027294642,1758.3491792385603,1858.4537906535345,1970.9918472646873,2113.5260257321734,2118.917367683708,,,,,,,,,0.081,0.21772651629571738
7,2.0,1000.0,1000,1349.6337306508417,1578.7661565049805,1583.468521825411,1826.3598140658662,1955.2007700395238,2087.18778158631,2324.4060902089823,,,,,,,,,0.071,0.03213335001490642
7,2.0,1000.0,1000,1381.6992481363145,1693.4409282047848,1739.161459148293,1775.9967235886052,1952.8610682025544,2123.641610598782,2442.1023865338375,,,,,,,,,0.151,0.05034859347675607
7,2.0,1000.0,1000,1381.7485903778208,1624.3534790666215,1648.0187358110807,2332.552611728395,2519.593996760216,2891.1713472499086,3083.9077302733444,,,,,,,,,0.081,0.147916876957789
7,2.0,1000.0,1000,1092.9005899431293,1482.6820945236768,1490.2024209319306,1736.2393147735315,2543.8268117640555,2748.3043127868887,2828.0243593326704,,,,,,,,,0.571,0.17289306900678336
7,2.0,1000.0,1000,1189.790363994712,1221.975022992048,1650.4659400328214,1652.5103584008164,1694.0899829484629,1707.8978200073366,1707.8990155759757,,,,,,,,,0.201,0.2318977626440649
7,2.0,1000.0,1000,1220.5074690301149,1478.5469140850048,1612.4507596299998,1619.33402542342,1662.1448432244983,2088.7585468606026,2290.474553126297,,,,,,,,,0.091,0.025050609464693067
7,2.0,1000.0,1000,1607.7765127271755,1619.4779574181498,1961.2332759112755,2389.847175920737,2699.099636922064,2880.989464987415,3005.4363519950184,,,,,,,,,0.081,0.11461910784801321
