n,beta,eta,gamma,t1,t2,t3,t4,t5,optimal_delta,best_relative_mse
5,2.0,1000.0,1000,1479.4521621914037,1853.2371448359609,1857.6096949545433,1914.7314660301681,1998.7308121461451,0.201,0.5504068231410051
5,2.0,1000.0,1000,1235.2732527764651,1682.3646860504891,1844.5238399727828,1865.9195002192373,1967.1835225964064,0.271,0.09600938308264272
5,2.0,1000.0,1000,1283.1436443145365,1545.426608531583,2040.0793193081847,2063.034326732149,2315.3208647937736,0.161,0.0095322079814244
5,2.0,1000.0,1000,1528.864509925839,2068.046114890479,2366.8170018200385,2395.8386892721055,3135.554633314908,0.311,0.13675948438427665
5,2.0,1000.0,1000,1147.4268402535713,1582.9700484677123,2155.5741491581375,2189.9531458093497,3133.9797960593937,0.851,0.23872912824071263
5,2.0,1000.0,1000,1093.6805137021959,1526.580542292722,1544.8858076468123,1778.9300764087054,1936.2853354407926,0.301,0.056618639134371325
5,2.0,1000.0,1000,1179.8592958453667,1424.8330846733088,1929.4525391144425,1991.4536865676464,2149.7798807204495,0.171,0.02612998294298933
5,2.0,1000.0,1000,1273.491818758229,1580.2204984170876,1795.8286212166918,1871.6639050023575,1910.2577971498818,0.191,0.06666221316064123
5,2.0,1000.0,1000,1318.399194731285,1952.8031249150972,2041.7486397174164,2924.5688604379948,2964.338411264248,1.001,0.13801843371313394
5,2.0,1000.0,1000,1386.6324234082979,1838.9435055572526,2354.1874350358294,2940.8385272234545,2986.2067042331837,0.431,0.3057846196270391
5,2.0,1000.0,1000,1573.7842190571102,2000.9371765985884,2351.6032559450805,2752.2620597702607,3072.2319956795245,0.281,0.19361576368015448
5,2.0,1000.0,1000,1265.285708372359,1407.28466968615,1951.8758543816111,2131.3745388044717,2145.0160137750668,0.101,0.009522726821488147
5,2.0,1000.0,1000,1156.2388293730812,1877.542328676988,2089.0420408338864,2218.848665117631,2322.2226810821635,0.271,0.18244282983045268
5,2.0,1000.0,1000,1560.7551814395547,1694.6153063570337,2249.635389006051,2280.593017411222,2293.481052203757,0.091,0.04985153097264875
5,2.0,1000.0,1000,1369.7962243918473,1605.7671643055446,1606.8733087547043,1761.4198951522217,2114.72310489391,0.021,0.12537097570740438
5,2.0,1000.0,1000,1504.188190238182,1839.5380926201383,1872.9487869227532,2104.8951284929417,2401.629048787382,0.111,0.05336170769328674
5,2.0,1000.0,1000,1050.6330492450597,1105.379122983348,1772.9799957330702,1890.11084195576,2036.6584948709935,0.151,0.08542947027856207
5,2.0,1000.0,1000,1550.6436293677084,1756.2886744950283,1848.6272895047628,1992.9077180587733,2144.905551299961,0.111,0.2216588760694423
5,2.0,1000.0,1000,1542.6654465664597,1699.4607660618572,1817.372146591597,1856.3129722935585,1946.1353876583762,0.131,0.43653499481067054
5,2.0,1000.0,1000,1601.3218472137044,1717.5475329164647,2093.239042035046,2268.2942234155307,2375.124969358796,0.041,0.06776402175031823
5,2.0,1000.0,1000,1307.3375092704823,1446.8731405446617,2011.2014328985351,2133.8111428332604,2208.701456342056,0.101,0.0034594977744480037
5,2.0,1000.0,1000,1185.5620128029614,1464.6130995938227,1669.572186705335,1699.8402442030488,2255.1805126887566,0.051,0.025890319930988746
5,2.0,1000.0,1000,1768.8157781679354,1926.5028271446654,2432.961155777468,2806.692030235302,2889.233314970999,0.041,0.14476308364418172
5,2.0,1000.0,1000,1897.0651469806032,2248.9165724451473,2268.4396861617133,2374.130193520792,2728.7978517126594,0.091,0.387935312124992
5,2.0,1000.0,1000,1309.5886506796166,1631.590505466785,1637.9272911150615,1649.914175117226,1769.605614088332,0.201,0.6013705129158231
5,2.0,1000.0,1000,1507.4229666853396,1549.675088968199,1866.2994549760724,2035.9867657474474,2037.3964844839202,0.041,0.17047134715487539
5,2.0,1000.0,1000,1291.883834823122,1768.368044593342,1952.7450912285672,2058.7009798286,2262.349879342585,0.311,0.0027785317118419247
5,2.0,1000.0,1000,1262.7883104196326,1318.8790539048846,2134.964999287275,2325.615338372367,2655.9154862140495,0.171,0.08132544089853294
5,2.0,1000.0,1000,1277.1556105765308,1849.8828319627944,2181.4388470020167,2361.0583810049834,2930.9204574215487,0.951,0.10503152244899724
5,2.0,1000.0,1000,1280.4540307336308,1535.923627409726,1561.4473837904968,1686.6911205155102,2098.589145435839,0.021,0.08225098563783757
5,2.0,1000.0,1000,1141.8564391784107,1549.5951066987764,2289.213879620114,2715.4527126093417,3791.7358283235785,1.001,0.5650056921489568
5,2.0,1000.0,1000,1423.9311508481671,1439.485922720411,1696.4641053619173,2203.617235674561,2276.910981930974,0.011,0.2336999171894498
5,2.0,1000.0,1000,1648.3405970010544,2298.913300660174,2353.2918459088432,2698.3876772008216,3166.374240778008,0.341,0.18477653732020716
5,2.0,1000.0,1000,1382.6175059473596,1751.6044686297155,2017.7586567822798,2220.697336046842,2458.624251523813,0.231,0.009348625783733772
5,2.0,1000.0,1000,1326.3854883430429,1486.6466561495536,1863.9827055131018,2041.6087099476679,2175.433068764519,0.061,0.006234232985970618
5,2.0,1000.0,1000,1613.0534957935756,1989.9139073267265,2026.635430904687,2186.846275624982,2466.105963787297,0.151,0.12954197553627114
5,2.0,1000.0,1000,1517.2328539386572,1736.462968517228,1979.8992917400828,1992.2696076698567,2024.0649154716687,0.131,0.2215635157441581
5,2.0,1000.0,1000,1187.2934639628556,1717.1552445306033,1827.4483754251082,1957.0750380198147,2130.4064945230552,0.351,0.020607534887845814
5,2.0,1000.0,1000,1600.359206347081,1755.0149014671554,1757.448276778328,1972.3831625069233,2040.0898522678683,0.031,0.43915011739499155
5,2.0,1000.0,1000,1666.5979950299911,2397.872188562435,2545.3137583708804,2891.2746836749875,3575.1999981593244,0.601,0.3572251250288682
5,2.0,1000.0,1000,1449.3361095968037,1583.8562985120352,2090.741763091947,2390.1676157700676,2609.8200635243097,0.051,0.02602139766605718
5,2.0,1000.0,1000,1310.9408350750232,1324.4982040780037,1647.400475483083,2073.3382686643563,2221.4919541972113,0.011,0.041836498181798035
5,2.0,1000.0,1000,1367.5192134759993,1811.780717302501,1868.5109980325853,1941.7499072851228,2596.2858116879233,0.141,0.0018383587253269658
5,2.0,1000.0,1000,1605.170749299487,1794.8667019241066,1904.0419859728943,2029.6321490819823,2161.915956770114,0.111,0.2809222823851656
5,2.0,1000.0,1000,1376.4318471190534,1857.6977428712617,2072.8891831608266,2112.2299252116445,2451.12828566564,0.291,0.007914218297860574
5,2.0,1000.0,1000,1074.550789023344,1610.507209668301,1887.7709936759813,2188.205368245146,2202.170467063831,0.711,0.031125637092370033
5,2.0,1000.0,1000,1589.6831904544551,1751.610305572734,1911.7661600946994,1993.6243669335945,2021.6080203485808,0.091,0.3635888793667372
5,2.0,1000.0,1000,1382.0098380464324,1706.517921290987,1732.6287868546037,1751.0114133076402,2319.643862617026,0.051,0.060066919433581056
5,2.0,1000.0,1000,1354.1330441873624,1631.5618864034504,1838.7487454687657,2010.6352313163666,2188.954041898052,0.161,0.014261045797885685
5,2.0,1000.0,1000,1380.4188379588745,1587.925743251757,1692.4362335508201,1837.945300106022,2009.0580435990573,0.121,0.13353948249965594
5,2.0,1000.0,1000,1292.8042936892407,1466.4847158357334,1942.8923944725134,1976.57632885076,2061.9666702261934,0.111,0.010967158871365323
5,2.0,1000.0,1000,1212.008789220214,1628.9523843168317,1632.2039317669014,2066.9968141780987,3069.6776122351453,0.011,0.10080190029457188
5,2.0,1000.0,1000,1199.2068112130112,1541.3253266498862,1741.1709612114842,2057.6503605134376,2248.2484600473927,0.231,0.020962057860619908
5,2.0,1000.0,1000,1595.532958778098,1663.2188388373593,1882.2165088320758,2174.371397158565,2185.009542516422,0.011,0.3491448127582265
5,2.0,1000.0,1000,1319.9553093152379,1421.451321624837,2090.5552538146167,2098.438163314258,2395.9785455984393,0.121,0.008883232559692927
5,2.0,1000.0,1000,1200.7958440645293,1525.7611459925622,1736.7041538308486,1840.7542461505755,2232.8126120138186,0.201,0.015574545763064357
5,2.0,1000.0,1000,1303.5244070873955,1648.4274011028651,1712.927746527235,1741.8617585842999,2077.764232605606,0.181,0.0938125924819558
5,2.0,1000.0,1000,1172.496521189397,1278.971768573372,1678.4266986542034,1992.9198745204449,2204.7313408240607,0.021,0.039645327728581835
5,2.0,1000.0,1000,1076.42825072113,1314.9828943165287,1989.8481233222856,2125.401736423017,2426.9374862932173,0.261,0.14289226278009912
5,2.0,1000.0,1000,1125.7658467665794,1497.223097308256,1718.289351466023,2147.4645313929677,2380.0281145123554,0.291,0.07800444559339313
5,2.0,1000.0,1000,1229.0733032953672,1780.126169286481,1866.1205405371566,1908.6773001121423,1940.245893590419,0.121,0.7126280654145687
5,2.0,1000.0,1000,1403.4407161971235,1466.1459408802232,1813.4529925376742,2012.2692562102989,2241.2213091586227,0.021,0.03555187471610898
5,2.0,1000.0,1000,1306.5655403519863,1840.5220042373016,2085.3283180520884,2233.709450043827,2453.0237548279893,0.391,0.012590723519012602
5,2.0,1000.0,1000,1245.9711657414116,1904.795564541722,1971.9362134676644,2020.1366413614785,3405.4929983691545,0.771,0.12035552304027758
5,2.0,1000.0,1000,1152.4080369392307,1457.5580599560703,1509.9523044677494,1729.5493625003364,2086.315928492467,0.121,0.04559931144016553
5,2.0,1000.0,1000,1156.1417656895837,1648.4130354653798,1695.7969123310152,1752.374774187477,2108.9204419706007,0.301,0.044584628150494576
5,2.0,1000.0,1000,1411.6063439100035,1547.2089390872281,2036.9572596948485,2087.6123377179265,2363.653410955922,0.071,0.002028404682240219
