n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,optimal_delta,best_relative_mse
10,2.0,100.0,1000,1014.636493008798,1019.1301732675958,1068.7185382659175,1075.6643951820665,1076.3580123676352,1109.7714995876966,1113.2266084713879,1117.4077996103235,1130.6353162159846,1148.2054376414242,0.401,0.0049297054869520745
10,2.0,100.0,1000,1021.3506250450486,1021.3801672103147,1041.9309306573991,1046.5641160244525,1074.288270907348,1088.555968424382,1093.1774777031815,1116.5758365118477,1148.62526625465,1158.3731430804344,0.041,0.001399374473699046
10,2.0,100.0,1000,1036.9477874153226,1043.5653846139003,1055.8531552529894,1055.974714961657,1060.5034481285284,1102.084517801676,1105.4261346128424,1106.2555586733547,1106.771585879961,1127.4372593312323,0.021,0.06529978787373333
10,2.0,100.0,1000,1031.9570497992327,1056.259251393745,1057.3344606148503,1076.9585892142536,1077.2858033073753,1090.3907494563723,1090.8226413415753,1100.5948950959246,1105.6833659053175,1118.1761217042476,0.251,0.0980120423335646
10,2.0,100.0,1000,1037.308911666472,1065.6948183952811,1069.8847679701873,1086.572119994713,1088.8233154582003,1095.9738019679887,1100.4167920391512,1121.3684422112701,1126.7391301163373,1163.816712179595,0.261,0.022637688170263074
10,2.0,100.0,1000,1041.002779964134,1043.8294993330878,1073.5974309784215,1080.9145699748256,1087.933846215299,1090.9351087403209,1128.0282455669094,1142.943058668437,1145.3786637162054,1145.6862938475497,0.141,0.0020510980443789522
10,2.0,100.0,1000,1010.2062131726702,1029.372757903046,1036.4943949965705,1056.8262926299378,1058.3982708096732,1092.9179643712246,1123.681374504075,1126.3140126270164,1130.0011926968264,1151.2513076987727,0.121,0.021817387174073867
10,2.0,100.0,1000,1020.626739621218,1079.7146520679219,1088.2598540335712,1102.7539827121857,1105.6100472951252,1111.7972365170729,1121.5088861550396,1133.991101977775,1137.8854650147796,1149.2716681916681,0.261,0.47611223866371966
10,2.0,100.0,1000,1023.1530057360736,1033.873277276234,1070.4776564916426,1102.347240902925,1151.4764446563327,1167.4592319493556,1173.1764993774336,1175.6397866029095,1181.601200625523,1182.431555456594,0.751,0.005773878789443955
10,2.0,100.0,1000,1049.6484651295987,1053.5067861026926,1069.7563212279385,1102.6670817909956,1110.9272258472747,1126.871280508034,1144.6955936603943,1145.3502121813676,1156.9353747398638,1172.8680294961987,0.201,0.003500808630152272
10,2.0,100.0,1000,1048.3145216898222,1049.6846999318998,1062.6403812242343,1076.3345308354176,1079.640584908745,1095.0442020954658,1097.2103596314444,1106.1597380268984,1113.8840364726143,1132.5774204178451,0.071,0.10921875927471271
10,2.0,100.0,1000,1026.407265384325,1040.0642215644627,1046.5718995754075,1053.0242249431608,1063.1896104399261,1063.4585759590761,1075.916858395694,1094.9164809483057,1094.920129584157,1116.1495364312907,0.051,0.09993559609445493
10,2.0,100.0,1000,1024.6182260633448,1049.737915053615,1057.1063423970468,1059.4668497298287,1070.3748216715783,1070.8542624292807,1111.5077799590183,1155.8469337214146,1162.9365184115957,1174.529313568789,0.051,0.009446032707397063
10,2.0,100.0,1000,1026.9010050318843,1038.9137663529875,1057.4333274087517,1061.3607079670503,1075.839533027293,1092.7775739844083,1099.4139601395266,1104.4501923649825,1120.3366113374987,1133.6975887645108,0.181,0.011722091549328966
10,2.0,100.0,1000,1033.8235351947428,1044.5979668126333,1056.2294411506043,1068.9685616415245,1084.4112326765753,1104.8639309851253,1111.16562946658,1137.9803105994572,1141.0873442970899,1144.8434679367592,0.041,0.0004931155118524156
10,2.0,100.0,1000,1059.2464768646446,1082.988230275397,1083.405369479242,1117.5575399452143,1126.1050189558473,1127.7159603662858,1136.1273129286997,1149.4980259024742,1154.5648200800879,1204.0886871850862,0.251,0.0014091646749171355
10,2.0,100.0,1000,1006.4393648097038,1014.2654966890475,1039.3534658685678,1072.495551587108,1105.9336787485038,1109.9171562031393,1117.2106461731078,1124.5079777618216,1125.660052705069,1125.9810525675166,0.811,0.027976079282325327
10,2.0,100.0,1000,1000.9172113152332,1028.8500322655336,1045.7702978230604,1052.9989650785938,1058.7624232146975,1061.2037255859639,1084.6096525709127,1105.8316910428014,1112.6357689633692,1137.63549233702,0.351,0.00047771652708884695
10,2.0,100.0,1000,1048.2610856475796,1061.6514080873194,1065.1185245713684,1093.0857803440676,1100.4599096712145,1103.0261329445336,1106.639180985225,1121.3806410313066,1123.3665012090191,1196.5824627811037,0.011,0.010357574436997495
10,2.0,100.0,1000,1039.0568965871134,1072.6888770064986,1093.6157280278037,1097.806835217685,1102.0344970961135,1102.3310691773,1109.6063036036817,1112.8445416403576,1112.9964308077379,1113.892464198303,0.171,0.9299631749100931
10,2.0,100.0,1000,1010.5819167481889,1016.3457904444629,1031.120574425468,1062.7005301572585,1067.6952270025067,1070.6254293552875,1113.1661680071359,1132.3705160122302,1142.2750623605039,1202.9790924297606,0.011,0.04594271236434363
10,2.0,100.0,1000,1073.2644289418145,1091.8559431692934,1092.8889883298557,1093.3609644424355,1095.6415783805846,1096.70729177067,1109.1149623853835,1121.5603457400719,1126.8269725386358,1161.6570455241963,0.011,0.24736347524308488
10,2.0,100.0,1000,1031.3233560763906,1042.480048808839,1044.1973040278194,1052.4571342039098,1083.9022896548554,1088.46844398037,1090.1318803450051,1099.2719166802385,1106.5599798216435,1108.3296899892769,0.091,0.07208819187181957
10,2.0,100.0,1000,1006.7710098582585,1032.5647726291058,1035.5120031184842,1054.7817829503358,1056.9502357755448,1072.1744828559326,1077.4022505812034,1097.1493787473896,1097.4621417597923,1174.3130927628702,0.131,0.00033045366149323793
10,2.0,100.0,1000,1006.3541729671181,1024.1597652851028,1052.968204386896,1070.5354352656836,1072.1242121932114,1076.7702929955042,1096.213974193967,1099.0656107271561,1130.6464002623782,1138.5404545690903,0.371,0.0025485373587216804
10,2.0,100.0,1000,1031.848515767151,1051.024185007433,1057.13380956435,1069.9063808626763,1082.8782830193347,1085.5189621318534,1101.0500076504713,1112.5768434836773,1113.0422763860713,1138.7418921924182,0.221,0.02646564141244009
10,2.0,100.0,1000,1043.2276117158258,1060.3728057346057,1063.003112843977,1070.0079970760135,1073.911508068001,1080.7759674982808,1081.1300241422048,1104.9189303785113,1113.1612911529003,1133.9201822493396,0.041,0.13345951319182553
10,2.0,100.0,1000,1016.3719919777108,1047.062944723366,1053.0077885691496,1055.7264670023121,1059.3014607950497,1067.228693556591,1070.6225271044589,1083.7600073774513,1118.4823534273241,1175.2715216517481,0.101,0.016735679568170684
10,2.0,100.0,1000,1011.0682504040033,1039.783047200786,1041.271285987537,1059.0738153534096,1066.7451492683429,1077.873531838797,1080.3611880131862,1098.5914887261213,1124.4428698329336,1139.2698763720068,0.291,0.0033168869675539573
10,2.0,100.0,1000,1014.6621566055405,1037.124985389214,1045.4975676682661,1067.3629173496502,1071.6988615086182,1073.2698442707035,1112.1293093662819,1113.4500167921165,1122.8479778393587,1133.2929020737788,0.251,0.00015051747706785245
10,2.0,100.0,1000,1023.353383173497,1064.7216090124266,1066.7697815109343,1070.5822537553931,1079.100899260634,1099.7108499116973,1100.9568721443807,1140.3862733916276,1187.9591708713301,1205.6733748090137,0.301,0.015010035973730544
10,2.0,100.0,1000,1029.7238930212093,1074.9029801062154,1090.6972687381844,1093.7898400148363,1106.5396488186252,1109.1779512694113,1113.09058452491,1131.4901397458057,1137.0211782027586,1219.2297480679179,0.491,0.011239251915470542
10,2.0,100.0,1000,1012.8321224002113,1034.832874463452,1036.2753938419482,1081.1605429075364,1085.4618436074777,1100.2914409511013,1103.5308874652426,1110.7338015474543,1129.5537000662503,1196.4702162683002,0.281,0.029321943743370778
10,2.0,100.0,1000,1022.5112488058725,1036.8959673049685,1050.031303359474,1067.9576939730428,1097.179351218019,1098.7274347070922,1106.531429937403,1112.936530083172,1133.2117119985428,1151.6313118815035,0.231,0.0025671888914417813
10,2.0,100.0,1000,1052.8238355122041,1065.4867903228806,1069.0092956830222,1082.5477972478002,1091.1312014856583,1097.9822743654402,1098.9513510679592,1109.9997698893067,1123.5235957330156,1135.3567907901738,0.091,0.11496409619476769
10,2.0,100.0,1000,1038.7476225132918,1040.3207726406283,1065.8436352604049,1082.0565708111299,1085.6728624644466,1095.5476132757908,1117.2747097369586,1123.1178802375423,1135.4716578359971,1149.2819048488334,0.181,0.006516557834970768
10,2.0,100.0,1000,1043.805144798695,1043.8954595550117,1061.2466280763408,1081.1921196503833,1090.4405277997337,1097.7688464954892,1101.07876615511,1130.7913944201682,1144.6898932225283,1162.13119040927,0.081,0.008932225066072103
10,2.0,100.0,1000,1011.331215344033,1037.1715991659903,1048.5578579971238,1051.7833510371079,1068.6330291039117,1072.6065847956775,1076.0252134928708,1080.9642095405616,1131.32893931861,1157.4036438072808,0.171,0.0021894464654065035
10,2.0,100.0,1000,1013.4925224424003,1036.4925207471108,1036.9315595791702,1054.7566988756687,1078.774170168954,1093.9901909375524,1101.6826203593362,1102.8955740682231,1108.4788005220098,1208.6356398831936,0.061,0.014477565292336438
10,2.0,100.0,1000,1042.2435525631704,1042.7783130374266,1049.9048248130475,1054.8728527012681,1071.1364203342039,1078.8510010210066,1093.7904901651414,1096.9820466834474,1099.3449661908085,1105.0799508409254,0.031,0.18237755249046045
10,2.0,100.0,1000,1034.680700839034,1063.237187996474,1072.3643988756457,1080.3382674145578,1087.8304930717688,1091.580300257228,1095.459799086667,1101.3331028570603,1102.9344918131953,1128.2763171755466,0.251,0.16698529141502622
10,2.0,100.0,1000,1023.301756552142,1048.0459270749434,1066.9151538016374,1067.6063007818148,1083.8678870840372,1084.5847417568775,1105.5572281158065,1137.5690065644476,1141.407728664873,1154.2298488838142,0.291,0.001051880248687513
10,2.0,100.0,1000,1005.0876858977306,1025.8728728393437,1047.300674168541,1054.5148913442222,1069.8206813291727,1073.3724869070331,1073.4990644206398,1082.6211769799795,1105.753721967508,1177.9699285166978,0.191,0.001043650680967578
10,2.0,100.0,1000,1049.5899872005261,1052.4227982101381,1073.3287013402985,1076.1312733033853,1113.0939776306896,1114.0300039504652,1114.2553591190135,1126.6311274200764,1129.5394462602906,1205.2713974674148,0.041,0.00199616920664766
10,2.0,100.0,1000,1025.073594956145,1026.337010632228,1067.0190769662186,1100.1714171188228,1101.7880355094017,1104.1702052202622,1107.250793565948,1110.0416266773937,1161.252436695885,1168.4327478533205,0.381,0.005346309810428705
10,2.0,100.0,1000,1046.7891743498803,1087.6021379723693,1105.4575992631062,1110.2030316419593,1118.3395941309677,1122.7019531823055,1124.432112480594,1134.3275631916754,1149.6302235964415,1165.6839606465867,0.291,0.18207374490698425
10,2.0,100.0,1000,1007.3290156639081,1032.9641675850705,1041.248618259869,1049.971717260926,1051.2814238325839,1069.9513523869252,1085.7658434581826,1101.3952386383482,1142.7155070129563,1143.6698441860494,0.161,0.0008366717220757155
10,2.0,100.0,1000,1022.762422840778,1048.6020409235623,1064.8224968360528,1077.5825971861932,1080.5179284940207,1104.5262927510094,1122.4687420841724,1148.938136302558,1159.7333695951424,1191.1530717991905,0.381,0.04097069059955621
10,2.0,100.0,1000,1016.9679015873198,1039.316096490137,1042.1224512908436,1059.2296627859319,1060.5466448545726,1073.7139914707732,1104.1740691396496,1108.1625703014204,1117.908835259297,1133.6580791974848,0.171,0.004234579238108523
10,2.0,100.0,1000,1063.680775574559,1074.4806970479306,1114.4163283001615,1114.4774292240643,1115.8268234122247,1123.1790202173631,1138.6566470153439,1174.7437253645094,1184.4996697676452,1270.6116581711535,0.141,0.025891034384112076
10,2.0,100.0,1000,1024.5138722860183,1031.653124269319,1041.3214033678144,1062.8565991938435,1063.625060053664,1066.7943352816174,1090.1814141720913,1094.400107455243,1101.1070556003808,1102.8632423427518,0.101,0.06853052586885003
10,2.0,100.0,1000,1030.1497151271726,1047.5936934635881,1071.3227266744566,1073.6798767452426,1090.2914740330036,1091.7167855707537,1122.0814555490326,1137.8230683286934,1140.0132675878572,1159.3623693737084,0.261,0.0019296747234355447
10,2.0,100.0,1000,1013.3259686838928,1036.1968476575798,1052.0050161976076,1052.2229836458112,1074.845313704308,1090.9024699374263,1095.0042837315516,1101.8934865569543,1153.8935115769088,1170.4052567511626,0.211,0.011401337441884835
10,2.0,100.0,1000,1029.6854080147723,1032.3702830917573,1050.8757840535598,1051.3171458820427,1059.3475689852357,1067.1334782789304,1068.279684037923,1083.2020250692583,1101.3710074103053,1111.4228693889725,0.031,0.13781130038046563
10,2.0,100.0,1000,1047.5941544395184,1055.9530764827043,1071.6201104652187,1078.1419563313525,1087.4026382736017,1088.8518903639765,1091.920008596798,1104.877512768492,1124.537361972,1126.5678943682647,0.111,0.1107763148905243
10,2.0,100.0,1000,1022.2546193228563,1038.701344000853,1041.84052511905,1054.6150751922048,1097.5319651704347,1098.6880051932121,1098.8460820184177,1100.4045506816972,1110.835893224763,1198.5544661677015,0.041,0.0027793418968777984
10,2.0,100.0,1000,1019.0923976266774,1046.0526913650228,1047.253635605222,1063.2382345117296,1088.5330925063618,1115.604092468027,1126.9501870032468,1132.9595068934423,1142.4040216891804,1155.670500035741,0.271,0.02244408329671796
10,2.0,100.0,1000,1023.3372192581627,1025.4064948951363,1055.2148003834302,1068.4832473709346,1102.0865071366131,1109.1688987751977,1113.434547521482,1120.8475365676638,1128.544494169056,1133.4650760659422,0.271,0.0017154694284747245
10,2.0,100.0,1000,1030.8286095358128,1071.2150326307328,1075.460876398721,1079.7935499314585,1093.21658564474,1095.5991156811176,1117.506497776885,1126.8846848860746,1131.2702675000521,1164.1194964952272,0.331,0.027322664314267737
10,2.0,100.0,1000,1049.5990279574187,1063.2571064911222,1066.8618421988826,1067.8294442069864,1080.7163587432897,1090.247993444756,1104.402894250671,1104.8063627364706,1122.27039627118,1128.364124470912,0.021,0.12733463685671514
10,2.0,100.0,1000,1023.7920279060546,1042.7337283732556,1068.6645106263065,1070.6025205807168,1092.2385639906818,1095.0411110712284,1101.8495579353307,1102.0527393755438,1122.7870011787882,1169.9434691716433,0.291,0.00015728723962794364
10,2.0,100.0,1000,1036.0283141813986,1047.5122657918002,1075.546060345158,1082.2008844590996,1094.443116560531,1102.3073590701606,1114.8104371689994,1118.4315665119252,1130.3436424823421,1188.9332558566514,0.211,0.00023785115601194037
10,2.0,100.0,1000,1045.4430061144342,1057.691857746489,1059.3785605470407,1084.6709222603224,1122.1073421284318,1124.8685413600053,1133.3969738264377,1133.7046937864598,1136.284298396031,1137.1843316661698,0.171,0.00361156054047236
10,2.0,100.0,1000,1027.1977459841135,1052.9678629736168,1063.3310089542467,1064.4829285301055,1068.1806830453563,1077.9706327199979,1084.000081041577,1102.199679677533,1135.236527825909,1152.721522860923,0.151,0.02373495684057666
10,2.0,100.0,1000,1038.1105034354314,1041.8875732146023,1064.1731106693321,1068.5856897419694,1092.9939789025857,1118.6179979199458,1122.236359590947,1125.156055383047,1143.2690230570565,1209.9155161468568,0.031,0.007944320866311569
10,2.0,100.0,1000,1029.879854945066,1032.7648182174419,1061.9921683535983,1068.1147791650508,1070.0920804124478,1070.2174443065446,1081.2492761141878,1107.012894578768,1119.1339543333295,1166.1155100362078,0.071,0.018564067800508732
10,2.0,100.0,1000,1017.8926129303835,1049.2823797564508,1051.3672337991245,1055.708056563364,1056.519049089499,1074.708669475057,1110.7411744336434,1127.5556892436439,1143.7441375163646,1185.2828867493888,0.151,0.0037800573565084324
10,2.0,100.0,1000,1045.6949492055603,1069.146939673034,1088.1117257740225,1088.4730695530777,1107.1634293993648,1109.7378989354052,1136.377505160068,1137.3949002073398,1217.6821578479878,1229.187022553934,0.101,0.03923935403868887
10,2.0,100.0,1000,1045.4916330061271,1050.5009963344862,1061.5950640143787,1094.091647148561,1098.4274375484001,1134.4332486032147,1136.4147732306965,1183.7898240528377,1201.3743517724613,1213.6136071984638,0.031,0.06073728506469725
10,2.0,100.0,1000,1007.4371264208654,1043.673496112654,1053.693767850819,1053.6965385360818,1064.3812091463374,1079.860003373694,1096.588292042546,1111.0230431568527,1169.306602410555,1189.6975366891752,0.301,0.0203546922267601
10,2.0,100.0,1000,1041.7364226347797,1056.857094291005,1062.4973963160546,1074.9416417843945,1077.383873332315,1099.1012515982504,1112.7022990440933,1113.9826649139104,1118.819245686125,1120.5814162695626,0.101,0.059425705843174755
10,2.0,100.0,1000,1011.9835572263721,1029.9470093173945,1065.8114277087504,1087.2945708617708,1101.031893506227,1107.6733924961698,1119.019222594311,1130.216150994004,1161.3811948813645,1178.7498040190915,0.961,0.013051646862534587
10,2.0,100.0,1000,1019.1740778521462,1035.640635532982,1045.7969399892488,1055.3559697748535,1083.9160674651478,1084.7356996064304,1101.800197788451,1103.539847759698,1105.1434086527802,1140.3675652765069,0.181,0.0030819112127659027
10,2.0,100.0,1000,1031.0142828937092,1046.4518648968797,1064.4720497645128,1093.552022898597,1100.6411580954914,1109.1297003509985,1118.055003152789,1131.4049014991626,1146.559689145041,1151.4258077061254,0.311,0.003928793549926106
10,2.0,100.0,1000,1048.710633620748,1067.8005960484666,1068.884865234517,1069.1907872641941,1081.911414146419,1082.341783733291,1098.0866713190646,1101.6564477891422,1128.6251483627175,1138.4849378739304,0.051,0.1307132433852843
10,2.0,100.0,1000,1016.4767216346925,1025.2653222128283,1039.782775320168,1048.9463338204644,1073.3312226650096,1111.1940414323185,1123.2317320859443,1125.6446369182786,1135.5279922879438,1155.5466739471558,0.061,0.021454095051930026
10,2.0,100.0,1000,1016.8893761107793,1036.347876323963,1052.5874212063695,1060.0135522111038,1080.007123775749,1090.017706569334,1091.7187557151574,1099.2562282934261,1116.0820619706262,1152.2631180075393,0.281,0.0004593197731585536
10,2.0,100.0,1000,1026.6467683241865,1039.2451671790886,1052.2193220324407,1071.4730072780608,1076.300212788029,1084.8941663371393,1092.5608999759938,1104.8220737591312,1148.1081800029374,1163.747875784549,0.031,0.00022062843867443483
10,2.0,100.0,1000,1008.8456122461821,1034.6252338449792,1042.1274461341,1066.3097100583452,1090.0727210373484,1105.38302816487,1123.3345291261421,1131.2251146793506,1135.1061832904477,1176.570604818925,0.401,0.06113415262800014
10,2.0,100.0,1000,1036.047931058387,1051.6031888976745,1058.0697937788073,1074.626634764563,1079.4927071605198,1081.344911298478,1081.8276009563178,1085.6732523167136,1087.056080523414,1149.276388007004,0.051,0.10248586460302048
10,2.0,100.0,1000,1046.2147357362846,1050.9497173025832,1052.0825117582112,1068.388707636122,1103.0928334147975,1107.101635093976,1132.5633456534695,1136.3611920010026,1162.0434780757114,1189.0790665735942,0.021,0.003371302698742209
10,2.0,100.0,1000,1006.8340375918785,1038.1229386832272,1083.51047544603,1094.4198007417258,1124.61734369515,1125.9753295560076,1128.4259191346782,1136.489393437702,1162.4007445169068,1212.5466628245426,0.711,0.021097516012255024
10,2.0,100.0,1000,1044.0886226953,1056.7099832706076,1065.0222308697448,1098.7533256012719,1109.8440708602511,1114.9613522463121,1142.3879545502473,1152.8323578588336,1165.7226150916092,1166.3108004841008,0.171,0.010467598915573714
10,2.0,100.0,1000,1017.7079745995601,1019.032854889918,1049.944539410531,1050.7906113488834,1058.8154398539664,1079.5641210968963,1114.9615056793805,1123.0263242612748,1131.2417067512304,1169.120423293382,0.081,0.005503935160115123
10,2.0,100.0,1000,1020.8078137813471,1041.2164221530343,1061.5582857864229,1091.9783795994506,1113.846760500201,1125.0001365918388,1127.6234918109922,1129.756886255343,1152.8283918082002,1191.3962198821737,0.461,0.0634041834743436
10,2.0,100.0,1000,1034.9635139000975,1035.377993196427,1068.0603934340313,1080.093491758695,1080.289885307881,1085.874357577498,1087.7396481843664,1104.2725156745516,1128.3053379533437,1157.9838948026622,0.181,0.023407863609492756
10,2.0,100.0,1000,1026.9572610180521,1051.7410927890485,1065.412230368262,1086.0737614173627,1092.6636440142931,1102.928703705462,1110.4697120072562,1123.2786432169717,1188.8009354684557,1251.19912549857,0.141,0.06899821695066392
10,2.0,100.0,1000,1011.498430031371,1032.8474606819768,1045.1973142134882,1059.055784907005,1110.0100568152725,1112.1369773684057,1118.7598051245102,1121.3437959082212,1147.3724468284472,1147.4927920749574,0.311,0.0436698151676965
10,2.0,100.0,1000,1017.9109911675253,1040.0668712434995,1085.9734433504657,1089.3512663807503,1091.366089670192,1099.097662121606,1104.6293065594598,1109.7369351221419,1124.3775725222183,1142.626670889962,0.331,0.07622238996989177
10,2.0,100.0,1000,1052.5906036326771,1069.4691080757616,1077.0077858325415,1091.4976330706595,1104.2833918928766,1114.4291140520959,1120.1194158033823,1128.1760342109142,1159.8050457511508,1201.7696306216544,0.011,0.0011796629058748519
10,2.0,100.0,1000,1013.8953533842578,1052.32661806359,1064.9687293018674,1065.1252235186537,1072.661348288007,1076.1755621604593,1088.878854774225,1099.0106761401303,1112.3440685994904,1117.965472426965,0.281,0.14938152670669064
10,2.0,100.0,1000,1043.8082631653072,1069.0136687212275,1075.266710562588,1076.8931680881442,1082.690040224214,1088.7634119029176,1102.2767989242827,1123.5573805844906,1142.1133036970566,1166.5491061522891,0.121,0.03110489511724588
10,2.0,100.0,1000,1041.432539326186,1069.6942385703956,1087.5663686468356,1087.9311706711926,1090.798588643113,1096.0223754943106,1105.8780470134157,1108.9234391069615,1110.9766630364036,1171.548259930274,0.211,0.0755199874873633
10,2.0,100.0,1000,1037.1344213483146,1069.2592508147397,1072.5587610087618,1072.9514971265792,1102.0367406703156,1118.672725231698,1119.6438302517158,1123.7169822072606,1167.8226536499797,1196.9233868291058,0.261,0.003801402872407906
10,2.0,100.0,1000,1034.3136009154985,1040.1982670833897,1042.4501900589369,1067.1822218373275,1093.2994925773298,1094.7191769728663,1118.9675661955243,1127.7170817451154,1128.1695390005839,1129.5272954852353,0.091,0.006498558006945777
10,2.0,100.0,1000,1035.3767118116891,1039.224734614262,1067.8260318966975,1093.4658912366347,1104.6575831042796,1104.922528024208,1109.5528263798874,1119.652341566207,1122.660240999048,1126.2928349884392,0.281,0.017344140095696407
10,2.0,100.0,1000,1010.1268069411141,1026.6936848347889,1056.937639809952,1061.80976880402,1072.4944399906904,1080.2894457333407,1121.0223508291156,1136.2253963867952,1146.7892837112142,1163.442718564568,0.311,0.04054464929767903
10,2.0,100.0,1000,1018.4506375911443,1032.0945437130872,1069.1454482377117,1084.3203919287473,1086.247341630825,1090.962594909679,1096.7809912972536,1110.7654921330022,1111.0429633930787,1141.273241517923,0.351,0.008661064571828577
10,2.0,100.0,1000,1028.1001315134272,1031.2516087924969,1051.4437077994035,1069.5726587122742,1083.004022727366,1089.8140886620552,1096.8528167631507,1136.6227136857844,1146.3452790287974,1149.0384723883026,0.091,0.000503849811784009
10,2.0,100.0,1000,1020.9083520995802,1037.321278524898,1061.6287947214762,1067.704570101473,1071.695963266737,1091.3348620073796,1123.4066496469804,1138.66913582138,1174.1287686454557,1175.4862622286544,0.151,0.037691607023363966
10,2.0,100.0,1000,1017.8177070802686,1032.7178820437173,1057.7004947259684,1082.765676667855,1095.7966621636751,1099.3184331265677,1099.8168127881106,1123.4483505542432,1139.8260819111042,1141.1208448018142,0.351,0.00691946657565555
10,2.0,1000.0,1000,1104.5559837146668,1391.3064203340887,1512.9475980264665,1821.701258038337,1858.5403765861772,1977.1090616324182,2004.6065058672857,2034.2811297376054,2330.177380798501,2470.2219705735474,0.561,0.00278589983477477
10,2.0,1000.0,1000,1314.4289022911607,1336.3918700270192,1468.4310823234518,1888.5090511956193,2164.310414586348,2186.163054971693,2272.053309482739,2540.5709437007417,2603.152015902737,2702.862841141863,0.201,0.03367342052150578
10,2.0,1000.0,1000,1270.4870534196396,1294.4526103256135,1556.2532185889877,1753.4360905670003,1821.69361241028,1996.8273040408817,2048.5878267642256,2052.8816375489023,2152.3984888992454,2605.529143604893,0.161,0.0011587766601452538
10,2.0,1000.0,1000,1126.3445623874447,1379.8720659562418,1435.8826131498863,1495.3191156783046,1561.7950938900212,1677.6860359209088,1801.8868999960791,1864.8251732120207,1911.3812222205718,2641.991844170726,0.081,0.022231795282125086
10,2.0,1000.0,1000,1062.0792610025258,1452.6529555964748,1465.4302881489818,1611.0816688938203,1846.254466847569,1888.1345385521481,1942.0649351142224,1986.6501361359308,2334.7600608268262,2440.1056597410807,0.571,0.004881046738978478
10,2.0,1000.0,1000,1203.815394280962,1512.015850098216,1662.5857027294642,1758.3491792385603,1765.4552532361613,1858.4537906535345,1970.9918472646873,2113.5260257321734,2118.917367683708,2312.4688948631156,0.401,0.0446987434438557
10,2.0,1000.0,1000,1299.292001421824,1491.1419408125594,1623.3282474223238,1687.6497803809452,1985.1948544484717,2000.1883478885493,2009.6619422089102,2089.669117594939,2223.5697203582977,2983.434372684682,0.031,0.0025233775650579026
10,2.0,1000.0,1000,1077.830883617433,1227.7507940463329,1510.3708624209828,1660.8369118987498,1858.9014296970226,2036.366388680697,2061.1626983126343,2132.5959552393356,2203.0358215804717,3064.593927140267,0.411,0.07161137420927674
10,2.0,1000.0,1000,1381.6992481363145,1683.5799126888915,1693.4409282047848,1739.161459148293,1742.8078691877265,1775.9967235886052,1952.8610682025544,2123.641610598782,2185.2011337245194,2442.1023865338375,0.181,0.14662583182714004
10,2.0,1000.0,1000,1381.7485903778208,1624.3534790666215,1648.0187358110807,1805.0474772888026,2332.552611728395,2501.105663852498,2519.593996760216,2530.5819017047543,2891.1713472499086,3083.9077302733444,0.191,0.10762194921571733
10,2.0,1000.0,1000,1092.9005899431293,1435.6481751962995,1482.6820945236768,1490.2024209319306,1736.2393147735315,2358.7077077932263,2543.8268117640555,2588.127027104707,2748.3043127868887,2828.0243593326704,1.001,0.11244804700898359
10,2.0,1000.0,1000,1319.3811996208344,1452.0981250152581,1596.8184647395142,1924.3388320548734,1933.1830813742113,1985.6168060639218,2023.9842675465402,2323.5511910673276,2372.9235519540052,2411.669795583809,0.191,0.006403374831353247
10,2.0,1000.0,1000,1344.5490461445052,1811.7720571016266,1863.119830011806,2002.51938619582,2077.031950291237,2212.0332373611304,2408.5681237803883,2567.427415507361,2699.999661132949,3112.666701234787,0.551,0.05679070635409163
10,2.0,1000.0,1000,1189.790363994712,1221.975022992048,1274.1973014940834,1650.4659400328214,1652.5103584008164,1694.0899829484629,1707.8978200073366,1707.8990155759757,1986.6029102009416,2049.270910631495,0.151,0.08653152118045004
10,2.0,1000.0,1000,1421.4404114546605,1656.0002733217275,1739.7707479971477,1943.1204771088987,1955.984711409321,2071.950053795266,2307.7646202213527,2575.118497417125,2756.7180839364337,2911.967544787799,0.081,0.03910966401791193
10,2.0,1000.0,1000,1230.535280141399,1357.069857515564,1365.3042183445675,1424.4159820573714,1815.2859891822818,2277.5072160994187,2382.0143437803404,2423.6754469419493,2433.2839928208646,2529.3218701955107,0.051,0.023580744486770444
10,2.0,1000.0,1000,1557.8169919910965,1719.1186369199122,1765.340442524457,1851.5135822070165,1903.395154401535,2060.657634366685,2154.5503269453666,2221.6338367691374,2276.7156746889405,2457.8926736868084,0.051,0.1821970302009306
10,2.0,1000.0,1000,1233.255203214195,1459.750815987505,1671.0536699951795,1684.1383853658147,2092.836267839465,2158.2560161111305,2191.9256027751553,2501.4075472002637,2627.5128445361925,3057.3958035106225,0.371,0.06941154504549044
10,2.0,1000.0,1000,1450.3754290300444,1720.9959663453947,1879.4376964524909,1896.3412950334027,1977.7038198690925,2027.2467199031103,2044.9702248927467,2134.669626959339,2400.923658742907,2745.138133127776,0.201,0.09437675851896074
10,2.0,1000.0,1000,1046.7964093888124,1284.7073490479931,1380.6914182268101,1428.7707067831388,1807.143537633423,1830.5523719665357,1893.9663823487049,1904.074937023112,2504.998993395031,2530.4527584141383,0.261,0.04030167018034436
10,2.0,1000.0,1000,1266.5886158522603,1716.4800247183216,1911.6536680068225,1948.8104804254453,1957.5163135538278,2192.3067565189185,2289.334796032816,2329.723918189693,2374.2572654976693,2956.3817959781036,0.461,0.048854873599351936
