n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,optimal_delta,best_relative_mse
7,2.0,1000.0,1000,1076.42825072113,1314.9828943165287,1989.8481233222856,2001.5086165446035,2125.401736423017,2426.9374862932173,3059.7391785117134,1.001,0.10760200577244167
7,2.0,1000.0,1000,1125.7658467665794,1497.223097308256,1564.0412361799267,1718.289351466023,1760.3085136233321,2147.4645313929677,2380.0281145123554,0.331,0.011901486529784493
7,2.0,1000.0,1000,1229.0733032953672,1780.126169286481,1866.1205405371566,1908.6773001121423,1940.245893590419,2318.6394657832975,2492.040833423067,0.361,0.05407811521666076
7,2.0,1000.0,1000,1244.8223212082203,1665.5394237820915,1746.394182450585,1755.3767024678127,1804.4096683971125,2224.5805776457364,2605.2315998196345,0.261,0.003481595321297596
7,2.0,1000.0,1000,1299.859123025821,1488.9147261197238,1578.7221627713268,1814.3611581351638,2102.949924867322,2171.9263171061602,2179.318659112749,0.051,0.006809050355369089
7,2.0,1000.0,1000,1306.5655403519863,1675.9380410579267,1840.5220042373016,1892.016371734518,2085.3283180520884,2233.709450043827,2453.0237548279893,0.331,0.007452663182385577
7,2.0,1000.0,1000,1663.0953481788852,1995.113951113012,2116.7509988034235,2285.268926724313,2312.129405792826,2730.7549711861684,2986.290601650613,0.121,0.12009745565569716
7,2.0,1000.0,1000,1245.9711657414116,1407.5706356683763,1904.795564541722,1971.9362134676644,2020.1366413614785,2467.4069208172514,3405.4929983691545,0.121,0.11676196065791364
7,2.0,1000.0,1000,1152.4080369392307,1358.753602306534,1457.5580599560703,1509.9523044677494,1596.0244409261422,1729.5493625003364,2086.315928492467,0.081,0.08830496870560559
7,2.0,1000.0,1000,1156.1417656895837,1648.4130354653798,1695.7969123310152,1752.374774187477,2108.9204419706007,2376.1562593665412,2589.136703070647,0.531,0.006689434205183893
7,2.0,1000.0,1000,1389.6576237936986,1411.6063439100035,1547.2089390872281,2011.9180116289067,2036.9572596948485,2087.6123377179265,2363.653410955922,0.061,0.023596744399963742
7,2.0,1000.0,1000,1104.5559837146668,1512.9475980264665,1821.701258038337,1858.5403765861772,2034.2811297376054,2330.177380798501,2470.2219705735474,0.721,0.012599471451036601
7,2.0,1000.0,1000,1468.4310823234518,1888.5090511956193,2164.310414586348,2186.163054971693,2272.053309482739,2603.152015902737,2702.862841141863,0.341,0.06338915473357147
7,2.0,1000.0,1000,1270.4870534196396,1294.4526103256135,1556.2532185889877,1753.4360905670003,1996.8273040408817,2052.8816375489023,2152.3984888992454,0.071,0.019672278684252066
7,2.0,1000.0,1000,1126.3445623874447,1379.8720659562418,1495.3191156783046,1561.7950938900212,1677.6860359209088,1864.8251732120207,1911.3812222205718,0.261,0.0751523475580215
7,2.0,1000.0,1000,1062.0792610025258,1452.6529555964748,1846.254466847569,1888.1345385521481,1942.0649351142224,2334.7600608268262,2440.1056597410807,0.721,0.008736046513998732
7,2.0,1000.0,1000,1512.015850098216,1662.5857027294642,1758.3491792385603,1858.4537906535345,1970.9918472646873,2113.5260257321734,2118.917367683708,0.081,0.21772651629571738
7,2.0,1000.0,1000,1349.6337306508417,1578.7661565049805,1583.468521825411,1826.3598140658662,1955.2007700395238,2087.18778158631,2324.4060902089823,0.071,0.03213335001490642
7,2.0,1000.0,1000,1381.6992481363145,1693.4409282047848,1739.161459148293,1775.9967235886052,1952.8610682025544,2123.641610598782,2442.1023865338375,0.151,0.05034859347675607
7,2.0,1000.0,1000,1381.7485903778208,1624.3534790666215,1648.0187358110807,2332.552611728395,2519.593996760216,2891.1713472499086,3083.9077302733444,0.081,0.147916876957789
7,2.0,1000.0,1000,1092.9005899431293,1482.6820945236768,1490.2024209319306,1736.2393147735315,2543.8268117640555,2748.3043127868887,2828.0243593326704,0.571,0.17289306900678336
7,2.0,1000.0,1000,1189.790363994712,1221.975022992048,1650.4659400328214,1652.5103584008164,1694.0899829484629,1707.8978200073366,1707.8990155759757,0.201,0.2318977626440649
7,2.0,1000.0,1000,1220.5074690301149,1478.5469140850048,1612.4507596299998,1619.33402542342,1662.1448432244983,2088.7585468606026,2290.474553126297,0.091,0.025050609464693067
7,2.0,1000.0,1000,1607.7765127271755,1619.4779574181498,1961.2332759112755,2389.847175920737,2699.099636922064,2880.989464987415,3005.4363519950184,0.081,0.11461910784801321
7,2.0,1000.0,1000,1557.8169919910965,1765.340442524457,1851.5135822070165,2060.657634366685,2221.6338367691374,2276.7156746889405,2457.8926736868084,0.091,0.09332901344419886
7,2.0,1000.0,1000,1233.255203214195,1459.750815987505,1671.0536699951795,2191.9256027751553,2501.4075472002637,2627.5128445361925,3057.3958035106225,0.211,0.17982582826880528
7,2.0,1000.0,1000,1265.6190396966274,1279.215371435532,1664.3550303679203,1877.5654549312821,1990.2300050208535,2327.4775176512894,2850.6659849308844,0.041,0.025016083988888646
7,2.0,1000.0,1000,1627.700155562568,1695.965804244774,2079.5492724907826,2637.9597479254608,2844.781451485948,2973.7723556183146,3316.5326801734755,0.131,0.23059092086127475
7,2.0,1000.0,1000,1142.662022741163,1417.6133435155184,1577.3745543745422,1653.9590678093414,2029.077276015316,2416.8579931440945,2623.256472830131,0.121,0.05424673550235833
7,2.0,1000.0,1000,1322.4449066527616,1644.97530477471,1737.0383875207172,1784.749400841894,1826.1275715789138,2153.433850138007,2633.642091943426,0.101,0.008214670301732523
7,2.0,1000.0,1000,1046.7964093888124,1380.6914182268101,1807.143537633423,1830.5523719665357,1904.074937023112,2504.998993395031,2530.4527584141383,0.951,0.03940222262216395
7,2.0,1000.0,1000,1266.5886158522603,1957.5163135538278,2192.3067565189185,2289.334796032816,2329.723918189693,2374.2572654976693,2956.3817959781036,0.371,0.15247438294962815
7,2.0,1000.0,1000,1210.8830685840644,1260.8434316496766,1686.0854309610854,1843.8739065659597,2046.946355821555,2086.9919823564123,2643.351578227975,0.121,0.021063450712728637
7,2.0,1000.0,1000,1527.7022993390576,1751.0634045380243,1853.1076659822365,1859.1941491446792,1874.1900245894085,2240.899909223899,2382.8463303503167,0.041,0.1670213951873303
7,2.0,1000.0,1000,1050.9669627667229,1722.150418250255,1770.5924818342571,1857.0848806844865,2194.014139987091,2381.4578302291816,2768.1644152929957,0.571,0.018198924121736623
7,2.0,1000.0,1000,1217.9953367774792,1667.5866330825202,1772.2870008677323,1853.8554169344775,1940.9480076389755,2000.4012244919538,2149.9501548624357,0.301,0.16397877908302563
7,2.0,1000.0,1000,1220.7982484427127,1248.6861642158174,1625.9493993021447,1733.3757722859473,1793.8450175749222,1919.1102533868498,1979.7879954885057,0.161,0.05567737690893025
7,2.0,1000.0,1000,1354.4663832511328,1910.0834835250243,2078.0077409360747,2192.2674123030674,2425.408218293759,2435.6344113487344,2490.6756190030264,0.351,0.10493563256844096
7,2.0,1000.0,1000,1506.9188774656623,1530.51992897667,1814.2171152998003,2050.155538660569,2331.1844941745567,2338.5478036486925,2825.6799907343625,0.021,0.020119476065556335
7,2.0,1000.0,1000,1210.8603056381876,1723.704643475558,1769.5630250745785,2029.147950926743,2238.1721275269047,2438.990500001348,2505.449570588025,0.551,0.005935735014350707
7,2.0,1000.0,1000,1071.2448650019394,1352.0661847094475,1487.2734084624744,1662.2403324287966,1892.1753429548712,2016.7425022115099,2172.7607440147085,0.311,0.033452024879088736
7,2.0,1000.0,1000,1256.775898001274,1333.3113586829693,1596.2279672476866,1690.8428815415714,1795.0894145086206,1926.2477468530915,2218.246602295878,0.051,0.03673329496177277
7,2.0,1000.0,1000,1379.9113754704063,1829.567549678547,1975.4738539908774,2395.239014960682,2455.8267326843497,2719.633650439493,2824.0395479992,0.521,0.09354138877755307
7,2.0,1000.0,1000,1176.3895034694342,1674.8591285168068,1689.0107785012406,1864.1067425974556,2013.6963224656342,2186.951338846364,2424.957898114505,0.441,0.007616197499909471
7,2.0,1000.0,1000,1089.3316990345586,1106.7368030206442,1454.1396791703112,1546.9884363213273,1592.0585540338775,1821.2894539686783,2134.6219162485777,0.081,0.06713398077107187
7,2.0,1000.0,1000,1113.7589855847345,1407.3540465786102,1529.969021124419,1609.684950897869,1669.0971863812033,2175.2276890094463,2724.769699961138,0.031,0.03671143433557686
7,2.0,1000.0,1000,1381.5263616635393,1689.541263488431,1797.7503276572563,1957.019067483479,2178.1748744844867,2257.9963091849177,2350.6109038405284,0.231,0.019296658937120112
7,2.0,1000.0,1000,1112.869174410148,1505.725189500411,1624.2472019006173,1707.2489821567192,2015.2761032489254,2107.7188775782147,2288.0051792429094,0.441,0.00923244856201607
7,2.0,1000.0,1000,1103.8027302728292,1358.7630145136777,1660.5975407462834,1739.923075979094,2241.5357377355626,2536.66122866134,2568.6119176723923,0.281,0.11491695310694004
7,2.0,1000.0,1000,1106.1424134897186,1378.7114353589106,1403.0932200842772,1702.8535892437224,2095.1740842201625,2198.1474217374453,2768.8898029384864,0.051,0.07235224540583603
7,2.0,1000.0,1000,1208.4622929426034,1397.5532588174901,1966.1522620832493,2038.1197605364432,2086.6548667174775,2124.029511158684,3017.2443963118803,0.341,0.05682276194860568
7,2.0,1000.0,1000,1230.1752216552134,1631.7766474178306,2008.7130987019796,2077.78509053371,2170.281093359475,2298.4900594899964,2338.3733956298092,0.421,0.015096353979954694
7,2.0,1000.0,1000,1560.2374259287485,1928.4889255376263,2122.4265880592143,2531.0829792850845,2691.0860357132824,2970.395214451327,2994.0776537087795,0.281,0.19145245392437796
7,2.0,1000.0,1000,1368.5282418622514,1805.3532460590668,1976.2643129677415,2085.9366401722486,2115.992365656756,2119.4775033490314,2436.417298729921,0.301,0.11840397772290762
7,2.0,1000.0,1000,1227.2734793768307,1342.4992242581254,1675.5630754949507,1789.7493893583,1978.2923294724633,2108.087261019082,2431.112350423198,0.121,0.007021655821385723
7,2.0,1000.0,1000,1262.719665477352,1457.482959319124,1906.6119722286767,1920.2566847227658,2055.3825461865763,2151.930238482031,2366.6041100521898,0.281,7.549059419206889e-05
7,2.0,1000.0,1000,1454.8040570093708,1677.7520175150048,1783.5818335043327,2055.8057349325636,2208.643193699627,2371.280023503905,2387.1402022951634,0.091,0.024926594249278487
7,2.0,1000.0,1000,1037.4531195896138,1084.1984133074777,1474.2609684573167,1770.7137893508475,1844.3758203427187,2473.984517899718,2684.690605397706,0.101,0.13069648852608462
7,2.0,1000.0,1000,1110.6801107044778,1276.6176366533555,1445.8134498957022,1457.1670505522843,1510.2580551081542,1644.0022701564085,1739.955883957893,0.221,0.18358771533738852
7,2.0,1000.0,1000,1380.536730783907,1575.949738815984,1713.6296512489198,1730.1848749826402,1774.7484758276514,1936.6619091690336,2011.3246134029214,0.201,0.22035779978565767
7,2.0,1000.0,1000,1105.8789828778456,1173.7407137595724,1227.6970319738682,1481.5009594843325,1549.7384208665653,1609.0171803912058,1616.4965196060734,0.041,0.20867842570843712
7,2.0,1000.0,1000,1345.269346404176,1709.6815618648297,1802.175980117026,2080.350472728249,2361.7019680130247,2404.033937802249,2648.248282004589,0.301,0.025921358283451226
7,2.0,1000.0,1000,1136.5159820650601,1325.4677774027375,1538.4634738426857,1961.1932343778858,2093.8859070999824,2204.9121569524796,2354.234959504456,0.171,0.04601512662724458
7,2.0,1000.0,1000,1305.000366082081,1620.7276001314908,1730.919820129528,1806.2717885762704,2072.5730649735124,2210.9259545553814,2882.026385377115,0.071,0.008775816244016695
7,2.0,1000.0,1000,1140.5597480993404,1412.7087294776993,1519.465189090406,1676.8891064716895,1745.6285405089739,1806.1742541427134,2486.1944062011426,0.081,0.020290777764338536
7,2.0,1000.0,1000,1178.9030641106876,1656.7620670960378,1761.893581277494,1783.5281055121989,1812.5634681111353,2035.8909910375207,2207.0764840019638,0.311,0.1535657035662415
7,2.0,1000.0,1000,1520.395511722285,1697.2866853800451,1721.3360804723638,1999.9447106938658,2095.4263249907463,2177.938808137693,2198.810948611391,0.071,0.14802302277882323
7,2.0,1000.0,1000,1109.854026532758,1371.8462117186918,1521.6007108578058,1779.5557985994074,1842.904147747672,2050.551141130738,2189.9868749045854,0.281,0.02218791967764349
7,2.0,1000.0,1000,1730.4891808558486,1732.2788658757174,1773.2236987424794,2170.6844149931812,2174.2850940905573,2311.7627940541443,2381.2238934327456,0.051,0.3332126599602655
7,2.0,1000.0,1000,1399.3780550841934,1527.727478967893,1779.8468860930084,1783.5890678004498,1933.9665243923882,2017.2737650561296,2414.5652557877356,0.021,0.04845968747549714
7,2.0,1000.0,1000,1353.373078727397,1652.0920951307912,1894.4122883707896,2071.0800004912735,2396.987666018036,2402.1009494775253,2402.1034875191986,0.231,0.017698252144419137
7,2.0,1000.0,1000,1406.488559634462,1411.9945503970805,1883.1377414908225,2018.3054084562643,2107.25126316814,2320.8638457153484,2544.2369919977796,0.141,0.005669443977772123
7,2.0,1000.0,1000,1313.821612256477,1422.8942670481124,1781.9772333290448,2317.8051098709366,2412.882084394537,2431.6452785460724,2480.714675894086,0.181,0.04615172740569659
7,2.0,1000.0,1000,1075.8362232613767,1245.3468274208867,1660.291895686766,1770.0108341194023,1774.0681590687727,1780.5922956533716,1928.3386089266228,0.311,0.047092799665333626
7,2.0,1000.0,1000,1252.2269924311859,1504.2728384665725,1719.3644499327454,1762.0521720496793,1898.1935010861384,1915.3314738819752,2132.4185108642096,0.261,0.04767892357593332
7,2.0,1000.0,1000,1520.824991293649,1749.713455536527,2090.376697701683,2176.2460847617976,2188.9680879175776,2259.676191913023,2610.955420111089,0.191,0.0679453544718224
7,2.0,1000.0,1000,1348.2560537227735,1896.3715978720718,2074.191338557577,2150.940092453294,2390.6087201383207,2391.941797411462,3563.652861409283,0.661,0.09817796425946729
7,2.0,1000.0,1000,1284.3933854985225,1314.0517368589842,1400.9570408496406,1550.93683929344,1829.6102803853819,1870.8470144750972,1871.95485955804,0.011,0.2560966780796402
7,2.0,1000.0,1000,1563.8657851667645,1603.729868556339,2030.1034646188257,2053.8830245934455,2063.0374614261154,2116.034516401952,2234.4413336839634,0.171,0.24400170254833523
7,2.0,1000.0,1000,1263.8924860141183,1627.3534169760678,1652.8030360534458,1667.267827957629,1677.7592181238263,2107.930626469969,2884.955634244584,0.021,0.000981607733241212
7,2.0,1000.0,1000,1376.419643335256,1488.8040389608532,1674.6814986674797,1715.11140506614,1812.2334414146076,1858.1721210661142,2028.976488389793,0.121,0.18659744830591082
7,2.0,1000.0,1000,1403.1464658789878,1603.6324090732855,1923.014849049303,1958.2592422704188,2063.9366747921877,2242.5110003975187,2729.335788336173,0.111,0.009317718229687372
7,2.0,1000.0,1000,1451.5591733528804,1704.34966389475,1713.2680498479347,1742.3399347299244,1820.0956746687045,1833.408738579042,2077.208708564419,0.211,0.44087294345461325
7,2.0,1000.0,1000,1036.0643655895863,1852.635092683976,1920.2991962003414,1964.3205072615986,1969.986812389468,2190.031769940212,2219.7452351041907,0.131,1.887931689898573
7,2.0,1000.0,1000,1177.7669043164906,1443.5886867748463,1689.8649045230848,2006.7212235355719,2010.2468192761753,2012.7439426934225,2041.9997387752896,0.281,0.006196460296439081
7,2.0,1000.0,1000,1087.203565014929,1191.0686413180747,1937.2505075259942,2145.785385008744,2226.495830209622,2268.8993021564843,2454.732766245472,0.651,0.00465409648457478
7,2.0,1000.0,1000,1390.1506862887586,1654.529096066106,1655.157494260382,1694.7286712856776,1939.6793302254207,1966.7582294218512,2084.6965401416605,0.171,0.19308134708552177
7,2.0,1000.0,1000,1106.58662374783,1322.375766000454,1360.8835699463493,1779.6645378945464,2053.213320927828,2089.369690328087,2093.8614080793795,0.091,0.032986658938493355
7,2.0,1000.0,1000,1015.4286539894745,1474.588180628727,1803.8774314025745,1948.3544861486307,1978.739508904329,2131.696960396818,2458.528787862413,0.601,0.016891066985688798
7,2.0,1000.0,1000,1503.4604805462477,1876.1396362415771,1954.0601367213353,2146.9128903472456,2224.7808298951722,2840.708038491489,2947.9311496806085,0.141,0.06909759369172536
7,2.0,1000.0,1000,1498.9576937409947,1517.2551594437773,1904.2958872993765,1917.4245654092501,1929.623927335214,2012.3592457432273,2089.859343354774,0.161,0.26893394752174055
7,2.0,1000.0,1000,1181.3769608920022,1949.0202676164213,1958.1004945984732,2084.0904103276425,2297.720796318964,2301.121658850763,2468.4194700234107,0.231,0.539969656494452
7,2.0,1000.0,1000,1114.9672789259544,1315.7896139408804,1395.6957783699784,1802.6858371311907,1881.8663476832262,1998.654906096148,2031.7844396461871,0.121,0.028359347169413976
7,2.0,1000.0,1000,1517.6644637208815,1680.8598546200153,1761.6576133825588,1918.7168232057911,1921.6414728974923,1999.0601445978211,2268.9103102280214,0.061,0.21849245268482814
7,2.0,1000.0,1000,1160.879282399907,1426.495448861372,1795.6034524235379,1936.5991521954231,1985.5040437321895,2136.666432359341,2676.403771111377,0.381,0.03306796055904727
7,2.0,1000.0,1000,1271.1184966809324,1528.5080159845265,1559.026095097638,1725.3042926994156,2021.5916716597344,2116.276823711585,2282.8367736803143,0.111,0.008817010214817816
7,2.0,1000.0,1000,1691.0981567022554,1778.10463665631,1815.0005114253318,2048.712331705334,2109.4516191730763,2134.4148291153597,2293.259539251837,0.011,0.40457184992065975
7,2.0,1000.0,1000,1127.4616080754222,1475.5213395703818,1544.457791650182,1643.2061205234897,1808.1164155973597,2034.0621742749267,2274.061090929604,0.321,0.016880682882770885
7,2.0,1000.0,1000,1160.211524392276,1366.1332886139512,1556.0256554378475,1638.3075167632105,1915.5454792453827,2013.4321640889316,2080.0468072452395,0.161,0.020256582439778313
7,2.0,1000.0,1000,1168.9012534890899,1360.077908502212,1655.43250525155,1747.458694950686,1933.5068301866227,2116.8270084791548,2276.6215845931906,0.221,0.012613690110889897
7,2.0,1000.0,1000,1232.5273557916098,1372.4551004374612,1632.7594562496615,1695.1940639687466,1957.415747776823,2013.5584989809017,2347.5117410118446,0.071,0.00806707208838161
7,2.0,1000.0,1000,1138.9348295244638,1323.2176506686194,1618.0641275286348,1812.6061293758298,1927.0245920301886,2282.467454894373,2683.8884631892165,0.161,0.059470852523418875
7,2.0,1000.0,1000,1377.3161913917852,1604.6250573305576,1795.572235887546,1942.5434251088136,2001.789216788616,2324.119983802005,2466.758337268345,0.151,0.007127079278635179
7,2.0,1000.0,1000,1180.766922214887,1604.5380846056087,1784.6223522865505,2292.7368116706575,2407.5684927643165,2617.25027928075,3697.8835704943044,1.001,0.26383412066063994
7,2.0,1000.0,1000,1352.881863897976,1375.5636793624853,1916.5110520135624,2118.9337395525035,2211.3859655290617,2484.4195786098044,2568.163990686906,0.201,0.017611862315862113
7,2.0,1000.0,1000,1248.3498965201395,1417.9265898967758,1618.3695536226496,2182.737605940088,2283.4659084067234,2406.5743923117416,2975.0581401265736,0.101,0.09593401386698756
7,2.0,1000.0,1000,1508.216766088969,1541.0385133518182,2199.451473338674,2281.2772568345995,2335.890377312865,2806.4021656494688,3056.7529274339654,0.211,0.08948410236140987
7,2.0,1000.0,1000,1085.0229903095483,1087.3182814490015,1805.9613987807802,1992.1112975487886,2004.027584829289,2017.6565121881351,2515.060687998658,0.461,0.033925208460599744
7,2.0,1000.0,1000,1154.0562286185777,1417.2005661166459,1699.697289356747,1966.0629551169773,2691.6822765193724,2903.5055002843806,3136.5729398921058,0.391,0.29552351993346454
7,2.0,1000.0,1000,1574.7131236748546,1971.116302956616,2067.793101866106,2276.1806838048833,2298.962326145176,2391.915902530199,2756.396710850161,0.251,0.1118110242842776
7,2.0,1000.0,1000,1234.4230823740158,1586.3291679439762,1771.7139884150688,1882.3122424151657,1955.555727312578,2158.932500789129,2263.9513492951364,0.351,0.007940038018524465
7,2.0,1000.0,1000,1327.7107903585263,1681.1542169840147,1696.4923760528666,1857.2381121266906,2269.9263612918303,2494.765587986818,2909.1757987646615,0.141,0.03290171502738536
7,2.0,1000.0,1000,1572.152587236555,1718.8009638690173,1844.6733874281845,2167.05025282302,2226.4343279127024,2242.1720759039977,2382.753348694752,0.071,0.10827389823487445
7,2.0,1000.0,1000,1255.308644696052,1322.2426534090107,1733.875970734865,1890.321411500413,1917.624657582966,2074.204373861091,2457.6712592733766,0.141,0.002851653298916072
7,2.0,1000.0,1000,1362.2282889769335,1363.1482153515797,1503.601363488623,1807.5765729538657,1873.5027535024576,1958.0799001868663,2159.699570928502,0.041,0.09032822899012288
7,2.0,1000.0,1000,1390.1372454088164,1471.591801237196,1584.0539154640746,1841.3487901250378,1868.6881645960711,2030.6251184862485,2193.643654734019,0.011,0.0851716741236281
7,2.0,1000.0,1000,1275.4399535183557,1291.3662317792932,1853.9318963000765,1963.1515665150418,2127.0661398699976,3005.7391748533237,3127.054046875677,0.131,0.12734572209412318
7,2.0,1000.0,1000,1645.7529210178113,1846.0923169612029,2155.0556274888927,2205.4314177328847,2349.98318426659,2449.7372019503305,2804.9802587885106,0.131,0.1050242947576303
7,2.0,1000.0,1000,1049.7775023822335,1161.1996220841756,1525.9921118128684,1578.2892124928974,1730.2831184187544,1742.795169549126,2040.4662305404427,0.201,0.05904259107933095
7,2.0,1000.0,1000,1035.1503695550039,1140.6858733608806,1460.6307866474467,1635.1956827624708,1771.4999524794691,1898.0876825261412,2332.2641068870657,0.121,0.06760462793425945
