n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,optimal_delta,best_mse
15,1.0,1000.0,1000,1059.9175206207324,1201.0645875448893,1337.5623213295673,1918.590063781729,1919.989427396175,1946.6593070649785,1964.144168962047,1976.0705733840919,2290.5945553447914,2324.308875533906,2437.709441435418,2585.200166001085,2990.065366964269,3793.307377671908,4314.374683165832,0.5,338068.2438294366
15,1.0,1000.0,1000,1012.2586597848757,1019.3996984647389,1114.9269587540532,1144.6584057317566,1287.862959495623,1455.8368968039103,1477.8963665753959,1599.5732217744119,1801.9633137505978,1963.1927037780756,2144.020254201557,2180.0707193769153,2229.96660639525,2846.338172450298,3325.1447310175486,0.01,16450.608079026068
15,1.0,1000.0,1000,1045.1299145222995,1525.4252096845767,1589.543009114838,1597.7328765641034,1604.0183890606863,1750.5483838299067,1762.0164297991014,1899.7882325617988,1901.492471753152,2123.2319306483478,2255.7349507719528,2329.4679979020793,2331.745266473286,3299.6954780646065,3504.200162258625,0.5,30051.503624852416
15,1.0,1000.0,1000,1039.1706617198097,1145.4338543225772,1271.683718908665,1282.1222810576696,1454.760015221092,1566.4003819798384,1719.3699357500166,1969.0854539546863,2048.7012596835175,2683.5803336234394,2868.0782077185436,3145.4999919758584,3541.781345804369,3625.006461874639,4329.5753413771645,0.5,137592.65910700348
15,1.0,1000.0,1000,1093.363063546947,1255.855591173035,1323.3193500102602,1415.9519699515495,1677.0134356273427,1693.2674010377195,1795.7790830884628,1860.2353871448645,2297.666230517846,2306.6669576159056,2370.011807038878,2680.5425793116287,2924.4216563829705,3112.54708624077,4077.958135292267,0.5,79650.17596417721
15,1.0,1000.0,1000,1016.7121705894808,1381.794399420054,1447.8597470752336,1539.533167066094,1654.0614509450534,1670.4778410631595,1784.9636435891907,2056.940061186573,2121.926196718794,2306.1068889898993,2335.6375531129615,2464.0508062443287,3350.686154731539,4175.645139817643,4498.90580143268,0.5,259131.52949384044
15,1.0,1000.0,1000,1083.195843800308,1089.1680512614146,1121.0127615464587,1130.464179052926,1299.5972402322705,1326.0241393471074,1430.1839113823034,1437.6803748271507,1673.7310146575796,2080.026511101027,2228.3717516402885,2692.065583804044,2876.315237358677,3190.6358204269914,6181.6724940880695,0.01,58289.395256941985
15,1.0,1000.0,1000,1032.9660738967652,1142.0380071599466,1247.634858211386,1494.7728747097278,1502.5015844330421,1603.423885217076,1683.0531750514324,1868.6687759635838,1925.0927356445331,1936.569499568246,2233.0139093525345,2307.038363056051,2605.1696943982342,3782.7268345338716,4194.900299119942,0.5,41971.47590692818
15,1.0,1000.0,1000,1052.174582483035,1206.639535082621,1207.8885337617037,1212.1199347574864,1273.2175031227775,1276.6501501770108,1334.015432628594,1387.1818358368523,1619.0729684634623,1783.74046489071,1980.532503550136,2024.20228716067,2162.4227194456807,2275.677294372269,3336.408730048858,0.01,67701.71287667804
15,1.0,1000.0,1000,1047.0136646192877,1106.9193644891131,1119.5880525481539,1140.2630149126276,1189.3556589464886,1277.0598290405362,1366.8720123051626,1379.3154094779836,1445.1893744041715,1603.6478497868052,1774.297691536316,1779.4837572108245,1829.0616300242511,2076.3753831726876,2798.0775142926004,0.01,204614.64858128852
15,1.0,1000.0,1000,1061.8463477607754,1104.1351276069083,1122.7789974814145,1162.1960338390218,1338.1677323194003,1376.1055871368258,1380.465985294917,1811.2281692969234,2008.3516973715255,2085.8666329137386,2515.894376589923,2728.765441473701,2782.8184373105732,2793.332498253034,3175.9823139949494,0.01,8637.257925289827
15,1.0,1000.0,1000,1075.1844023336384,1256.5075062370206,1269.1484692346332,1363.8260374202353,1376.8531749580895,1470.0212165349744,1651.0166297786723,1743.7928915068687,1988.4402311019776,2147.0309979514495,2899.911960399951,3121.964130745859,3222.72616089034,3448.393560241829,3902.273283093581,0.5,35815.10540012366
15,1.0,1000.0,1000,1143.9670571329052,1213.3942456412358,1221.4663565626352,1267.9134403459016,1526.1970264934662,1677.4045506863893,1925.1192575246014,2040.074010904583,2141.877828535644,2184.9940618258997,2250.2544193094805,2304.8507655131943,2710.339910455094,3050.0242100690757,3339.0307711411624,0.39,4688.081025919227
15,1.0,1000.0,1000,1006.9728124521778,1031.3277322489807,1251.6997361759793,1467.9611991620131,1483.775684112757,1492.746707885094,1585.4182560720578,1609.849835135472,1704.6736151277833,2020.5420700522625,2426.6375122650506,2932.6364411507934,3188.34623208822,3303.9306090537734,4869.3313219662705,0.5,55252.825112983555
15,1.0,1000.0,1000,1105.0760428130018,1125.983748108929,1137.3019442921764,1157.1846989211806,1198.77732704196,1311.308225477224,1434.5644478021832,1610.0875355931094,1659.0106725119367,1684.674597431565,2114.2915857605785,2611.344280004398,2629.7122012722084,2814.0580623181213,6006.214504869034,0.01,106152.71489391499
15,1.0,1000.0,1000,1002.3026273011526,1003.7977909533025,1023.6138691826836,1068.8228045248427,1173.5082785001691,1208.4003825419213,1245.772151425631,1279.2102829031408,1319.391674093221,1697.7449060757954,1776.6857594611943,1784.7442118618346,2095.6796598311685,2259.2314135281636,2641.635739718851,0.01,248121.3813704095
15,1.0,1000.0,1000,1052.7594077193437,1143.0672074969634,1146.7021771917723,1232.2084867617982,1311.0021241588524,1312.5248330964803,1355.1467473249018,1692.6433164209536,1704.148491852915,2101.6540689710346,2221.3351328417057,2316.6091999013424,3142.17097884783,3541.4977416320958,5291.958925046447,0.01,1930.4927612256547
15,1.0,1000.0,1000,1020.7518737861611,1085.377124131329,1115.2182979711686,1146.6385031876841,1352.6200051103738,1372.8100241260315,1498.5570025467,1586.1322967300048,1692.483425191439,1764.9559301480394,1935.345437589946,3245.309912504098,3247.7195013452233,3556.330025318001,3744.766856938616,0.01,982.4771750712725
15,1.0,1000.0,1000,1070.4856599733707,1166.5479850671013,1177.3961568786212,1183.3856428488218,1234.1964586917654,1350.2919049682835,1556.581258687471,1587.7256109611994,1907.316339332995,1911.254814918279,2087.6451634811856,2215.0169894828105,2548.4218943818487,2612.0920713425994,3557.9943799769812,0.01,30358.38602200824
15,1.0,1000.0,1000,1039.6385688592245,1058.7521993083005,1128.3031492471396,1333.8110865931583,1431.07297445644,1747.8575811943786,1769.0188758489771,1916.4953795441907,1973.4154169624346,1992.9433644812862,2020.77784206357,2168.4360255946854,2846.2656561980525,2862.438609159339,3015.1375849446904,0.5,10772.261264922869
15,1.0,1000.0,1000,1031.1088149306909,1064.5548891316707,1213.9160249406943,1235.9298156135271,1346.8650389110476,1471.8095861815664,1729.638889878719,1914.7942222745905,1929.3913245174367,1989.0311851356523,2144.357737903726,2661.1650971392432,2718.461651019249,2792.8161427342193,4097.989370724568,0.5,4669.623953962147
15,1.0,1000.0,1000,1018.9726933043813,1055.7438912546615,1140.6357370439218,1345.1514252375116,1429.3576549894296,1514.9447990777132,1523.1778491309874,1642.169325979549,1710.0357893571288,1740.7427350951116,1935.444155269093,2109.8744988827984,2910.0443401506136,2991.9088101060015,3499.047540923305,0.42,4086.554439676427
15,1.0,1000.0,1000,1135.7030622434754,1161.074882840051,1289.198902191825,1297.909982490753,1320.916046100898,1647.1665230941126,1681.777539454859,1718.584073170045,1745.5838168442992,1761.182633461839,2229.630514950257,2257.9079899811486,4021.2611683247756,4474.010806260303,5200.723686396901,0.01,11360.03142792253
15,1.0,1000.0,1000,1092.5690675865403,1152.885974749127,1169.5771380615536,1215.613126862114,1512.977287905552,1553.2362337843679,1639.0540934194491,1767.4060544894778,1892.7614239378581,1904.0417941309943,2044.726110331663,2164.850010317514,2412.9040865474444,2423.8814821150863,3571.8270710113334,0.01,5055.968943889054
15,1.0,1000.0,1000,1050.044482406782,1071.4018942015346,1076.273611822427,1097.2581672033725,1109.7564799572256,1258.2688973318575,1350.6133168963902,1666.8645323071953,1882.838658418081,1912.5106037644982,2266.977892104326,2656.9066824059146,2835.4027079946018,3315.061364274429,4486.844961457049,0.01,66154.45167639748
15,1.0,1000.0,1000,1060.8446258677589,1068.090818530983,1119.2595441543767,1134.558730067151,1237.4723865941332,1325.676136508197,1452.0148596096644,1635.854487700176,2056.3086367712813,2174.986665091963,2323.4523460239343,2713.7677411247823,2740.458302093983,2755.061166886217,3490.051937999081,0.01,33998.46548397525
15,1.0,1000.0,1000,1032.4487166280067,1159.9718046274932,1197.9768105259627,1259.2311671093876,1312.2541282607283,1317.2165947030098,1357.965767456166,1384.3061649014967,1401.2857660138998,1520.8639906893654,1665.0673828698204,2510.037894326557,2728.491163106108,3931.749726057119,4013.7051044121213,0.01,23095.62827534757
15,1.0,1000.0,1000,1289.010994678272,1352.5124535252203,1436.8178420602806,1517.8753809954624,1786.2591842460292,1836.7755199435273,1930.4952623110985,1971.1605412789881,2022.3858304235373,2042.9816794489027,2670.8344790543624,2694.0461483904237,3090.8106152666187,3291.0084911966146,4126.195951134776,0.01,48278.75141220557
15,1.0,1000.0,1000,1075.367749234877,1130.467759669712,1184.6207002194578,1284.401643796761,1366.968709924864,1399.3884505335382,1673.1089677214802,1848.849319087772,1987.9265363721934,2115.7233073409366,2236.424827423053,2312.7593115516675,3245.9207855536997,4049.277545940453,4060.2500490189054,0.5,4097.135553484268
15,1.0,1000.0,1000,1049.273538280399,1188.3565219892505,1232.3174486765101,1250.4798685553242,1421.2706873413797,1460.0890547672834,1509.2888108373452,1513.6060072850723,1641.3241811976154,1805.8658844852266,1843.9281043960204,1852.4453382610618,2528.5828171281905,2925.848569206425,2928.752708493963,0.01,19543.907932396192
15,1.0,1000.0,1000,1026.022759109905,1059.0487161520002,1068.1182554314644,1096.251391589289,1107.434394380187,1136.5187903685273,1197.8348962403934,1464.1764986195428,1494.655658168438,1625.964676564865,2042.7849347798863,2199.1965341684736,2200.545982134811,3922.745566406266,4028.9837707550014,0.01,150515.68229941092
15,1.0,1000.0,1000,1014.1018774291674,1020.036158725065,1110.661213921962,1119.4135337035393,1121.4176884970311,1128.9821975998648,1244.4561062777675,1298.3808327869122,1437.7690206662337,1445.66652137054,1517.8328632644143,1902.3418828358185,1956.6648025760137,2172.123363120612,2777.1820482238136,0.01,257921.65331141607
15,1.0,1000.0,1000,1088.9851952633117,1159.2478872072577,1191.4822203620413,1262.929926641622,1344.9254787568896,1384.033654145449,1518.539675080855,1814.9324734325546,1952.0859616969253,2027.1463282125114,2096.2147225802546,2604.6006629727435,2822.524743177988,3026.299149146529,4068.3648575071834,0.01,6130.143272103513
15,1.0,1000.0,1000,1050.429200386566,1103.0414437242875,1318.128048247043,1329.2828109754494,1420.6674569353481,1785.2474874357704,1901.732652055355,1937.961239037927,2115.831145386772,2152.6057341569185,2346.371370456791,2355.273901908302,2640.550692418613,2992.445389024125,3222.5953423198503,0.5,45589.603048329416
15,1.0,1000.0,1000,1027.8058298772357,1061.6078331970716,1128.57082534179,1208.5094024987995,1302.7335830782188,1344.3256053449534,1347.688883466249,1404.554474107881,1552.8271510145914,2384.5208579571504,3070.0318180614076,3534.0397745641153,3933.4228021008935,3960.4118526020698,8165.702097146093,0.01,24694.02976239817
15,1.0,1000.0,1000,1042.2959129984984,1110.0390737571067,1137.3326340175872,1177.9125924984303,1231.3589354361181,1337.9634742168569,1437.122574893991,2025.5357658652526,2172.155492055575,2449.291398557484,2500.6902873186114,2540.249503241541,2711.793284811425,3002.066907090062,7404.333913165768,0.5,6499.3659882959555
15,1.0,1000.0,1000,1000.8198188295707,1007.0490379553956,1103.640200317192,1175.4028534237432,1213.3965307483395,1296.6249494646702,1340.5162866687467,1343.9914645389035,1357.4906685729175,1432.8208534460168,1557.4360485793559,1902.703109462847,2322.661767485729,2747.2637763402568,2923.9916361867135,0.01,134230.19487000158
15,1.0,1000.0,1000,1026.19896834709,1047.680749963676,1103.8093545451793,1114.011176694596,1244.8746696798867,1278.150626183187,1508.5753846218868,1582.0875106854778,1629.8453793575682,1640.7018165326235,1747.7256062862034,1809.7322864039284,1921.4912490070092,2632.915990777838,3036.918068885514,0.01,108562.58400256002
15,1.0,1000.0,1000,1000.8998217113109,1028.7978101529595,1044.200316712484,1285.205684851255,1312.3771118202608,1347.207843277913,1408.7500347820994,1437.2871698930521,1458.9078026566617,1597.622018254405,1651.3891322819968,1712.155698477987,1917.5274602194,2280.125105333196,5339.756269180735,0.01,65316.82004991968
15,1.0,1000.0,1000,1042.1385032899398,1131.8257245001396,1167.7148014553807,1232.876125394233,1305.5219589623289,1627.2298298858052,1697.055132066031,2104.6006071280653,2163.758721094785,2169.286498642321,2222.348121211683,2286.2574095636664,2418.1864813613656,2453.0511387617435,4035.413162126981,0.5,4599.460836233188
15,1.0,1000.0,1000,1015.6319571191507,1020.8692784459741,1235.2709873726387,1259.0597744035113,1385.844303696874,1670.7755088592903,1748.8772586289679,1871.2475228028345,2001.054890003361,2001.7217067473275,2132.3946043633737,2389.1778371067862,3581.3596620776966,3618.5357806057036,4335.071260354856,0.5,46652.489894673156
15,1.0,1000.0,1000,1037.309095688791,1100.511811158507,1323.2389804674372,1369.0927124127024,1380.6715311201679,1546.895281249239,1548.6520037338646,1600.7145385946794,1656.4607252453352,1874.8148761839586,1955.6673585802384,2174.8966078758413,2536.6737858552724,2995.9129124937426,3289.9304230841035,0.5,3566.422467737275
15,1.0,1000.0,1000,1035.4258956606188,1186.489444636169,1201.2301275593688,1272.2906229851685,1464.8963176152715,1465.7591796444367,1630.4870782822816,1749.979653545695,1763.5674183450233,1769.1658043314928,2215.2728436060256,2313.1359705184504,2548.780301838233,2890.6809066696937,3905.2997658304384,0.5,1344.8693605966191
15,1.0,1000.0,1000,1013.149531139587,1068.7826041984483,1111.4366156074666,1144.6972425905524,1154.5831799753453,1202.5977429784764,1308.3739836289851,1312.9642168400906,1432.9114201858542,1437.01634956919,1463.7590486993113,1702.6424172713282,2068.2625219790807,2081.5264197420483,3787.400806722804,0.01,214782.02664284137
15,1.0,1000.0,1000,1048.1312875592707,1286.4409476184496,1307.3918673150183,1345.1269212326697,1370.8615711572309,1382.0680062991435,1384.4896534592199,1540.6229369801345,1637.99610458854,1711.328041096578,1886.515904167788,2267.4968102694,2435.01618509387,3619.9635339963193,5699.076748797782,0.16,46.349445535249075
15,1.0,1000.0,1000,1007.4812608961271,1105.3602148492112,1124.444514998102,1147.159909376193,1285.5576154924518,1440.8078167190313,1635.7563188767786,1648.3850272942034,1668.3168670161153,1728.59478600675,1980.599679556632,2180.63093001564,2615.7784928179453,2849.678896501917,3683.2868555013765,0.01,10126.233983204558
15,1.0,1000.0,1000,1024.6229392502044,1082.9227171179184,1180.627412157513,1188.3190404296163,1214.0225802176424,1227.9673613625646,1453.359714209984,1483.6171700035334,1549.6929584657223,1612.4938903444108,1636.0092330649147,1821.0911324039068,2660.634832954135,2871.7958476086533,4498.188289168117,0.01,59988.11126913047
15,1.0,1000.0,1000,1055.2353711525484,1184.4297672477426,1285.5126825724842,1290.802647822063,1439.4987231572477,1933.5176691112142,2054.8416249168304,2093.1467643006567,2112.5108501372692,2376.7221769780813,2438.2834115707774,2701.376559007011,3598.1622742060626,4009.4295581360598,4865.2484965048025,0.5,189164.9338079151
15,1.0,1000.0,1000,1117.080479708411,1264.329499441993,1372.905134174592,1438.4350388132946,1473.9580245691654,1476.6097685222212,1541.7878796421637,1550.5955266904257,1668.429095905175,1948.501376556123,2197.9290025500327,2239.1086921770047,2964.763156368438,3319.5730630422017,3324.8855613792707,0.01,1226.2724158219241
15,1.0,1000.0,1000,1089.7596748172384,1111.406887902709,1294.8329809080542,1304.6342432675815,1333.038878831908,1426.8948556580237,1442.364233084124,1479.654849795197,1749.1202888266234,2727.8476406233467,3172.3994861406713,3208.0785936251523,4378.697528191147,5871.675839295977,6737.485509126293,0.5,76744.40209732344
15,1.0,1000.0,1000,1060.5943146012041,1159.653789572605,1285.6834397675648,1330.3516967159753,1341.8932679420723,1376.3824221030695,1453.3194468694965,1599.5820446616535,1686.6421754908752,1767.4847993607814,1880.0013485043798,2003.480048679522,2117.532081057257,2918.442140270419,6422.4573261429005,0.01,6274.622126132326
15,1.0,1000.0,1000,1029.616640256093,1090.9235472921312,1168.3575535138787,1254.691399167742,1289.968917605555,1378.8271616973984,1607.1000538128665,1893.9884208910767,2580.572927858353,3458.0392982009143,3532.2042489281966,3544.4723402764894,3827.438520024233,3845.740509431206,5589.088579535815,0.5,230921.6936896777
15,1.0,1000.0,1000,1029.1281867954237,1084.4967129031697,1084.9106110424227,1126.3499673264455,1456.6509448801569,1709.5327837291393,1807.7498686115864,2136.5494420761124,2175.7740107504687,2393.0272363546237,2435.879827161477,2647.556247449061,2837.41250522073,3653.9075854827856,3914.774932542206,0.5,56622.10625740977
15,1.0,1000.0,1000,1076.23346707396,1085.9238097209777,1123.2990659321554,1190.1027653989922,1192.4830868272797,1233.7376710612782,1312.2418238967473,1362.417461969042,1388.1773497997015,1582.1670119056616,1728.2846062800331,2400.9121892417843,3233.340649405084,4659.171759150184,5345.535028153918,0.01,116707.3357172791
15,1.0,1000.0,1000,1026.4448136191093,1172.8353090966755,1233.6023968955476,1253.1743365187517,1453.149866196548,1454.6660274463022,1931.150784636279,2152.40926549056,2199.31058746521,2324.8827702012877,2749.2720344187283,2789.9773118736857,3924.9979198061073,3966.9828252189327,4337.842468163205,0.5,163278.47178608234
15,1.0,1000.0,1000,1048.9684750932888,1086.642067741116,1109.5423823173014,1426.7418653946538,1797.4311863461676,1807.151988655506,1885.8888697921614,2226.595038701493,2461.596410939424,2627.317061840311,2805.9082864608945,2916.575209283972,2997.7571019353018,4340.041257576541,5131.300911703772,0.5,321425.5851019613
15,1.0,1000.0,1000,1086.3157164249083,1119.7163168952475,1125.593936793145,1150.6618568341516,1189.9404783617151,1201.300835272775,1360.7129667667746,1475.010526712773,1764.346968765739,1936.5879260335673,2014.539472315912,2016.6346647657497,2192.0725603143837,2334.0364458665263,2754.3126007124515,0.01,192328.12832067782
15,1.0,1000.0,1000,1071.7386760813702,1177.9116148748963,1407.2995424843853,1458.4007849123636,1510.748250796207,1677.2464816561867,1715.6207312078034,1964.3232829832332,2144.129320152366,2515.926785843536,2893.8060734038513,2970.948658856271,3016.080694436446,3442.616628911465,4648.954077346321,0.5,155958.08843670474
15,1.0,1000.0,1000,1090.1990540660174,1143.7284294823633,1320.3286604985155,1333.2288806668575,1342.6838173936885,1481.1874132418548,1707.1855472399943,1782.5167942514167,1985.869679194746,2196.7429418864176,2240.0046114068273,2375.826406731779,2578.0575952739355,2581.893805140525,2622.6115307500886,0.21,393.29930500111914
15,1.0,1000.0,1000,1019.4395422721193,1040.7546846959788,1093.1470790729304,1119.3482062882158,1362.7693508984353,1439.7979026812907,1481.9410059340635,1983.0809577451032,1992.5621818873092,2115.246293374064,2336.3586745255907,2453.3999174736346,3055.809409626743,3624.3072985138174,5548.384774420551,0.5,4608.872033853455
15,1.0,1000.0,1000,1053.6482785003611,1082.1519991022828,1114.7103378592044,1198.175849217987,1215.304249052352,1400.0422342751317,1403.384274279468,1587.2227121755595,1921.4655708973012,2007.9899719611858,2479.6024075680443,2508.2546167874425,2558.179341157953,4154.6842531441,4370.745860893301,0.01,11937.680909415634
15,1.0,1000.0,1000,1010.8623616311177,1019.2370367582416,1033.727997497611,1077.3761028072147,1247.0202041246753,1568.3870772226835,1573.328980994275,1913.7314996934392,2285.6567164643457,2506.299847165885,2765.8422837411626,2809.3856117752375,2823.9599495836114,3095.3554434155812,3285.228825632955,0.5,12156.999808673638
15,1.0,1000.0,1000,1132.324475334927,1314.5612333075285,1408.5314785957837,1416.1254844222653,1449.1473735648576,1538.296645994596,1685.5791188387552,1725.3954227935553,1837.2371235408186,2069.1885212005136,2079.8641647966197,2236.269199460885,2484.7674648697866,3617.2729690237525,3820.018296384055,0.08,2630.1361414950015
15,1.0,1000.0,1000,1009.0555448486833,1261.1831673000634,1305.4353301456015,1346.3118209658585,1389.4431331426524,1546.529442752349,1642.2154357395425,1808.3843769493233,1815.5087925850478,1934.4963687581906,1979.3395243588932,2403.6013926108462,2469.6671167541185,4860.9315390486045,5603.258345404494,0.5,55608.73543297067
15,1.0,1000.0,1000,1070.07116313161,1174.2910972649543,1206.3376022186344,1263.7713844324069,1281.8023158494132,1325.6889870024681,1674.9071534517152,1821.1786652399028,1862.4386606670932,2059.772151951015,2249.816085542494,2703.3994413161354,3001.6668553436384,3225.327447322921,4523.72260344439,0.39,1027.2423337441494
15,1.0,1000.0,1000,1130.209805190464,1144.1672744074801,1179.3433011950615,1238.3597326554025,1370.6458790583831,1390.8653015558052,1469.745409709616,1875.3944129000663,2377.1292802588414,2430.1696340626563,2559.3465967163243,2970.5181340799822,3494.5375451511845,3982.4665741552053,4604.324876942448,0.01,14305.471962952115
15,1.0,1000.0,1000,1063.2295451195598,1554.9474756185255,1650.2959140326209,1774.6494284580185,1952.2560785522646,2068.187727214865,2074.5623937149985,2496.2365212741365,2552.0613324234837,2734.295998588491,2931.877714007021,3314.7434565272706,3505.5575837757738,4367.994937821692,5063.134871263475,0.5,990133.3717997106
15,1.0,1000.0,1000,1052.1367933708354,1097.6366244517337,1171.7975004695575,1218.0136284073265,1233.448609063384,1311.8887641775248,1516.1409808103058,1563.734802895654,1718.504833141603,1844.7268072174934,1953.4013279708988,1978.528427262405,1981.5881781681207,3750.36069867274,4033.018442914666,0.01,39771.294588308294
15,1.0,1000.0,1000,1015.4179330661912,1058.3435449935387,1095.0195272372885,1130.6905857311708,1193.0396023339658,1203.7351825082255,1235.8909733329467,1298.2016905226178,1304.4473025497668,1594.0115950032812,1645.7925819909017,2380.166342002639,2471.861492470997,2579.9124323085744,3645.1270381487375,0.01,159316.46904865408
15,1.0,1000.0,1000,1058.2567663297548,1127.6692710115012,1248.7241910711657,1310.913518298994,1312.97772359212,1328.2301829499354,1410.012808818386,1458.0747289045194,1529.5145543644453,1766.8879409402475,2093.0733172062655,2260.672697031892,2485.2128050438405,2632.0082447826253,3050.669739919334,0.01,39205.70683029774
15,1.0,1000.0,1000,1062.0684486184446,1218.6832322247246,1262.6618579479712,1297.903748306006,1328.5898866834737,1417.4520590403258,1444.5875058247386,1466.6976612675626,1721.218438791882,2623.1091694092597,3130.5461158280864,3250.7041870783974,3540.1778043590116,3807.159879353693,4988.8780500500125,0.5,40379.58409559696
15,1.0,1000.0,1000,1011.7961642834175,1073.6552686449277,1094.1484218756896,1115.2610372192592,1157.1427903675767,1477.6223548988464,1504.1273454428426,1538.3538864391426,1804.07165966242,2141.2235607517587,2183.736054210751,2229.921874941093,3068.223691597493,3944.581793438038,6209.011208221902,0.01,371.05524663132894
15,1.0,1000.0,1000,1003.5634485538731,1027.1351384078264,1165.7845230899438,1244.9018380499192,1402.6962031347416,1403.2224358436586,1706.5550728831954,1919.3293485325798,1943.1921832259836,2199.9729131814647,2240.5846112785093,2349.887275139067,3268.4110030111738,4284.367474645465,4786.7357445644475,0.5,40315.793089627296
15,1.0,1000.0,1000,1031.4953497588792,1284.0551078121875,1325.916192650106,1368.5424725668427,1428.5301430857046,1461.0502931852948,1483.0101709082223,1691.6399276157215,1861.9133482289985,1899.9524944146249,1936.2668101303757,2255.2652329691773,2439.248647121856,2499.587596482177,3844.9236187635324,0.5,2396.8947629820827
15,1.0,1000.0,1000,1091.7852413365204,1319.2304135145632,1450.6330491287072,1459.0048359222785,1558.72852247526,1597.2868993635793,1702.0915389553159,1709.292161902991,1936.5870999838771,2078.258074850208,2251.749208715587,2524.296631352987,3131.9770137360483,4399.123189432123,4487.3329425357415,0.5,56597.97724995951
15,1.0,1000.0,1000,1051.1932641058456,1064.476678979098,1159.1614061992407,1205.632438663913,1250.7779767176592,1354.4662635537622,1476.9508790188233,1619.8961227813675,1761.6606318038494,1843.9514831089016,2173.489644904158,2621.589081985243,2800.9305984062257,3003.636574608032,4554.750304264253,0.01,16286.209817641675
15,1.0,1000.0,1000,1000.0436303911373,1018.8065896704398,1048.986251144417,1096.9425266752182,1258.5474553456056,1467.9598538109672,1612.519194975726,1645.1956241983466,1672.5451082438244,1685.6204053856973,1777.1721811664906,1834.9421508775838,2192.0626610464788,2470.40225592585,2708.1882340936827,0.07,40932.16700122823
15,1.0,1000.0,1000,1009.6993124372766,1017.9363880182988,1158.7010491469068,1227.903769278486,1266.211383858195,1301.5237922941915,1401.0231814625872,1567.5654966874572,1641.2664124335374,1886.4873484296322,1904.2049868959539,3534.8487160151403,3630.070708073444,4108.442539715283,4132.461612939247,0.5,486.63775963459943
15,1.0,1000.0,1000,1156.6757294812542,1159.9309378935218,1167.3753667390686,1191.4394541140591,1317.0181314392235,1470.7831210292825,1574.1634858986565,1620.4109042597647,1665.2330680470964,1751.0839515390253,1897.0025850655006,2133.203028490948,2172.4775616818033,3217.2677314843395,7973.487569227488,0.01,134298.0180156975
15,1.0,1000.0,1000,1003.4057273314835,1087.8144422124403,1104.8104069678843,1175.2611857396807,1188.8624110888998,1466.3862459242305,1481.487076708126,1538.7479225632608,1621.8164027267553,1713.6141820238022,1843.5207438584662,1866.4365187269793,2727.500926556386,2975.447026455611,3558.776099699693,0.01,29553.064150963404
15,1.0,1000.0,1000,1053.0413197857565,1215.8261580462909,1217.6486206680247,1334.0240291630241,1366.5573280530605,1373.6193841666434,1411.8650011006525,1425.7964765010397,1630.7566690641956,2194.1056448845516,2430.3052532489173,2698.6195665964533,3243.6989938033407,3603.159610467312,4129.95990520048,0.5,752.425396539671
15,1.0,1000.0,1000,1040.415947812498,1203.6509558580788,1498.1088166801974,1508.2661661181282,1556.3578002115255,1681.883246626353,1689.9235220248852,1816.4290991581543,1883.7904888218363,1951.071510379564,1952.2971458780016,2055.7204953162873,2083.421091765862,2188.634286980441,3266.7964008618947,0.5,5479.556528441466
15,1.0,1000.0,1000,1068.8786306357435,1103.5305978315516,1304.6494218402308,1610.8464479556742,1646.4541974270996,1657.1447230416318,1712.606069636323,1922.0022211878263,1970.6842181668671,2021.8086612279099,2033.5929690602543,2250.742814891384,2354.721307609472,2370.1390834621816,3432.2281219953265,0.5,16789.093133193914
15,1.0,1000.0,1000,1098.3750508502758,1196.7532743550478,1226.0894845267132,1240.6716483474459,1279.8724580392975,1350.4725546062396,2036.4980327378662,2205.141213369605,2240.190272934607,2307.9398101721317,2528.847987590507,2766.719816107818,2895.039517966734,2946.156371440208,3231.7486692828566,0.5,9813.817707519964
15,1.0,1000.0,1000,1043.9506152913984,1317.7178172955382,1438.7082933881443,1445.3786799789282,1472.0205018638994,1473.8464787702962,1533.7996805433381,1752.001268758342,1756.3963863546182,1808.187527933024,1860.2675478471365,2223.319357977988,2917.0803051122884,2987.5383206093934,3424.3076072293497,0.5,1531.84201505731
15,1.0,1000.0,1000,1015.3266585528565,1068.9868297289297,1074.2840373017964,1077.7765379261298,1407.0548001060724,1494.6359121990497,1525.2854179435913,1541.391931728555,1829.0628273547215,1925.010813514591,1950.8309300222954,2490.199266158118,3142.1919814665384,3248.3399411107466,3330.3693435900036,0.01,4654.652297998609
15,1.0,1000.0,1000,1068.090180547903,1131.4039141192602,1174.4559399118996,1543.7778333433243,1654.0845653201427,1848.1451293226044,2023.6075667678765,2245.099244509908,2336.5175994643114,2587.68248984249,2963.9672214216835,3200.464130166449,3668.828414604494,3695.8404103382454,3824.5248737869774,0.5,314666.25450437964
15,1.0,1000.0,1000,1059.250487636189,1060.1827787809998,1221.329300127879,1259.9010975215297,1405.4715456704375,1604.628392551061,1653.3559232385846,1771.6901764244674,1960.546896056846,2141.7391582417317,2337.9374247574924,3099.098641212208,3409.595652563165,3750.0106012831493,3918.6542673444415,0.5,20221.82315466636
15,1.0,1000.0,1000,1027.0783541267017,1063.4116885673604,1098.0304236364468,1134.4072927674038,1180.985842139889,1346.622135364597,1595.7019872199535,1605.3007230949731,1753.8513614256199,2020.3254813387962,2076.6517500094424,2291.1585993720337,3426.4626058045005,4699.110804161999,4714.162704766255,0.01,3382.4925007237307
