n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7
7,1.0,500.0,1000.0,1020.2288725621895,1073.4855152430844,1122.026974029733,1224.1415338344248,1264.2723025833318,1675.8047323004562,1724.952324514718
7,1.0,500.0,1000.0,1147.8728331298694,1164.3031296300533,1171.3677891021957,1386.1750676945987,1397.9357461532995,1621.4363742775772,1946.2301996555957
7,1.0,500.0,1000.0,1092.9772534794045,1389.8093858487368,1409.4222775343453,1518.9347188369397,1608.8715138964733,1646.7205377066095,1675.9011888505988
7,1.0,500.0,1000.0,1093.5713069903186,1225.611034494172,1286.4955246057339,1344.8457790187995,1434.157952680319,1711.8603676850134,1748.5369829194592
7,1.0,500.0,1000.0,1004.4262979440684,1048.1734193880916,1140.93543764867,1253.2403704509843,1327.1972964382644,1731.061961146413,2323.204460289103
7,1.0,500.0,1000.0,1121.9224408230427,1176.302732362896,1287.3012686676302,1305.040970896134,1762.8743979115266,1780.3172496423072,1814.3649092395144
7,1.0,500.0,1000.0,1055.4547876572813,1165.0973107938623,1239.366209723278,1294.8919396715419,1386.673969350622,1526.3595982792526,1718.6121172160829
7,1.0,500.0,1000.0,1028.9790720990002,1093.5135742804262,1422.7712330404393,1579.3983387402357,1595.9160007380758,1652.9792988280415,1763.4552262869006
7,1.0,500.0,1000.0,1016.3963823000631,1129.9208869451209,1328.1444217789935,1453.022074491069,1891.2464380528595,1921.456864136861,3497.2578543733007
7,1.0,500.0,1000.0,1148.6544347445279,1274.7757127286056,1280.8970265040136,1289.2913422765682,1378.7756519409836,1873.3622157096265,1931.6631676239062
7,1.0,500.0,1000.0,1191.0634958645887,1281.3246596977442,1462.0133323915275,1581.105159662282,1785.7434587119649,2409.0243792417878,2602.2358377660503
7,1.0,500.0,1000.0,1454.6867052888638,1505.727130424199,1512.367195380139,1513.1220533166406,1558.0866853858756,1623.6722479844095,1701.540136813955
7,1.0,500.0,1000.0,1135.8705781519968,1172.8154762998302,1246.762858950389,1458.7821501450383,1620.664872419417,1786.9374145613742,3144.798876853848
7,1.0,500.0,1000.0,1000.2463417915095,1059.2845162665737,1070.873015972293,1142.556661680903,1300.3660090551912,1331.4419180914144,1838.4196207067394
7,1.0,500.0,1000.0,1036.7722048378143,1068.379452141123,1220.1348918313433,1287.5094408693762,1875.209108831872,2143.648673879544,2153.683885780215
7,1.0,500.0,1000.0,1063.5933662563396,1083.6165372176517,1154.7683879979254,1267.223475112264,1433.2413433079846,1491.6917131230127,1521.239946810952
7,1.0,500.0,1000.0,1021.8922710339475,1114.6766207267117,1157.2184593751545,1249.9010522634173,1474.4184084610608,1948.3870549540331,2046.9300919528482
7,1.0,500.0,1000.0,1012.0859063428899,1061.0471487677241,1087.2182016729214,1289.08687382284,1658.8322901177344,1683.5598058284008,1705.3242958287785
7,1.0,500.0,1000.0,1002.6014806270613,1131.1382667036685,1159.856769118368,1173.730612856023,1403.3331481932703,1436.6784724149647,1505.2041734916525
7,1.0,500.0,1000.0,1135.6085145116751,1316.2378930991745,1480.0703856115229,1520.9025240329233,1601.6179427695324,1874.2596508169768,2622.1384111501693
7,1.0,500.0,1000.0,1016.0290838041291,1059.9302060465345,1255.9773650587272,1332.5981099202397,1694.9839743830921,1909.9638848794725,3031.098083159325
7,1.0,500.0,1000.0,1065.2354642043715,1222.6396052249465,1353.0931538222346,1519.2731822595242,1584.417830096095,1670.9665870519573,1814.5552828946688
7,1.0,500.0,1000.0,1018.8296600100817,1086.2238916469942,1134.7324822338778,1381.4618758873498,1482.0604370395197,1670.9075781675306,1966.8215021376936
7,1.0,500.0,1000.0,1016.7667857416038,1075.4173163756395,1080.8772729146147,1166.4584777980901,1369.108175248416,2130.00882600742,2192.8439710519415
7,1.0,500.0,1000.0,1006.6816040186029,1053.9530997040827,1178.7940693866753,1637.858933701254,1673.0638578681724,2244.917009080821,3354.533476335589
7,1.0,500.0,1000.0,1041.739466831988,1096.3633401449376,1138.8452522796845,1269.5131073144419,1272.669109994224,1532.6075933858142,2283.532776099838
7,1.0,500.0,1000.0,1103.5379141661372,1113.1518174584207,1173.076807008427,1732.1683385068427,1889.63132449405,2756.343266843116,3043.196011790148
7,1.0,500.0,1000.0,1005.7577199007545,1063.3675264855333,1130.60964633333,1174.7987491106567,1189.5671549765125,1429.6840988659403,2332.461091691805
7,1.0,500.0,1000.0,1085.9098291177795,1231.0580003701932,1240.3435855289208,1401.3939359702638,1518.9856195309794,1744.6683497729377,1826.8744447630095
7,1.0,500.0,1000.0,1166.639513762253,1356.4430895974465,1456.84599958435,1731.0132617274626,1934.6488200455715,2574.553177510878,2595.1533628489333
7,1.0,500.0,1000.0,1132.6343447375366,1178.7097374138766,1233.162446585694,1257.989837468705,1275.1080269141125,1412.5777324185608,1597.4726783143813
7,1.0,500.0,1000.0,1005.1453349587107,1054.1425214780706,1141.5394027303278,1149.5038065814636,1698.605216021731,2082.540985200438,2187.4753579565986
7,1.0,500.0,1000.0,1040.3930631064995,1043.8266079513617,1129.2530327210743,1161.542701266346,1258.9331572224264,1276.2287804300402,1912.0770434424637
7,1.0,500.0,1000.0,1039.405826403683,1072.6915495065246,1187.2561511053548,1297.1623486906765,1477.1027741872877,1699.3124070035724,1956.3135014167724
7,1.0,500.0,1000.0,1055.9880837787034,1134.2919876553417,1182.236961429286,1272.6859899013962,1374.7070775283785,1537.9087192757272,1587.1562693896017
7,1.0,500.0,1000.0,1005.3432132132538,1054.8709016503121,1090.0145202939589,1110.0603843209456,1186.1453579011288,1280.2914462382005,1687.3775541526697
7,1.0,500.0,1000.0,1099.2764158530413,1354.7914213785252,1509.350922614973,1562.7634598915865,1668.884475742551,1768.6565429282873,2061.58544243566
7,1.0,500.0,1000.0,1065.0092201555597,1092.0973392290734,1119.0422086534322,1314.8213726990493,1418.0605054661287,1971.7824257793905,2903.023680793306
7,1.0,500.0,1000.0,1283.6432324867205,1333.7274483924425,1373.5272851498614,1439.451593129249,1444.1052316086991,1692.2077891302888,1959.4638287833527
7,1.0,500.0,1000.0,1245.9725414008842,1401.6158150749184,1612.2080031041896,2003.2065925479476,2039.3915728855168,2075.9210035362535,3666.4931613843773
7,1.0,500.0,1000.0,1045.3665096280363,1248.720299246124,1282.1368822505985,1323.3526701593664,1394.8583957220428,1489.428465780877,1636.7983907197986
7,1.0,500.0,1000.0,1057.7815117259709,1148.6658251743615,1194.0247139879184,1392.2368430621761,1554.064434985335,1717.0007334510583,1744.9097970668392
7,1.0,500.0,1000.0,1003.7885475471154,1008.9488621391243,1047.271391190146,1290.019982619374,1386.4938844279282,1405.6934002500866,1987.3201784985931
7,1.0,500.0,1000.0,1014.8927822980105,1205.7282176450553,1469.443223576693,1520.3359480869703,1583.384627173794,1645.4933426759994,1798.0205266605371
7,1.0,500.0,1000.0,1097.7508010596166,1179.1040611222031,1181.6938145403792,1348.1833171561495,1415.1178955619134,1630.9702742469117,1730.7388394456539
7,1.0,500.0,1000.0,1192.1120058609963,1201.1990052494857,1320.3755637542886,1432.6374104653357,1601.0909858034065,2134.984468468995,2329.103472705632
7,1.0,500.0,1000.0,1013.7576909596329,1016.549174758673,1194.1384445634005,1458.4080629404464,2302.754698854712,2681.3270902179065,3103.5300113197873
7,1.0,500.0,1000.0,1025.0093750472752,1159.7836995262212,1239.1783541240966,1251.5911632078132,1282.7548908328044,1403.5286672794055,1446.7990488607309
7,1.0,500.0,1000.0,1219.6722722242312,1373.1813767553087,1598.7786081020656,1691.9895811893714,1776.1062857021298,1873.1911299741478,2267.2964565262982
7,1.0,500.0,1000.0,1117.289948030268,1196.7307062994892,1229.4429349452419,1519.5130071202386,1595.1921332700308,2076.376552597619,2809.4416225991845
7,1.0,500.0,1000.0,1143.8054446814704,1149.7558980543133,1229.814515833122,1257.692040888057,1373.0134797357077,1679.7492676045945,1763.4749253141176
7,1.0,500.0,1000.0,1103.427813088966,1156.572128239053,1268.0911224349152,1276.8562429631925,1284.8756132182648,1742.3490687633748,1926.42528131262
7,1.0,500.0,1000.0,1188.1803360642539,1208.7199007617517,1210.5277416573501,1214.1506982866108,1429.9615039577989,1444.4731964958994,3699.0577248000163
7,1.0,500.0,1000.0,1108.9142831292222,1178.5887332162285,1218.015053166177,1418.1173172382664,1471.370368866814,1931.4205527564245,2155.697756554874
7,1.0,500.0,1000.0,1134.966160440645,1479.143136285969,1489.8770064977302,1508.989050234205,1678.0300236361086,1882.9053501747985,3198.7929119480373
7,1.0,500.0,1000.0,1223.3985292092398,1407.7692471752791,1415.66608357638,1572.103596072496,1806.283439017322,1991.665087726457,2385.5832630790655
7,1.0,500.0,1000.0,1122.05015810364,1312.2027719135272,1337.3315532172337,1357.7511323236608,1476.1983241005069,1547.5540413397664,2141.2565026426946
7,1.0,500.0,1000.0,1017.7010519621782,1045.6889541536077,1113.9348994864918,1326.930247665532,1779.9336413581682,2265.0756655435835,2998.541795804377
7,1.0,500.0,1000.0,1054.2955068912704,1320.5389889944263,1359.6950159654134,1522.157231391512,1596.8212199183358,1620.6411347802368,1877.7467630281558
7,1.0,500.0,1000.0,1020.6604631720978,1032.9384479912699,1177.219179826931,1233.3857716219336,1292.544129726602,1311.9637355033872,1603.9280314606276
7,1.0,500.0,1000.0,1013.6386301730223,1038.0314822140758,1188.4713138704708,1205.5839102354898,1244.0408158697473,1332.5961819656736,2885.164313193042
7,1.0,500.0,1000.0,1076.880531954736,1106.3412209644216,1183.2828834039171,1373.835286894114,1411.6554219230215,1654.1448853652446,2178.1480865486337
7,1.0,500.0,1000.0,1054.5378011830785,1133.2380309127202,1304.0449583379843,1615.273612156243,1726.4676915781865,2338.426824999029,2610.1441408385444
7,1.0,500.0,1000.0,1249.5718911166286,1251.2977136999373,1259.7971403255053,1266.0647137801052,1319.1126988321669,1766.0858995043068,2241.955769327653
7,1.0,500.0,1000.0,1237.4921821822818,1361.4061389646504,1477.632243612424,1509.749073426801,1853.085912486336,2249.776635879054,2254.373628624515
7,1.0,500.0,1000.0,1106.442049415714,1135.2007182286652,1172.0956794696629,1234.552376299224,1358.2300845100417,1718.1932986905947,1893.4793003020613
7,1.0,500.0,1000.0,1169.269808921309,1210.0784601726846,1697.3681243159658,1807.5671425954029,1946.146677169776,1991.431720180253,2489.066546935438
7,1.0,500.0,1000.0,1058.9397283884946,1065.410378581261,1141.6096633952236,1239.2316174080208,1439.7344110536671,2075.2238968215365,2180.5823651537103
7,1.0,500.0,1000.0,1017.9039633550818,1192.6420342592526,1408.220482235577,1413.2665405233772,1478.790578468342,1498.0787443343133,1700.7760674497008
7,1.0,500.0,1000.0,1002.9929719452275,1020.9928442658975,1088.8750852873159,1135.728403210562,1160.019115235921,1643.4679020757044,1818.5671893494
7,1.0,500.0,1000.0,1071.2492172162645,1189.5547667091732,1436.2301662487655,1930.2711648728182,2073.1289376521045,2705.3988010096264,2792.498479900667
7,1.0,500.0,1000.0,1056.0217037241846,1064.1512961769045,1065.346687359671,1091.8570612432911,1168.3905110034234,1915.4200341005967,1932.127922644203
7,1.0,500.0,1000.0,1009.1348460595498,1085.0389481488914,1246.3758368329964,1266.9809555372015,1297.7209808759976,1307.8096155106612,1447.7106322461611
7,1.0,500.0,1000.0,1005.1504165251703,1171.7213364989757,1285.7619771223085,1296.9900049001262,1570.971250923657,1674.336681649623,3867.0916236798294
7,1.0,500.0,1000.0,1017.027980115596,1110.9488749862162,1247.727330603071,1414.6949208461265,1495.8990631217462,1719.0806339496107,2070.969229977437
7,1.0,500.0,1000.0,1005.6722600507603,1036.1692879805587,1096.8073773103356,1101.8987610465942,1354.5993073221555,1657.0132310905892,2499.6964412032403
7,1.0,500.0,1000.0,1025.3698214128,1107.8827547017386,1343.5202309581996,1510.7313762925683,1595.6896516802842,2225.717339832391,2502.2171812443808
7,1.0,500.0,1000.0,1000.2913242165314,1166.0693555091539,1412.1793811470343,1456.402499526488,1483.3601766410943,1700.2434561147752,1771.1104192077169
7,1.0,500.0,1000.0,1031.59971681624,1037.0085696325025,1061.8550976832921,1075.0453222837016,1107.526931493396,1112.6828517656807,1308.5580665705938
7,1.0,500.0,1000.0,1072.7953311773308,1308.247538707164,1471.3247152636245,1519.4329132638638,1565.764378773746,1626.5645061254127,1828.0355559754523
7,1.0,500.0,1000.0,1025.898273431164,1042.6837670471928,1094.3459518493216,1299.1157853553846,1516.2689389752163,1730.3800705803653,2355.2320696310044
7,1.0,500.0,1000.0,1095.0114112221595,1095.6472546978089,1268.9277681590315,1295.4768907286236,1307.6625317618323,1319.1449921459143,1393.2189949240108
7,1.0,500.0,1000.0,1000.7433100003923,1015.9194257718383,1039.1837593963373,1115.532278212807,1308.9385253212822,1324.9582832301594,1875.7542384455112
7,1.0,500.0,1000.0,1021.8248748508839,1063.9431114429308,1290.1008666862056,1346.9978663693284,1445.1815797117856,1524.519920096145,2034.2115398927344
7,1.0,500.0,1000.0,1015.5538793167932,1154.6596028246745,1167.0987952567268,1179.9781546259046,1244.4413660313007,1251.3635679898518,2133.8787187946245
7,1.0,500.0,1000.0,1032.943492533,1255.0669822696932,1287.9029523776421,1534.1657553643859,1599.0049226941837,1903.2782355841605,1965.1336955433517
7,1.0,500.0,1000.0,1355.008594657142,1446.3762841938976,1489.646527314152,1608.4308664211514,1717.9692201965831,1797.4892680775847,3106.103788306473
7,1.0,500.0,1000.0,1383.8381807509656,1479.0702569176344,1640.653125016994,1682.8214518505415,1734.9588178160498,2017.8716630297363,2482.2806632652973
7,1.0,500.0,1000.0,1072.4952060840465,1341.2952775167764,1353.1941418632177,1410.1710383835195,1550.2388501041887,1944.5901950476832,2252.161923593542
7,1.0,500.0,1000.0,1032.8608452012465,1158.8480674801308,1343.9626658270342,1479.926874728667,1982.335436151936,2296.1020574389595,2499.4777573549554
7,1.0,500.0,1000.0,1068.3824665712116,1094.588797798187,1142.056113952563,1206.8920781497172,1261.4916542897838,1295.635198175298,2328.910327453511
7,1.0,500.0,1000.0,1131.042198602581,1132.0496618911825,1219.353316679019,1292.1717265557515,1495.4265851352843,1978.407726436906,2263.69102435101
7,1.0,500.0,1000.0,1049.5712170821396,1061.5459972107433,1081.8007929036082,1224.4396817857714,1277.3629287909812,1396.4839419582643,2646.3219463064315
7,1.0,500.0,1000.0,1070.730634496754,1083.5979097801999,1108.8851322331886,1127.6986309882686,1240.297600499126,1267.8475419721522,1881.5224885832156
7,1.0,500.0,1000.0,1005.416897395727,1087.5553938316552,1272.688631323534,1857.341170570012,1951.4813908719282,2676.4628714595515,3192.704523955161
7,1.0,500.0,1000.0,1035.3067249989708,1208.5741448552815,1223.4836383524826,1297.6381883413187,1341.0577291899233,1602.1890290447664,3121.6770774359466
7,1.0,500.0,1000.0,1265.1346118775334,1278.397855651399,1490.3324198814635,1588.8382718815687,1849.084529767731,1947.8549032228216,3071.7258664369856
7,1.0,500.0,1000.0,1045.6031182035622,1098.0846595673584,1242.5691940518745,1323.9237861559554,1464.5039712597552,1766.5066081589553,1999.7521343039296
7,1.0,500.0,1000.0,1065.2270012019537,1094.179850993954,1174.7918300661602,1204.8337106585705,1251.9325384544395,1650.8034903763164,1906.2347874452385
7,1.0,500.0,1000.0,1282.826152082677,1331.3069534489857,1356.7861728312946,1402.0426462211844,1438.3191590029546,1503.789391429787,2719.2882762963736
7,1.0,500.0,1000.0,1077.5453472913625,1199.6669639750542,1279.3670006819718,1347.6217945257358,1441.4651630946034,1670.2708468790959,1849.9755259924486
7,1.0,500.0,1000.0,1204.4955604735233,1211.5988464809166,1382.6925198307317,1397.195144513572,2022.5558581019081,2336.6191813814285,2804.272416519718
7,1.0,500.0,1000.0,1001.376481713129,1006.0584049486258,1412.2114821922562,1433.1543786484995,1842.011901632843,1948.3373360731903,2913.9368765511267
7,1.0,500.0,1000.0,1052.3444316564069,1146.1564769635945,1367.4149993618807,1634.8418719133256,2134.0206673187686,2222.214167438346,3438.1128380250043
7,1.0,500.0,1000.0,1081.813755721351,1095.4166062202335,1136.0051780800648,1543.065712377816,1589.877623423673,1914.8105187381088,2215.948469304276
7,1.0,500.0,1000.0,1169.06493320776,1390.997022847787,1402.4932274062496,1439.7233415711898,1447.6074279568738,1558.156058694754,2031.0396741369798
7,1.0,500.0,1000.0,1043.0926800792245,1278.0673466388707,1283.0378207070887,1499.8454197817382,1520.8273686791408,2227.761587750675,2386.7870023069827
7,1.0,500.0,1000.0,1062.2505644594607,1201.048781442475,1231.6915991974015,1299.895362474177,1396.6937911879133,1448.841930123028,1803.5218625076564
7,1.0,500.0,1000.0,1059.210668210575,1061.9633692972425,1089.102834729617,1139.103990811702,1280.7007561131231,1368.1468702130078,1387.9234962973223
7,1.0,500.0,1000.0,1030.6110528978602,1032.7307653419123,1042.670659585084,1107.230586973674,1316.9926127155313,1619.328276969551,1894.7289203285231
7,1.0,500.0,1000.0,1099.3418072567206,1148.4599998888646,1280.9638432412157,1290.0604062287,1448.3995162656324,1492.6561736838958,2069.1764151989264
7,1.0,1000.0,50.0,133.0798860058352,192.26909194769817,739.4559100704365,1029.1437458126873,1096.8068706322133,2171.2460374784055,6236.224808938146
7,1.0,1000.0,50.0,210.45108546619088,291.6588004669832,729.519737573304,1179.7026223862488,1513.981536260503,2075.0412431799205,2241.3179878530773
7,1.0,1000.0,50.0,315.2944514889253,968.7117087108575,1007.2955479481972,1118.9200827245834,1273.8587659697896,1338.654666377389,4403.30466498298
7,1.0,1000.0,50.0,470.1223957421512,512.7946365917387,525.0414054993574,970.7116800820522,1425.1830181752105,2323.5009407307357,2635.250426386505
7,1.0,1000.0,50.0,175.37678085738037,275.66943308733966,338.543374195464,1134.4989897358948,1289.2583838367852,1756.6626832225127,1895.3316842756615
7,1.0,1000.0,50.0,109.40689180532365,209.29241865721283,398.4155264672546,407.27545516589385,1767.6683709882925,1855.482951754895,2041.2025225590644
7,1.0,1000.0,50.0,127.96546237210678,189.52408148772847,273.3125898886418,1214.7935723113017,1284.8105955867227,2029.762464787641,4551.925747712819
7,1.0,1000.0,50.0,61.263164559665505,167.56455323020862,326.07823943031417,929.9208419402167,1199.8873704753028,1310.0983317514908,1856.817183054187
7,1.0,1000.0,50.0,83.44888701690058,477.1284668321644,681.6781807543246,1038.0373740525288,1101.906134286218,1445.88441815021,3369.372613346421
7,1.0,1000.0,50.0,360.3283352487528,411.5859577764823,1092.96723197518,1372.4846308648919,1750.17540280185,2189.5658479607546,6360.891128580106
7,1.0,1000.0,50.0,138.02651927687089,258.1967392930494,503.36146349766324,610.194913108172,1036.9273125474485,1045.669389460817,1750.1260998835257
7,1.0,1000.0,50.0,66.14730740053739,127.57658969469993,235.8236686695664,246.88102421342998,1599.305979425683,1604.1738326088218,3046.737038311649
7,1.0,1000.0,50.0,70.24163270920468,333.410521925375,652.8652514308193,1433.8466962316022,1764.866971314356,2035.1639507510047,2853.912377100932
7,1.0,1000.0,50.0,84.12276094211978,141.32432270491978,230.30983511896952,275.7893266791385,433.6464844558253,632.1971828902693,1345.6773227491558
7,1.0,1000.0,50.0,279.1277834472039,644.9958068521889,654.6241335833168,1234.6139913226457,2238.725273950095,2401.3892656992025,4904.4834140100165
7,1.0,1000.0,50.0,111.42000933742469,409.734557367443,435.02363376835274,484.5381717081276,637.006667856083,667.0470765175138,795.703539312071
7,1.0,1000.0,50.0,378.4844127628675,440.42382272455484,586.7470489145226,877.0655829494453,877.6056613204723,1528.9652130187278,2273.4199456778324
7,1.0,1000.0,50.0,86.18743296727692,218.0435011721665,220.2411943785245,434.2822642160862,670.6132423369731,711.3309494002935,922.1975078168724
7,1.0,1000.0,50.0,90.57043454331759,170.4342574655193,207.8275135952178,265.7913836130985,448.8819561826176,2097.488010378748,2383.858145256901
7,1.0,1000.0,50.0,385.8767701003407,465.83693060137847,868.9606539011851,1305.3136885736367,1507.7834576460925,1536.8168918368729,1730.0126706308245
7,1.0,1000.0,50.0,282.61294339803555,341.28139777302687,472.24932602707247,480.70267237103576,814.1084322570109,1120.506495538273,1635.2766586600035
7,1.0,1000.0,50.0,64.65714757385673,148.90803503310832,190.4344892504095,409.3084875472036,509.1529710827813,611.4628640858006,1707.670813082211
7,1.0,1000.0,50.0,580.9790008008874,873.2922465554963,993.8284332991254,1024.5882677785921,2152.5285711840743,2345.1056810820505,2510.505284958621
7,1.0,1000.0,50.0,71.8609215975908,72.60670768368263,316.52199638563275,653.2786644147726,1530.5064571222229,1571.8379936728406,4072.5557836843964
7,1.0,1000.0,50.0,69.33454743299635,446.888799029109,656.5490715752909,1190.5244498593108,1697.1756196308902,2013.895187043966,3034.378370782921
7,1.0,1000.0,50.0,165.1996578827738,173.01560190684836,465.58909004480455,998.665898611582,1176.6084459967456,1205.6758291672083,1984.1404586143856
7,1.0,1000.0,50.0,87.16066510543826,140.23400619636251,532.945004910113,646.6392720545722,795.2144158886096,2050.5128687369597,5875.189557226866
7,1.0,1000.0,50.0,196.5931934893616,204.44918990762426,490.7533111006916,683.3548339439138,2510.7380681513255,3297.931880644073,4668.300902152109
7,1.0,1000.0,50.0,135.47646108118943,291.8116389460579,457.17858243904095,692.0252093596231,843.2588426202849,1216.7403492724443,2772.137530805312
7,1.0,1000.0,50.0,195.90157421504244,255.3094026542721,852.3933190450156,907.2845866684182,1066.0208465581368,1604.9980510512232,1615.1197958309403
7,1.0,1000.0,50.0,96.13786188626099,175.43037645524274,521.895624581523,683.9602438117374,1121.6507998827542,1858.7026492839614,2677.3751290223418
7,1.0,1000.0,50.0,125.04552427723254,264.4257730787614,491.06422973362027,939.4588707681346,1721.94694769673,2263.299155488839,2327.7527412983345
7,1.0,1000.0,50.0,146.2352884109036,197.47722995542796,371.7597995236455,424.6432070168594,535.5859285248519,1191.0741398387518,5313.859406797378
7,1.0,1000.0,50.0,62.5307276986306,65.94651413622219,100.92438255473559,184.54092586589013,1240.66893931383,1429.0422329095059,3010.4673228156616
7,1.0,1000.0,50.0,71.98802727324887,343.79901730950854,508.57929358095396,1048.8852208931303,1278.4114372198544,1334.220939911872,1679.975222624861
7,1.0,1000.0,50.0,67.95112400521818,185.8787410987391,617.9781007865164,732.3468274186097,869.1895804864511,1548.8822624874908,3618.963755144819
7,1.0,1000.0,50.0,447.26840264237944,517.2609618235708,620.1294471705421,810.101208591288,870.0584130277556,2697.0076864229195,2711.618751715804
7,1.0,1000.0,50.0,303.7190809913832,496.6419798613403,873.8524980180549,904.6043093566518,1107.6359256579008,1352.789318980499,2309.1285226587784
7,1.0,1000.0,50.0,98.08252391935444,386.269559595181,492.0171683649237,819.5293519264574,1439.2311335427426,3021.2663966408604,3938.295321010421
7,1.0,1000.0,50.0,147.2135095066377,561.4569931242149,913.0098398418784,1175.884731800335,1201.560889649195,1258.1878989324957,1393.9716098706904
7,1.0,1000.0,50.0,129.81433748276328,539.4522777112211,1005.451187402448,1440.1627996374648,1576.7076273489429,2117.7430650729602,2158.9177379383023
7,1.0,1000.0,50.0,359.1125005058164,593.8937064524844,795.205126407759,807.444282029239,991.6115595509585,1285.28879248246,3954.956491742479
7,1.0,1000.0,50.0,137.46424240047787,305.39020516025414,502.4767993462897,865.1587824480539,1094.708058612673,1360.5785351461573,2136.569030357618
7,1.0,1000.0,50.0,76.67558334704705,288.2275392946716,328.0234848190928,399.44093356785174,1213.788916749056,2140.952160327339,2374.605274058353
7,1.0,1000.0,50.0,159.67413332530697,168.4559161726856,314.68077696797593,371.56276376756836,842.1212375807398,899.3428079203082,4489.307839584801
7,1.0,1000.0,50.0,257.95896367622123,341.8314549895475,396.33722600680767,708.0379745232299,851.0263844131827,1124.4553811198866,2898.429060734802
7,1.0,1000.0,50.0,113.11224769604692,313.1460274127039,393.53361297766804,1449.2932211058724,1830.2622633818514,2539.3354028362405,3213.8457027828213
7,1.0,1000.0,50.0,128.10905480691412,294.6561508768013,750.7925939023693,1054.839354937045,2235.595707438331,2315.5436645925242,2806.124571900624
7,1.0,1000.0,50.0,52.304089484299666,77.49408735216412,143.61545699726219,221.11307634801463,447.1656677698691,732.2596590082933,3449.0330869022564
7,1.0,1000.0,50.0,74.75268580928183,96.67334750932216,218.37831942462924,853.2164256914109,1009.9474647233752,2603.838750879586,4057.5962336758907
7,1.0,1000.0,50.0,59.17129531556545,249.2310376573379,295.6289015831982,726.2031045217311,802.3521076454847,937.2032985722278,2038.1035327267655
7,1.0,1000.0,50.0,95.82866313325052,368.6421858615541,699.2074146803901,761.6584883277577,1284.192725710134,2973.7673308663834,4984.158111679787
7,1.0,1000.0,50.0,246.09717530753943,267.79349182980536,309.5051983756662,413.7900935220602,460.3333819745726,1485.4617935234592,2891.7181733433117
7,1.0,1000.0,50.0,216.27991060120405,223.4488937424299,304.1022411939718,629.0390330745356,789.3165661912553,845.6433347430378,2392.377839498128
7,1.0,1000.0,50.0,115.71579666026591,117.04640945775122,254.81642366481873,574.6982176921966,581.7122972644887,741.9392293555114,794.009586938476
7,1.0,1000.0,50.0,62.25531118824012,88.42332362098885,310.77963895427354,753.8985822239018,808.9828317168426,1185.8145716352958,1483.5133531015879
7,1.0,1000.0,50.0,189.56523466569314,490.6800098117159,973.394101096153,998.5865323550063,1162.687875272589,1242.4727735379272,2311.576978809751
7,1.0,1000.0,50.0,86.38928732152146,235.41910426385863,277.20290449438596,432.41672423802544,1330.4535957553744,1777.3945260536311,2695.9418088726816
7,1.0,1000.0,50.0,267.60227794277944,330.4008770215829,408.9686461916621,616.1561808462724,825.8203841943015,950.8834543406008,1452.4866872937655
7,1.0,1000.0,50.0,119.69653998471632,146.25882259559995,369.62999388734187,388.94694415941376,1235.8691546599991,1258.0465992318423,2157.955344642932
7,1.0,1000.0,50.0,138.53483081503566,221.19886434611755,446.3294279181358,464.2171132394205,1102.253206193435,1959.9400284044264,2692.826108317008
7,1.0,1000.0,50.0,704.722791032633,756.8841137339432,813.3701463015893,931.5748821400568,991.0458431951104,1437.2581156587416,2047.9910832324397
7,1.0,1000.0,50.0,66.41753358352486,228.56131914529948,1680.8861363931205,1779.8846043820981,2356.2539713563233,2671.7109953187746,2687.057692742794
7,1.0,1000.0,50.0,204.22098191827314,214.23850015249306,355.5890281749019,676.9802856766997,1117.076108865456,1128.4890541837822,1443.2235262366614
7,1.0,1000.0,50.0,166.9912216790617,210.8074015923648,360.35276789320795,374.87677433262604,1334.1781595805621,1519.5377228181874,1898.350717192661
7,1.0,1000.0,50.0,92.03072182055084,284.0952176115209,388.01905734808736,657.9835915163115,1703.6584721994682,2262.956336213366,3227.5190831161967
7,1.0,1000.0,50.0,98.09135780488573,156.5977461028562,976.6457605439307,1132.66566362663,1385.89994981419,1426.0161868956018,1698.4026415050032
7,1.0,1000.0,50.0,198.60256518285968,310.5844170181917,756.2224353348394,757.2040578111497,1519.2975595859548,1867.7697249731925,2992.2690380132503
7,1.0,1000.0,50.0,171.06313342382848,306.53721392208973,326.7869053512204,835.0065621599766,1023.1585993752997,2058.033661763892,2897.874617474241
7,1.0,1000.0,50.0,64.85333956775513,340.2252019674867,397.44268810111174,842.0525524573839,921.9436907533056,2288.3247496000236,2299.1441618065646
7,1.0,1000.0,50.0,186.80052501465423,777.0178473814931,1372.5663604853248,1674.4054845762375,1781.0830064819568,1841.9178292082483,2333.820277107129
7,1.0,1000.0,50.0,61.85495011579736,274.1694096448563,609.3726851401794,967.1674169148804,1291.2769828477801,1552.3577067218298,3699.8221069298343
7,1.0,1000.0,50.0,143.76869611821064,191.82142239381048,512.1555645996214,946.3588116476459,993.0786976371842,1217.8784998603,3486.2146738237147
7,1.0,1000.0,50.0,197.04889978884643,237.49115369017477,557.1086278864585,692.9437345571441,772.0258991717754,1393.353425173218,1918.4438685623275
7,1.0,1000.0,50.0,220.88951735582316,248.5271542558183,542.2882474562452,747.1719691121713,1076.5065585485136,3780.251164483965,5121.624859383464
