n,beta,eta,gamma,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15
15,0.5,5000.0,100.0,100.0079921049192,104.17339375678154,111.62619188232348,113.49319103611148,130.5784939742261,164.59575900031723,449.08004498246464,1937.3025147370668,2222.9226100796,4096.588803697118,4314.086845559068,5297.219311950338,8003.059115259042,16305.183100810598,26575.993594519456
15,0.5,5000.0,100.0,107.06694992341326,134.33234297172362,189.47646449283224,297.678326273125,328.7864150739932,336.5060946384959,351.08226548663464,439.94137262679305,574.8599635860389,2077.9314429858023,6074.430437552284,9796.663857626452,48821.8744530228,99089.23526650413,99563.4041650583
15,0.5,5000.0,100.0,119.89378030406574,416.191430823847,446.86731694121517,1042.2389060171997,1359.1957058682392,1700.818256738341,1790.776297786702,2630.1093793336677,2732.342172937142,5799.960183749159,6619.6958901486505,16846.76791966142,19650.116168187364,36764.05973229345,114943.5667769724
15,0.5,5000.0,100.0,101.75676588832192,104.51001128180314,272.59832368624143,317.7887255881333,412.02341490537555,484.0682211250432,646.1217769771628,695.1101196878782,1645.0248478602723,2931.8229899775106,3705.3523964145857,4088.050137562504,5798.745700819764,13195.061226294449,27914.771011010555
15,0.5,5000.0,100.0,100.24083715714157,100.48263194473985,107.60200559420154,112.06943735699917,185.80773728014663,344.0812572925644,1302.8798647265044,2047.364166806583,2518.0322742376125,2562.179559484521,3100.527850166687,6152.225111907655,7138.568574935367,7755.7783706912915,220835.3476768071
15,0.5,5000.0,100.0,102.79988311706408,500.13126573698327,766.42951072105,1049.3009339529544,1196.5140890660934,1534.3071407351242,1706.383916192153,2402.5067849025963,3318.171962695965,3359.055688898939,4563.556864931261,6069.804595001815,9957.864578130735,12967.368921595817,15630.979665559413
15,0.5,5000.0,100.0,106.85907768140672,206.5460252858437,246.51497487613986,336.6735949033065,798.0542489516193,849.2985305861026,919.8311351566296,1267.273969387354,3373.594052307828,3762.572372615927,5446.769173050211,9924.987942817741,12593.493234480866,36402.42325243002,95371.079088979
15,0.5,5000.0,100.0,104.3063536350333,108.23376099209982,121.89632161979507,138.52542688791942,746.3316116608947,2294.1428880807084,2565.388502169811,3116.868561541493,3120.8735118864633,3867.9804534412137,3908.7591680508604,4346.442694030966,5577.648405245159,20617.249928741563,34010.069173417025
15,0.5,5000.0,100.0,129.66823967844965,439.2411771818305,697.9147463582935,710.1517146807705,804.7181396091083,819.0110501755019,992.0768718125444,1000.2536816410416,1020.12176039245,2038.3313449970658,2387.1511811011064,3090.521505820696,4410.748806576318,8185.755061146536,23708.07170934974
15,0.5,5000.0,100.0,100.6245947929583,119.04338573671058,231.57757403419478,451.2425859378648,1046.8990862722728,1251.6567596361301,1589.9071867338382,2872.002506381205,3991.2951252761363,4300.90002971238,11355.098497856306,13146.390267936084,14678.801730689804,22118.1623797019,41705.27964406445
15,0.5,5000.0,100.0,102.38651817016581,103.4955156384862,114.21368488662738,119.86027784976787,179.19440690125322,200.70716207367462,654.1176482204298,778.1432311238892,1419.7974663464217,2180.98101233589,2282.485621371565,2993.017110341596,6853.894974606679,7053.029103055279,9645.04869554573
15,0.5,5000.0,100.0,105.38507016062387,162.30376479007387,278.5270647562917,281.4338420998008,413.5510793123459,530.005711786363,689.7229427352548,749.7767359359848,2785.7107143168573,3610.9063909941,5901.40812435247,6019.238758953162,11068.823714955506,23897.160679148514,28798.423338030414
15,0.5,5000.0,100.0,101.43027570604507,105.0816554606832,146.9586563407635,196.47362011990475,832.105647349591,833.4292968947527,956.5253738674714,1240.094759863947,1360.9484526907108,1653.3084515919531,1845.4091190900351,5135.220841681432,5183.323034597523,8559.594920075611,14304.928048510446
15,0.5,5000.0,100.0,101.20277007377896,122.8008440103848,124.07569334640993,130.91112261084012,367.4643764224077,1058.249430603709,3463.6945803727954,4710.334222701775,6071.303803898051,9204.516158148139,19901.08857207904,29106.10361261268,59566.337483401214,60174.0445253705,154095.56221874856
15,0.5,5000.0,100.0,249.89733019823086,254.4419227634162,320.55752484326604,370.6028886757459,640.392627504873,652.218109429961,854.6912673868443,1390.151380378272,1474.7894126155763,3459.5361208906843,4407.189520650258,4973.377856129312,5515.91971022562,6517.754296880729,8947.9001400307
15,0.5,5000.0,100.0,203.09954345782762,774.6709938184802,786.5176231344248,1013.1750951909313,1075.5068753402372,1981.2209860022908,2360.427723812571,3002.1938937711084,6306.861812467229,8362.677143956334,9420.956681532049,10881.652124951388,26115.632214448804,51150.49784814249,56086.41169401882
15,0.5,5000.0,100.0,151.07579652333715,197.92170572511588,215.08149013637546,520.5564324160723,961.4561025997087,1097.6906346528017,1424.5590392028648,7681.1044945648855,8437.068959166938,8617.659136408116,9281.572487336762,11118.437234937943,11220.09352520578,21599.392334496653,33085.105149782954
15,0.5,5000.0,100.0,105.4810058545444,175.55798720674375,189.1620586041265,1410.5594920705198,1415.514047662928,2839.5854486157345,3056.713253852355,3287.2687500496004,3494.5263110916126,4152.549840088599,4925.794270568686,5409.024179909254,7241.632050256718,7874.520701899056,16339.923443197955
15,0.5,5000.0,100.0,109.88936912040252,118.13776683252348,153.03294847788422,162.56434220251467,270.99379734364175,1171.5649705244957,1961.4464380985387,1977.952048042978,2502.51073101284,6033.270095506399,7400.944192856435,8496.437160462921,10582.136897210215,18143.28449834395,37260.14738692591
15,0.5,5000.0,100.0,144.7986225454319,145.87088044501184,159.59007583356086,226.2513859909468,417.821849098935,715.9604084410882,1489.5357382567113,2097.900910212651,2571.549613596651,4148.51983505255,6925.7016285624795,9298.445916953824,11327.464285418842,15407.572930876455,18669.551308778533
15,0.5,5000.0,100.0,167.78389942346894,381.4854726303813,657.7206212084319,1324.1674313244641,1694.1229554693753,2325.0945522307616,2511.52969195504,3119.244456550147,3624.2265644210574,3702.3349682438256,5458.200833477637,12156.581506603592,14350.693903896334,19682.082219650307,126363.10813709347
15,0.5,5000.0,100.0,130.635347128184,142.17994957172627,213.04728104805412,308.88131220799073,327.61978101358045,453.0445429841599,873.0745828738861,1207.8866081553108,1234.2002466652573,2780.024706118893,5324.312526118009,14215.27448855392,17177.513728931313,34792.080053762314,55438.19970850868
15,0.5,5000.0,100.0,147.71779716941487,339.78383937461984,465.90814994840406,549.6699473244407,724.3582783374567,1019.167020985159,1841.3626945086091,1887.836602926795,2377.008343409738,2549.564049170225,2765.859034222458,3192.697014334789,3376.6024337040258,4396.084777441881,24006.266485729728
15,0.5,5000.0,100.0,273.65548240589,402.3153104335259,725.8783855185296,993.8365442824089,1554.6373251780337,1566.314631938603,3833.9794871403674,3925.240193490548,4011.9982327335747,6744.454024866336,7176.953236269832,8200.76067929669,9329.392429225127,12533.62681620069,43753.51475657627
15,0.5,5000.0,100.0,100.65951731759903,107.71014113810757,445.2603792046366,726.6373263390869,2900.2504397220723,2982.8218689912305,4434.018858740592,4440.857972760703,5398.294110770014,8531.924278258983,9125.33121745884,9701.97424612058,13694.191675942882,18712.954151005837,30735.244514630536
15,0.5,5000.0,100.0,144.14928922938984,211.36980990688812,780.9097530475858,1053.5356729700677,1197.0015961260813,1402.0304481921726,2762.281962525037,3767.463240116866,4578.489299775942,5186.1192578023665,5936.988368704103,6878.986123191251,7750.21594010531,11948.610239037034,92750.72382098659
15,0.5,5000.0,100.0,101.14834218883537,102.33692816917933,141.96510988037727,157.29796423750508,209.16735125225586,416.4172856761107,858.0372779057157,899.8253075113238,1170.6370797780662,1557.3441427270686,2653.225365290175,8711.826815493685,21500.27230627862,22051.833042895993,110251.98265746546
15,0.5,5000.0,100.0,111.77998450999313,466.22272452795056,758.2629698675642,1310.2638931134643,1640.8789627013614,4672.815103662452,5264.255137436644,5488.709378321965,5774.799780428522,6860.6571091530695,9364.38244931482,24559.09700106663,30291.46151544146,47458.03649075855,74624.76021064761
15,0.5,5000.0,100.0,748.6653014173925,920.0732424139678,1152.717712995515,1337.141592086141,1910.7320151545239,2325.9684503092653,2710.097020550054,3325.348703937014,6509.404514275681,6569.212102110364,13660.132366199952,31482.850141357474,44496.30844333614,54572.04704944669,93312.96230137772
15,0.5,5000.0,100.0,126.90445006862063,279.88107682978585,369.42301689749604,610.521097537285,2113.24821747028,2145.934864876088,2749.299298994512,2929.08053830992,3654.6531557195676,4520.865333425238,8500.877385796219,21976.952963548538,36226.4214995748,39530.70384755111,80223.78318115918
15,0.5,5000.0,100.0,100.07992945485108,547.3459152040169,683.611497888538,1116.6762563237287,1259.2504720741113,1839.8731759546963,2245.246861228807,2572.366175383217,4397.883628485765,5547.437891256288,9732.742250924624,10320.472799031797,14973.914309148122,17551.0032542324,26336.429289839383
15,0.5,5000.0,100.0,106.05226499982383,222.97677492391327,384.04685660093696,401.81981185067315,492.3125971212054,907.7434498981238,1614.866910114046,1801.9542031170024,2413.7552046636274,6438.221004533437,6549.651824544014,7898.517510919408,9889.054893305522,10114.502011775321,26664.765906787557
15,0.5,5000.0,100.0,108.21286715234697,128.98269290206127,172.0018227971812,314.68546337501516,347.3456218192757,439.3702866969222,998.6234582972294,1104.0368631344902,1133.5028680422415,2391.8963232305828,3433.606444340169,4686.2002432669115,4708.937107966804,5053.9389159589155,8485.177581274273
15,0.5,5000.0,100.0,166.01234917210616,251.1820956805527,569.207490769056,621.378442642929,648.9421742740357,2343.0702803777026,2400.4337652783397,2576.5413545765196,2640.567296719395,3004.6164538504404,7840.147092645943,16550.50395381384,21514.98136843274,42534.34595412765,76761.84897280065
15,0.5,5000.0,100.0,114.35326121554166,176.33694828121713,296.2925461598147,435.56596744483863,726.8512175542495,950.8143354699907,973.4200945019962,1842.817159062241,2743.0076196778336,3525.596820071105,3642.519148726156,6311.993039834366,15683.862228820592,21713.785858012903,44548.97915816378
15,0.5,5000.0,100.0,123.65446293948398,183.02202371462545,342.0202453546997,552.7875742638428,617.3238429503466,643.6496312447866,1069.4377346051656,1347.4631234858214,2231.178978053368,2702.9770458951502,3041.7156720563808,9802.52447849177,26230.0385027423,33529.63595286192,35311.10394411339
15,0.5,5000.0,100.0,154.6651645666389,167.99353494117702,285.6920541338462,478.54781424988886,567.6590853157561,642.5765645898585,1551.2186706582984,2103.685266759894,3834.8640160138334,4769.907110767444,7730.958549816446,11272.265702126337,17964.614109101552,18131.472205793543,19584.463076264965
15,0.5,5000.0,100.0,155.1370318684306,175.56583193129904,176.63302834578786,191.67183559955214,598.848171630875,762.3968944370141,2154.780160872634,2208.5224831249757,2615.7357582540963,3696.857166044614,3815.6864159291777,6706.5902514016725,8406.67396186082,11573.240996131435,18910.33717248946
15,0.5,5000.0,100.0,166.15874934386272,382.92446633539885,463.07832319185934,727.6730602750478,832.0446910376631,1292.9904100000365,2264.504455676227,3061.2776367847373,3860.2551398816645,4141.4881604359725,4430.404992308301,4824.09824413088,10281.05228312984,10713.893760569637,45144.49048913474
15,0.5,5000.0,100.0,100.02200392649911,100.45095261320694,733.5153205993413,745.5244936989039,923.3946997332062,1061.094635818678,1145.632833171079,1912.5738472478026,3504.6993148164315,4592.112162064302,6258.781830807057,15865.26781870949,27210.698831318638,31276.759938297535,103038.02229011635
15,0.5,5000.0,100.0,106.57329332745962,135.8499825533156,202.11488374741828,421.5125290687146,575.1083175349809,622.2341996902865,1116.1003166632895,1192.3691711329216,2345.0260918231656,2415.0463880187845,5848.695297382458,18329.53446495431,43633.01077548637,53440.13802927277,115085.04461758074
15,0.5,5000.0,100.0,111.52421467269484,142.5074245878394,147.36555346690614,170.83320967431067,211.8504854709625,374.223482724719,400.78980575747937,1612.5405371006157,1787.1982347376122,3880.6200266216556,6635.6827821975185,7892.318744316061,9621.105904375947,30107.581348626474,143919.5794890467
15,0.5,5000.0,100.0,109.874512647984,214.18544959572705,1102.6724986765728,2320.7902910530493,2690.8210853018927,2887.2152759014275,3100.76402601859,3395.6546781033553,4145.898335367625,6649.9245942539765,12318.80558543174,19914.168303315368,38781.4990054728,40911.92540545704,43601.6289789381
15,0.5,5000.0,100.0,100.47273372243508,199.49900337110364,553.4721465781427,779.973560962475,1220.471221329565,3077.245511050277,4076.5481459808284,5958.362948025103,8633.395305209615,8690.237516182551,9811.844003401116,10686.673256130827,15973.96020420266,33279.903160978036,54653.65021013525
15,0.5,5000.0,100.0,125.7857039179662,142.52287753505476,369.6698672663127,401.6734848529831,409.5118168892488,514.003978023889,679.6559791403836,798.3623379614822,910.0503700368004,1011.5100544548808,1407.1803823736188,1446.0114435667851,6946.17068851462,14413.575455552524,32935.468095851356
15,0.5,5000.0,100.0,105.33336941520076,349.8041063768948,382.13358002967306,545.3229750454799,566.438823250246,576.4390619790516,1236.0900950995572,1642.4185783150954,3808.3731695273445,4112.952614297694,7753.131512613618,13296.514319836962,20215.630952283307,88541.03923163848,151140.29029487233
15,0.5,5000.0,100.0,107.09277055504184,154.4247142675935,236.61709076961031,249.62989111941857,696.9570355207443,1402.7785007364976,4083.142695704161,4135.702003150267,5741.032705279821,6880.54334002822,10531.29440047925,13665.90001880504,34279.20817676198,42618.80442346711,80604.70065168303
15,0.5,5000.0,100.0,101.54572651155763,142.418575239387,254.28708245979337,392.32912107222415,544.6426184449906,1906.876686326378,2404.9295523802543,2470.0590467239117,2481.3160853599243,2787.0302468079976,3436.4785996063874,4516.31157413941,4845.205555441746,5344.353418352057,142999.62996283738
15,0.5,5000.0,100.0,271.65330984701137,360.49873344738137,390.17605370922695,435.74049804470746,492.21653032155746,1173.8749861967735,2069.2503172387924,2196.76196236534,2520.924296139447,3126.0261088823063,3604.122161045027,8139.319072820295,20537.836326399858,27112.21316479507,32651.137232363468
15,0.5,5000.0,100.0,100.2618644933275,485.6398660376418,629.6079091183697,828.6627446529333,913.2510475569622,1134.7278351071182,1186.0556262218931,1445.6010800407673,2525.7950670196783,3668.5315543021375,8981.12534656749,13883.9240316059,17311.906603039057,18465.60189200936,66960.02856818373
15,0.5,5000.0,100.0,100.6958207133246,102.09223051505059,109.9943581149821,182.5077973289571,231.9235279978144,364.5495930409153,393.16079634463676,555.5536142592928,978.7036551294188,1023.1383018748708,2898.0974498498563,6342.395859919271,7980.244407995212,40954.29864915974,44586.60426258815
15,0.5,5000.0,100.0,214.15697459987638,262.80346010415076,377.7259941138916,951.837098001894,1737.9228008946468,1852.6523500156115,3922.0631345607067,4138.715393564149,4479.498494590519,5281.602254027867,5448.732186955357,7631.3947578997195,21251.354390889384,48499.31313754636,121054.89620014088
15,0.5,5000.0,100.0,529.9250318666839,897.2771421133891,1000.6793466422498,1170.963235155197,1217.1632970735282,1231.7833510049293,1709.8016553728519,1733.8557748001922,2012.7389642505668,3629.091620021333,8369.98735694423,13717.939865684302,15345.533627212071,33704.00116670196,49896.66154905931
15,0.5,5000.0,100.0,140.32150835824473,146.6197296592716,363.512267209656,417.5293235573407,455.03687248187725,551.4541664281514,970.5950362527433,971.4154100821744,1311.8711050023896,1517.6572419883287,2082.0594448863135,3003.5528271420826,4258.943014808168,25414.255004704515,70195.05139469249
15,0.5,5000.0,100.0,133.82939481686125,167.04748469440688,1145.3890510639126,1316.5892068091005,3346.261847775769,3606.6269835463704,4046.0654532176036,6611.985267676504,7763.917960135475,8363.388274506211,8823.19816744553,15925.74546841485,20088.897990429654,34412.4159596334,56992.12001578528
15,0.5,5000.0,100.0,100.63176326122682,256.55381357026715,363.3985410133781,597.6941878962494,930.2125538772335,1071.645930555128,1232.9494992615803,1823.0987999734386,2914.4667133096514,2973.683985724532,3945.7848961355403,5913.203228483715,7759.931125006973,15207.654192593087,40414.67405427533
15,0.5,5000.0,100.0,101.17855549428656,171.41467317068742,345.0673915116428,621.9553629191579,735.0341855099974,784.4892205760636,1361.5121316163775,2166.6207241880484,3880.6141117953075,4455.100356481328,5221.258109701915,9225.89431500462,21028.833499790042,31538.454038441527,106639.71223753947
15,0.5,5000.0,100.0,100.13095093725445,142.75781440729668,165.84513341137958,230.95069333569472,328.03279812207836,414.1452946858879,832.9615032796144,1469.979577377126,1504.5577934922685,2649.6867580933213,5593.904466839788,28251.424075071845,35429.47142424025,39088.22830762493,102987.39400935714
15,0.5,5000.0,100.0,110.76832230417708,301.70782951550933,309.25326402739523,814.547929871167,1102.7407697159802,1240.025785313259,1402.514466560778,2313.2405436390577,4580.176738433908,6132.139623645766,8800.855510533253,20145.20906204885,33971.54916521987,34584.579296085605,46867.22613067773
15,0.5,5000.0,100.0,110.79666779109465,126.68679119870026,177.62414217276475,186.31110292346455,220.765472729711,1146.8692271576383,4045.364734678567,7204.100681632056,8974.118027971741,10104.585667318313,13192.028490708792,26767.34182397748,32746.642299670482,40706.262016755165,53081.94027709992
15,0.5,5000.0,100.0,100.01486206952477,100.17526557376954,242.6202573262223,357.03324317799223,630.9582580785186,899.3972162040991,2320.043346020004,3154.0336850965036,3568.8703109065773,4685.754120178569,5915.718943957528,6609.66048096202,7372.371547203975,32001.624200612485,36417.58480990484
15,0.5,5000.0,100.0,114.44673658129884,129.14279145122543,169.15251462102867,458.1581710883608,508.203129879618,649.710824301076,3005.2989267702305,3942.625514887107,5459.234257978141,10384.216654341413,12736.104438303624,16953.512166621185,19776.781174505722,71327.94128553534,80467.44898298806
15,0.5,5000.0,100.0,121.57939273084372,407.29018940749734,1032.8383028030316,1711.6712315922894,2165.874160293646,3308.1581917807634,5474.758895076786,6912.4821025547,8306.782494859453,10994.058748693868,14474.316012260413,16285.868512613044,24344.659968350254,61369.80336940795,108573.97642611932
15,0.5,5000.0,100.0,139.3184424968319,152.2852004480504,156.02775879781436,381.38546463871614,568.2526440942617,785.7324366234618,1070.7552049137657,2069.645774047862,3307.127585154979,3512.7211054481563,8924.244453400242,16736.442356645533,19399.614639412408,66510.70815908723,207443.39282905648
15,0.5,5000.0,100.0,100.47364734597011,102.72424194506645,127.29402081832254,136.51427849255316,138.4797533474786,239.2009608374962,531.124356070826,1383.3152203447503,1586.962955573755,2393.0174713568945,3748.4668347250217,5992.412420411234,6531.626136112302,7319.022325531536,8243.169220888118
15,0.5,5000.0,100.0,136.47981563670024,158.12345750727513,251.3304504632562,279.7122860712096,457.63676968908214,609.3756003917606,2075.947917040996,2179.2577865888875,3814.757084964949,3960.1361561011854,10829.53786350756,19182.748415672017,20738.667826066223,21372.5532076301,48118.87599476404
15,0.5,5000.0,100.0,133.03315932799492,401.5286777887291,465.99962154102167,711.5379872456057,863.0970537557267,1373.6846272070165,1697.5244872379628,2749.052601113728,3232.5358317105565,3411.1796821816138,4980.622381562934,7943.252280487042,9163.169976227282,14870.81634932182,15653.810970139062
15,0.5,5000.0,100.0,317.61242076031783,441.27604113263294,479.9675869903334,617.3343006739117,653.6356353129097,680.6137491216017,979.1568051157467,1531.1987765463466,1952.386941560261,5728.821130369653,6924.334309361647,7983.038617687605,8860.08556177741,20622.600571838986,45885.988171400815
15,0.5,5000.0,100.0,100.88909835050211,365.92677815834776,417.2400191834829,493.2857189692692,1523.4379764512212,2089.259604720304,2197.5974890183898,3002.1165103695444,7992.324348570383,9752.985467663717,17293.58006443809,20764.174616193617,31867.42833689354,35859.34965801663,41267.834548080806
15,0.5,5000.0,100.0,215.9818245158438,390.02671162349515,832.6619684879083,840.644121265392,909.7860553629647,949.8427349087794,1259.0884917708236,1376.24597274362,4252.346147733299,4485.350183884107,4688.547998477094,5404.717046322655,7804.192470666449,15005.562218956278,16066.375993265423
15,0.5,5000.0,100.0,132.5122234919673,132.87827615627404,404.79092271408507,537.9517451698174,1097.382690966371,2193.6569739485426,2875.516782351097,4602.354694297594,6542.2366993803635,8098.005798255326,8249.669010316236,16269.6255311867,22766.380275461554,23711.200058545855,46424.27973880177
15,0.5,5000.0,100.0,115.6983771138269,131.10496586905842,167.17121799877233,190.8647677619052,578.2169020781066,614.1481611645087,833.265528812536,2383.8413244019407,6691.508690128008,7696.331110314058,8719.549554952051,11874.160986825542,12052.525589244822,12552.497969378574,16294.252031587144
15,0.5,5000.0,100.0,100.04767311991414,135.50429120643935,185.70799301345517,402.90233340942865,1437.616297560137,1737.6749623250273,1753.7758074584594,2199.689742729865,4372.954569902363,13292.897129349209,22532.612029530068,28531.3700467278,33637.35694295591,36195.424902565064,53541.12923426025
15,0.5,5000.0,100.0,105.17336590778504,132.75986417193837,239.06848857959653,1493.3910015202218,1802.5392460883659,2705.0560956320887,3030.7000851000535,5699.260041928662,6225.190661682399,6505.63327899476,12996.844855759507,27982.46734770584,41776.25010930159,45735.31635450262,55397.13876650582
15,0.5,5000.0,100.0,102.79882055801781,106.43003600545404,108.76036256666288,222.73677125139136,246.65933785754493,255.51874900914825,290.9083873648266,356.1918019775096,601.2402405308676,2416.888281554008,2483.429844298429,3849.9727300649665,30044.469597008072,31406.558995396135,33703.262867254634
15,0.5,5000.0,100.0,114.64326556679914,141.76666299571832,248.21721316674086,615.593802877369,726.0743826483528,879.4081356922254,3247.772327755439,4337.736472962597,5109.4894524511765,5810.167124968688,6236.279720241834,13125.45157199096,17563.033490261383,30188.93986987723,53990.47201584868
15,0.5,5000.0,100.0,128.68596178052,184.02006991747112,198.77092026646878,240.4363093011804,424.08038996061686,651.4297415505524,989.5218015857406,1545.0833195340947,1618.7142128594787,1941.2997917163327,2179.4514751331617,2671.6903486012643,3168.4587474650057,5302.949861924848,7264.35852348952
15,0.5,5000.0,100.0,162.73830474298006,501.1256998604837,667.7342651491683,2336.8715031430806,6262.588514043441,9824.408095368386,11375.743842028909,11395.051437669756,14377.89960644158,16643.80535738905,18975.080061336736,24310.904997077167,25362.346491937562,61815.530613810595,70502.42901006616
15,0.5,5000.0,100.0,160.8889436070466,211.32157953627618,960.5589253960861,1061.7446364364614,1330.4080273909128,2157.6112211866234,2193.3717264008174,3717.9759039712217,5573.80302281574,11204.49704417491,15343.459243902498,19989.79371311158,24804.90152420009,31850.14994770084,138381.02256115316
15,0.5,5000.0,100.0,104.05022163557936,1309.1126112650484,1387.6190788621811,1675.0213724290643,2493.9495005288686,2958.111589494122,4305.554233171034,6365.287684686334,10553.127220597886,10939.155710239333,12723.235358445985,21578.186869489444,48476.259825898574,83379.95162972822,87674.23637619292
15,0.5,5000.0,100.0,188.9982902885407,210.71076242969625,435.6454386463253,1722.7538527951885,2704.0338637107398,5522.372233177581,7209.8178814795365,8676.180620098028,8725.42187362528,9041.465032738872,12112.759918187654,16038.673105020891,25478.156629494784,26799.253459655887,31443.23180559015
15,0.5,5000.0,100.0,102.98374970630755,326.21642242973115,345.827167865661,467.5846390435303,568.8256497489431,1456.4152519533905,1597.3927237929156,1732.6594172453447,2518.98650503779,3116.9033571547693,3479.308445757814,4299.883748279329,7532.876238424688,8269.80535944764,14676.005689033269
15,0.5,5000.0,100.0,198.70464811916432,387.3966249150619,1199.3948855826982,2844.864659370318,2873.831542903134,3096.1914431013543,5607.086666829518,5651.493103550824,6266.485266215222,9328.56347647718,11252.57978187614,11361.683924475754,17786.24720679656,29997.625590647374,83899.94384845754
15,0.5,5000.0,100.0,101.09032119332343,150.06995153858935,262.1452885806923,310.9957186040615,425.86921945983926,781.3824999842483,971.8588714390057,2022.6141474384772,2891.556326989478,3305.442598383238,4542.526942247807,10732.896213575925,15984.018047829322,19682.17165519105,52201.736339938805
15,0.5,5000.0,100.0,100.95295728473475,157.5125687590481,173.72875203954106,176.45183407471836,328.4356398672286,344.96936076715616,437.56550899845513,952.434829626989,1025.721034289027,1966.988936813476,3115.0964736502465,6839.227741753426,19010.484602309945,21360.69027218569,29430.176270980082
15,0.5,5000.0,100.0,100.0023761390106,100.00269802104638,113.39774514814243,141.13985685381004,154.51673760632661,170.34875695224517,1489.5888357932897,1680.068159790294,1718.7508461167583,2549.3758102796824,3835.8512572965565,4987.179033702184,7062.352706803995,7646.99409748805,18583.470529789058
15,0.5,5000.0,100.0,102.5961115169079,109.5776847363843,115.40252153622968,380.87293838242476,668.6298042317492,730.949700205901,2446.7805198380247,2597.0577926211786,5018.495438954388,5691.006338608035,21548.249431142252,29710.53288767011,32612.097360262836,37032.84904169642,48379.65573194255
15,0.5,5000.0,100.0,103.10284039358092,139.6519438450247,211.9016236488328,408.7644942486858,625.4428398652967,1532.5231461461512,1919.7092334843262,2209.6534333014024,3546.5440950616753,3728.165687912501,7940.00758562639,8791.551287675697,18243.362693346382,21183.699986975545,29053.24181682128
15,0.5,5000.0,100.0,121.94587855907088,122.06692145980941,141.62169336668828,144.18943945560272,363.83946041076945,674.8884612286018,1895.986623272636,2175.6081883014754,3455.2178970416853,3720.0237309984273,3827.7682343422016,9991.811142891893,15603.266765624992,24220.95914930469,30608.490986402598
15,0.5,5000.0,100.0,107.99361532115796,113.60433171391817,197.440464899716,241.96744695465998,773.2895827267075,781.6503576835853,1742.5948622440014,2114.8434239578282,4374.599068008488,6316.459726621889,7907.584859828516,11697.98063918837,12496.599754169049,44103.36711763543,98898.97835084281
15,0.5,5000.0,100.0,204.09964863106921,265.2865463408872,370.0129858428466,487.66145982243194,532.9007207824891,774.6972467542315,928.8327388786959,1600.6542457624453,2763.944273548864,5856.603437903625,6221.024993049796,8163.826338650903,16286.544408053842,20701.352492086626,25441.17544461087
15,0.5,5000.0,100.0,100.09952047226575,129.74406584416755,189.1863791792042,223.5917363740238,627.5696734705525,750.2740054575902,1197.8955679805574,2843.512813771348,2869.9814062402083,4374.6703015165795,7612.091078446621,7612.224033846181,11606.702042775418,18971.27782088427,21721.18056092
15,0.5,5000.0,100.0,323.0944638659191,553.68256921697,678.5839494876269,967.1684999018689,1126.6168318312416,1145.1624753979006,1189.3496642873451,1402.799960782195,2331.813222168189,3342.6366238203486,5031.505705405859,6783.5582004065045,10259.5376164228,16822.078555710516,20309.444089815268
15,0.5,5000.0,100.0,108.32346171073878,138.4014098515441,148.64947898006335,179.12204491170687,242.15923063904398,336.28343993942497,408.7585414501742,506.4253386042332,1096.9678096168932,2176.481083425352,3031.2031247320715,3879.441523559834,7263.401616160696,54183.757605644234,60349.77524875365
15,0.5,5000.0,100.0,104.32769690846851,111.94211323266163,200.11718533774373,353.70112745350013,1377.3525657503214,1583.4030529687109,3444.475495561617,4678.987910269295,7278.337504967255,7545.138178950452,11994.088966932904,18508.048484645264,18672.99558687137,18914.842327743372,24126.952405555054
15,0.5,5000.0,100.0,103.22983394152672,181.94704130067834,273.8178179719771,369.49954528209093,617.1824979637519,1188.7727980144666,1201.9639789622217,1414.9599180849764,1422.3627336884492,1653.7526658532552,3121.2804873096393,5924.967418526205,8552.86061372386,78147.7908107066,131151.4360595587
15,0.5,5000.0,100.0,154.87130592038423,925.7956756248985,1175.0849573198097,1889.724433325736,1899.8232010676986,2410.348980035502,2522.22699245911,3628.1006537792655,11550.246365977553,13169.169635036822,14675.478631092454,17206.578719092468,18973.540336213835,73542.5780002977,134060.06477147253
15,0.5,5000.0,100.0,104.39263674745162,112.52179649068881,164.0219507343606,182.4675132300108,251.06681752910433,284.97189155928163,304.840751013906,403.13100124423056,1571.3880804460173,5587.938185983997,10420.826051323149,11030.648889778895,11862.970287763777,14117.554685920313,52421.5617458857
15,0.5,5000.0,100.0,140.32111519972318,160.99506633482295,191.4228003397879,306.6767073608818,315.5289976022973,345.4598075881342,602.3825711280945,776.73767750593,1036.4657120306886,1241.3198813386289,2977.621246919761,4733.172067987449,15148.437355220527,39280.65730783426,56770.27078109841
15,0.5,5000.0,100.0,324.2098369661748,396.8059194325738,581.8050771634812,906.6937669098645,918.2697544065767,926.4869264451187,1491.02048646867,1632.123573212371,2516.6886673155036,5502.294615928711,5575.7707268593895,5879.3968232581465,12263.362458399379,25757.273628050978,51600.435917149305
15,0.5,5000.0,100.0,100.01681092699496,263.26552285218867,317.93667322743806,740.6758871968092,900.8341533077933,942.6297565302178,1160.032001303863,1477.2992038025968,2873.0642883015616,5827.961552481936,13717.696985826475,31269.46557552204,37407.3558618799,41883.65158720512,51219.78671570889
