n,beta,eta,gamma,t1,t2,t3,t4,t5,optimal_delta,best_mse
5,1.0,1000.0,1000,1302.2803546424245,1342.6848194964114,1374.1951672172772,1960.6659451097175,4058.815636542181,0.01,450269.2008283998
5,1.0,1000.0,1000,1086.4382205206448,1166.4633383047465,1605.270862153812,1696.4322858358812,2454.325988252912,0.01,74655.86074355202
5,1.0,1000.0,1000,1696.38550639599,1966.9455454504302,2189.8311083320186,2776.8985422332894,3692.9443985757857,0.01,304689.8443360822
5,1.0,1000.0,1000,1085.6133073072895,1223.7560568878125,1760.1404989171378,1795.9673011158357,2314.436309173605,0.16,28881.48458659739
5,1.0,1000.0,1000,1108.7177450878867,1235.7927109070124,2089.2984974399756,2498.4007537651246,5080.837235914002,0.5,100565.5056132658
5,1.0,1000.0,1000,1531.9131510535335,1584.427268613379,1620.6289521698654,2322.287990472897,2860.5931109352514,0.01,654909.3487821287
5,1.0,1000.0,1000,1138.373865054953,1287.4397896067212,1300.5411469917035,1760.877879612833,2022.0772972746095,0.01,240842.28380702238
5,1.0,1000.0,1000,1298.7396380565765,1369.589895305984,2567.0360987080758,2970.782439740471,3208.0468637266945,0.5,130455.09088270945
5,1.0,1000.0,1000,1173.8757441506702,1858.4337721659413,2008.2631368468328,2092.8796242917383,2890.8864442455856,0.5,51695.442464601234
5,1.0,1000.0,1000,1133.9399837404376,1329.305454500479,1345.2047540431192,1412.421672460015,3725.924134139557,0.01,136605.97513342215
5,1.0,1000.0,1000,1795.8014040704577,1877.7575185762003,2050.2605538186945,2148.694208096787,3519.5601428298123,0.01,907035.8499360273
5,1.0,1000.0,1000,1162.9612497843539,1604.8499244024724,1690.6555474984748,2406.5220022285002,3713.52973261456,0.5,61220.771584869995
5,1.0,1000.0,1000,1040.0124927185743,1234.36827315178,1298.1810079563902,1458.1718035093975,1841.2545020337134,0.01,177695.66748259048
5,1.0,1000.0,1000,1141.7377238835388,1357.0851633629181,1376.114331682169,1625.8616969510126,2151.4331602020866,0.01,143620.8840197813
5,1.0,1000.0,1000,1155.1625591692386,1453.9242351485618,2280.576172025945,2291.7971395325285,3489.3546276117168,0.5,126991.50891297092
5,1.0,1000.0,1000,1796.8911292333817,1922.1247191777356,1935.478505244731,2116.1953564861997,2813.355576948351,0.01,903823.5206728061
5,1.0,1000.0,1000,1372.1863257004072,2235.4168227074497,2522.2264574681976,3046.8443635804633,3510.905591416711,0.5,641027.6714607939
5,1.0,1000.0,1000,1335.397045151643,1633.2069147983777,1642.5425647284478,1914.6164403670957,2464.6116988166414,0.01,21753.67828248581
5,1.0,1000.0,1000,1067.2192704936099,1351.2432153132186,1846.499761638025,2403.3230493372284,4252.47984596187,0.5,103296.45293957445
5,1.0,1000.0,1000,1026.6281787948005,1079.0079853930147,1252.198601851816,1355.6137675041884,1501.4541457453186,0.01,348410.882274268
5,1.0,1000.0,1000,1122.4781312306443,1682.2710127565629,2734.977265087464,3093.2758572177268,6486.930336990095,0.5,1862664.3052899272
5,1.0,1000.0,1000,1456.9843076756852,1690.286220477176,1721.695044703326,2738.347347611102,2935.798309625604,0.01,128283.85734978889
5,1.0,1000.0,1000,1281.9292745969667,1503.9486320703224,1564.332008008314,4171.380977056767,4403.192570215277,0.5,159026.02228069512
5,1.0,1000.0,1000,1077.3713006015014,1742.5485136388852,1773.6537796960347,2116.069949234057,2698.4434301295087,0.5,66171.26403178934
5,1.0,1000.0,1000,1050.4984874312768,1397.512041024027,1495.3424388354667,1665.4824419409733,2021.8624180016723,0.28,64914.5032659769
5,1.0,1000.0,1000,1452.8992505016722,1573.7499388253636,1645.5988896167755,2068.369754931014,2137.670930374219,0.01,410728.59646851104
5,1.0,1000.0,1000,1153.9114513997067,1191.4023745355894,1290.3685047727188,1356.2187578931457,1710.1297276318523,0.01,653936.1579918789
5,1.0,1000.0,1000,1253.1147325687243,1257.1954542077829,1347.373623486412,1437.7235199438303,3219.9976544407323,0.01,731951.344748136
5,1.0,1000.0,1000,1030.419092471943,1087.242342060659,1448.2626640758742,1468.0711245870455,1648.6970553429185,0.05,166002.31028189
5,1.0,1000.0,1000,1038.0968873623528,1168.884032145858,1666.9693082920633,2387.608416136995,2560.411763375758,0.19,7031.766813297652
5,1.0,1000.0,1000,1041.2132524836586,1314.9805043238323,1719.7161079022076,2746.9322101211956,2955.0750384790217,0.5,40723.60007300947
5,1.0,1000.0,1000,1013.5489051364616,1747.970962970794,2131.690721092693,2656.5512115636875,2727.890879407156,0.5,449699.30443834426
5,1.0,1000.0,1000,1839.0513510154913,1907.5320404842773,1958.3716450289126,3956.6059363347376,5523.229499420404,0.01,729097.9462511502
5,1.0,1000.0,1000,1005.7339843642477,1111.3162239707638,1419.449993872251,2083.8610115735414,2833.716747015781,0.01,64930.892918139805
5,1.0,1000.0,1000,1075.8609387833371,1839.4535802031846,1859.2686778448651,2258.7600986355255,2852.6242370893847,0.5,146715.7875658524
5,1.0,1000.0,1000,1018.1973445702629,1145.2068603300172,1164.5861714327852,1730.2233111528067,4674.866095520791,0.01,124337.94118422962
5,1.0,1000.0,1000,1398.3481065875062,1490.9819413955572,1624.4676710832025,1652.0410180775175,1768.2413354162654,0.01,150910.41995903823
5,1.0,1000.0,1000,1341.22257838882,1632.5296054362043,1778.8147646043476,2070.995544588058,4231.347117796321,0.01,64774.76345900003
5,1.0,1000.0,1000,1045.7922625751148,1608.9480533341718,1854.3473518275214,2711.53415903474,3669.7842290807553,0.5,466085.45391764404
5,1.0,1000.0,1000,1003.763239460757,1154.4351136757969,1378.7930327011043,3571.522353617462,5042.756515956409,0.5,62944.033005735444
5,1.0,1000.0,1000,1669.519802098978,2554.290481983137,2885.5604189368487,3678.7559269782637,4113.243477036073,0.5,1131165.404797101
5,1.0,1000.0,1000,1274.7106449022472,1986.0493092807228,2029.096320106614,2571.5755531418445,4411.186890323981,0.5,379048.88297350315
5,1.0,1000.0,1000,1070.840366867354,1305.0585155228098,1443.8266238982883,1463.708401910757,2091.7365379464136,0.01,103267.65762391427
5,1.0,1000.0,1000,1008.501784950848,1690.8716551938464,2023.2382144498374,2200.467483106243,3310.8341835658584,0.5,423651.5654178247
5,1.0,1000.0,1000,1173.9593534419405,1504.1846443408072,1566.4835984401207,1880.8734818909597,3819.2187367843608,0.01,4471.145307465433
5,1.0,1000.0,1000,1300.4156558185393,1344.365331517298,1931.5788989784764,2140.771956120925,2388.289225758591,0.1,1380.051078586916
5,1.0,1000.0,1000,1315.4875375787776,1317.2082146888624,1440.329582767773,1811.8484052760598,2096.378585174328,0.01,681314.6481195424
5,1.0,1000.0,1000,1043.4205152127627,1046.0015405406991,1184.4028868552175,2030.6826490846865,3416.732825512601,0.01,422102.39223355654
5,1.0,1000.0,1000,1288.9818842541001,1550.491239998949,1731.6440885039594,2399.420650342863,3383.7964442434213,0.01,29029.492054159928
5,1.0,1000.0,1000,1185.4847339867267,1659.4519772071033,1883.1912854982324,3064.9002130061776,3204.5438436367017,0.5,178677.68807254249
5,1.0,1000.0,1000,1387.8180979792842,1646.573975452488,1807.080344392949,2348.1951909099553,3272.803930726969,0.01,72206.94052749415
5,1.0,1000.0,1000,1025.2850267087872,1343.060131519348,1343.7312412979977,1801.7872776264428,2082.2420398378817,0.18,67003.22936597184
5,1.0,1000.0,1000,1114.1919363201096,1317.3180314455353,1479.9325201741235,1548.8070774543053,1749.962087373083,0.08,108275.03929784338
5,1.0,1000.0,1000,1022.0008355971876,1339.4239146126265,1538.4687283368526,2270.0421907148566,4813.870268297234,0.5,61057.77664351794
5,1.0,1000.0,1000,1025.3811385136632,1305.3273197127871,1808.7398507744736,1866.8666348464685,3064.4219067592903,0.5,17992.048778566987
5,1.0,1000.0,1000,1416.9248378628313,1532.0839244382482,2055.379638499806,3093.198835835453,3518.7217129031906,0.01,117066.66707447464
5,1.0,1000.0,1000,1027.110253439867,1434.6446262597012,2298.0060823245867,2322.975060407563,3108.2739826389857,0.5,301260.70081911085
5,1.0,1000.0,1000,1722.000237351109,1917.830305474402,2174.9132401204383,2948.6548709618014,4241.204219488038,0.01,425158.34103014163
5,1.0,1000.0,1000,1033.2446905512409,1115.3935032041104,2310.0815555570607,2518.3325914016596,2564.5750959289053,0.5,85145.77480244599
5,1.0,1000.0,1000,1135.5963922026149,1168.3957821083727,1450.4218659858082,1736.5995512445002,2316.0132615428884,0.01,273939.8836899738
5,1.0,1000.0,1000,1076.3846560627787,1204.1502431883464,1287.85825855439,1679.8412547121336,2161.2034166051126,0.01,240640.84540301622
5,1.0,1000.0,1000,1126.0501202027062,1467.9628021866329,1516.2668962323737,1552.915269965508,7069.723145184847,0.5,48040.94037386785
5,1.0,1000.0,1000,1078.261337215935,1594.8766339536062,2034.5228158881969,2333.036710245159,2397.66309011693,0.5,85975.50137650708
5,1.0,1000.0,1000,1057.8224423948786,1161.5243039927475,1275.2275787971994,1410.9107888914796,2540.219950781153,0.01,295328.24769748334
5,1.0,1000.0,1000,1806.231582132631,2032.3551843746973,2634.8538912415033,2794.2538447048682,3496.920145012587,0.03,275077.2858947233
5,1.0,1000.0,1000,1013.3385716302545,1202.824886889208,1231.163285291276,1243.7142549521107,1629.5194063097351,0.01,264274.5193698547
5,1.0,1000.0,1000,1014.2589456486776,1093.9839756853014,1830.97826033398,2669.4131628188998,2714.353484336315,0.5,9395.315651708093
5,1.0,1000.0,1000,1156.2108963929818,1263.89252676138,1351.960080486021,1591.9463363035131,1663.9295642317998,0.01,318723.22989574046
5,1.0,1000.0,1000,1521.0312782280903,1571.7445336124215,1742.767259859783,2224.795751274919,4620.831714608696,0.01,474933.5220767332
5,1.0,1000.0,1000,1269.9257210803933,2038.8991452023708,2397.382628596693,2548.520918845381,3160.073272877478,0.5,294842.5392510206
5,1.0,1000.0,1000,1181.7197340537239,1460.9964780410776,1610.1736120654305,1638.0746555105736,2870.7635488233855,0.01,41046.34961689126
5,1.0,1000.0,1000,1084.4932931818544,1091.9454595723714,1181.954723207069,1208.4143149956112,2316.4339029736375,0.01,711392.180126831
5,1.0,1000.0,1000,1202.011967445718,1839.3761352488425,1840.5022303733883,2142.89594353055,2978.117925794276,0.5,28910.244643390422
5,1.0,1000.0,1000,1016.5119175973393,1482.7921128011271,1572.8025473712646,2213.9860799738562,3582.3480081000143,0.5,96557.65268707479
5,1.0,1000.0,1000,1201.99144718287,1297.0709544677145,1404.7766406520357,1653.288313801142,1747.7784270583088,0.01,360073.8122515311
5,1.0,1000.0,1000,1185.8520696386386,1300.575561182536,1488.467323253638,1625.2541312665699,2134.3975035899393,0.01,262426.84127878206
5,1.0,1000.0,1000,1573.9547168883269,1617.8243573047957,1778.4750516847162,2054.781896078802,2908.5534274040983,0.01,713842.4419214334
5,1.0,1000.0,1000,1452.192017463516,1752.6972491835008,1761.9665112007692,2535.2827759739985,2947.0917927142073,0.01,55480.91096708291
5,1.0,1000.0,1000,1126.176816667256,1209.6430407932787,1356.0413760606712,1966.8850219856695,2335.7097847407913,0.01,236747.5686006433
5,1.0,1000.0,1000,1029.2513127364166,1123.1962440238385,1141.2861874023065,1287.6655460685945,6553.139814494387,0.01,150076.88252542034
5,1.0,1000.0,1000,1149.8457620580043,1569.4226350505387,2313.0808472917943,2739.5957423467808,3551.3362543201415,0.5,422946.016746281
5,1.0,1000.0,1000,1236.9359557813777,1496.7331220480933,2049.395552560237,2390.2490944686024,3931.636614868431,0.5,61717.62979149019
5,1.0,1000.0,1000,1035.1627396331742,1261.1305770561405,1375.4495956360431,2017.4987634599615,2591.547905783811,0.01,34421.544539770344
5,1.0,1000.0,1000,1041.9217264393112,1440.5451755758859,1484.917056095851,1635.579232669178,2266.051597636575,0.29,48913.373033840384
5,1.0,1000.0,1000,1013.7519883941878,1096.4655425944609,1293.006461844792,1500.1399026860722,1664.8294157451016,0.01,270132.3907803374
5,1.0,1000.0,1000,1172.6417534695893,1499.3686074256063,1715.885915675568,2568.4106337561107,2899.9351608796123,0.5,9685.046320889507
5,1.0,1000.0,1000,1353.6872476105657,1358.7108826635317,1545.4952835028535,1590.6991682504192,2653.0585820189262,0.01,676883.8035277517
5,1.0,1000.0,1000,1430.7590117795703,1439.5488294820962,1636.9929066930358,4927.572428768233,5757.183590723205,0.5,188921.66835311032
5,1.0,1000.0,1000,1452.736198560859,1467.8314336440815,2022.7298878723227,3950.0027674677435,3950.850225683341,0.01,173225.7135444538
5,1.0,1000.0,1000,1067.6186331813567,1237.7430495162585,1364.6342168078,1385.8563901781438,3257.165628513675,0.01,142355.02709084083
5,1.0,1000.0,1000,1246.4631529463215,1643.590268384084,2182.963438703745,2567.6254920411047,3063.994490539398,0.5,130243.8476300515
5,1.0,1000.0,1000,1033.6111126605658,1796.8988704463554,2184.299512051729,2345.5996853235856,8486.078975605918,0.5,1769180.2475329863
5,1.0,1000.0,1000,1170.3631108064358,1222.4830276298294,1292.9269765034248,2915.365852587285,4446.245288198777,0.01,123539.68932418394
5,1.0,1000.0,1000,1136.1178295889326,1499.7834469997656,1820.7107964169363,2204.2487906907386,2219.3723356579494,0.5,2511.273667100636
5,1.0,1000.0,1000,2111.98509480414,2227.2619562316577,2659.9445707008954,3330.710316993412,3625.755475176144,0.01,978827.7696961431
5,1.0,1000.0,1000,1199.555187687696,1365.432693478861,1413.635858001378,1463.333342454343,1724.959813389591,0.01,205653.3110976401
5,1.0,1000.0,1000,1139.4271893590233,1375.2760383194745,1893.6039120289315,2371.140546607967,3691.013393223949,0.5,31793.68506293909
5,1.0,1000.0,1000,1000.5230421016414,1180.4097899526296,1180.767871869863,1277.4278011313854,2759.714913207239,0.01,228941.46774661148
5,1.0,1000.0,1000,1080.1506066424708,1460.7865052652605,1983.9958837383863,2287.588341413969,7351.940194633502,0.5,503683.3841579269
5,1.0,1000.0,1000,1004.8373699678308,1086.1895325583903,1805.8470613547163,3053.014328988434,3699.4014613359705,0.5,41811.667671131654
5,1.0,1000.0,1000,1024.220019320232,1237.7921486621635,2086.2372502598328,2703.636678437685,2749.265108465109,0.5,102865.63120759584
5,1.0,1000.0,1000,1173.9178890330127,1238.9324979020316,1423.500007942461,2845.6866227379614,4490.242152709225,0.01,71735.79855353353
5,1.0,1000.0,1000,1143.4385683340004,1219.3693425654194,1306.3005443634925,1580.2540943723989,1782.860179574926,0.01,433480.2166281032
5,1.0,1000.0,1000,1169.4057968593504,1210.3109048033984,1532.0344609483618,2185.3176949326617,2432.125811956943,0.01,165008.76675782562
5,1.0,1000.0,1000,1213.5873838793736,1334.8451472641427,1787.1235494722675,1914.460422338855,2224.2566277293304,0.07,16204.481930886861
5,1.0,1000.0,1000,1202.8018964604637,1662.851771565935,2759.1291857394717,2873.60044140083,3055.192278201379,0.5,436793.72312756814
5,1.0,1000.0,1000,1110.3685754076625,1113.3602115649705,1412.0745346635026,1811.3481512872172,2198.976412198993,0.01,177334.3550021856
5,1.0,1000.0,1000,1112.793038935666,1703.7410225525014,2454.154041874413,3825.4924751619374,5205.951850254763,0.5,1926131.432134576
5,1.0,1000.0,1000,1147.7551785792323,1417.9318512274185,1883.3213282263146,2916.994772022481,4039.995917076151,0.5,122609.22682269267
5,1.0,1000.0,1000,1440.0944583726355,1489.9443434391019,1562.56590603593,3518.7417404721155,3901.7891467653562,0.01,268678.8816851326
5,1.0,1000.0,1000,1570.6968718109692,1660.9438194074862,1773.1959166947877,2328.9190895396996,4055.841783719691,0.01,488718.622581583
5,1.0,1000.0,1000,1511.3074019622563,1644.387737298508,1882.4567934507572,2181.0115890098596,2872.4087332502104,0.01,317857.80181774247
5,1.0,1000.0,1000,1024.190881791729,1063.5157798757266,1214.7657084684886,1275.6660467869792,3280.885343921974,0.01,400655.3099728059
5,1.0,1000.0,1000,1020.1408367896115,1215.1899906937435,2024.8268876242198,2666.945917953953,3788.7974250061316,0.5,153137.8345955835
5,1.0,1000.0,1000,1043.831796268764,1096.5042503406082,1114.6766647176148,1471.9735794350743,1884.419569616818,0.01,540151.0840465364
5,1.0,1000.0,1000,1483.4241304406291,1508.3351141189598,1563.9543256333088,1859.9484609192643,3826.106036711367,0.01,730896.0714400868
5,1.0,1000.0,1000,1932.4238783024812,2081.301368276854,3088.0753963503007,3130.336554240818,5219.521982567979,0.05,760646.0469411319
5,1.0,1000.0,1000,1047.639969296382,1165.6862236706402,1188.2442662028639,2370.3299903832117,3734.2906604577156,0.01,81991.4416535369
5,1.0,1000.0,1000,1089.480366493635,1270.4923946457527,2209.011908088168,2762.823421158081,3851.047315238159,0.5,196476.86656680764
5,1.0,1000.0,1000,1146.2268101398718,1281.0171095192793,1735.8774260214675,1800.80995200441,1951.8962191215305,0.1,44703.28343692532
5,1.0,1000.0,1000,1110.1372807365176,1154.3161818766014,1184.9438923278008,1389.1044928772574,1493.2369620048262,0.01,681706.6044193968
5,1.0,1000.0,1000,1367.6860830433477,1387.0551255800972,1796.6971318119267,2064.8431074452037,2265.521713741047,0.03,6243.083106863239
5,1.0,1000.0,1000,1161.7982428780188,1904.7154610346054,1974.6643089150252,2768.964744247998,3333.6280993820733,0.5,405408.85758543067
5,1.0,1000.0,1000,1206.7535153961933,1335.4118055016208,1348.461481390728,1860.3414927089525,4570.069131491268,0.01,178969.21049967883
5,1.0,1000.0,1000,1078.546449496284,1550.9971988343973,1632.0865790003768,2352.0459463712023,2505.053733287079,0.5,28202.434901616143
5,1.0,1000.0,1000,1391.2884404666324,1427.9165028052726,1616.1230140766702,2013.1397657482416,2109.5053845002985,0.01,528024.6491409773
5,1.0,1000.0,1000,1098.6024914838574,1160.162988987997,1283.3543265024832,1369.2584098501568,1954.0320047934795,0.01,480665.3359555346
5,1.0,1000.0,1000,1141.1435127941363,1592.9734981482084,1605.2640513965794,2173.7250616904525,2639.5815543933745,0.5,3036.8126918619114
5,1.0,1000.0,1000,1189.0426273157466,1294.8798407925804,1346.3392271056857,1491.120535787951,1698.5697307082942,0.01,420927.7064482697
5,1.0,1000.0,1000,1052.3215764201832,1078.6425763587758,1182.9726767013778,1647.7293706296646,4172.1055386742055,0.01,358066.92242332274
5,1.0,1000.0,1000,1018.2090868367329,1457.765792219729,2212.954668034773,2318.869118465073,2531.3468489145116,0.5,171716.064619091
5,1.0,1000.0,1000,1402.39111988264,1675.2332040742376,1831.7450602286835,2062.0017377832664,3051.216578579771,0.01,80733.5496362921
5,1.0,1000.0,1000,1228.4729606595763,1230.6714651539778,1319.360590334264,2653.8547737963104,3672.113461387081,0.01,439535.98341395904
5,1.0,1000.0,1000,1163.3281151677793,1210.0764347446416,1577.4923527918122,2439.4486695180135,2673.30277085255,0.01,98120.74374125343
5,1.0,1000.0,1000,1536.0075673133074,1684.8832476069326,1913.8462782144227,2861.119339755529,4645.424381006713,0.01,253851.70904057572
5,1.0,1000.0,1000,1082.2953597414785,1286.508824975825,1287.5020133537405,2233.606442955389,2860.5704162637753,0.01,43593.79275716093
5,1.0,1000.0,1000,1078.9526200158543,1128.4562718557938,1558.6049816305037,2110.28558454054,2882.0218011999987,0.01,62775.1778384645
5,1.0,1000.0,1000,1165.7122964190557,1342.0942445465346,1636.3167460614768,2106.635317476259,2433.9341915368823,0.01,22956.869273673885
5,1.0,1000.0,1000,1039.5161762542216,1195.8076191361238,1222.298131607139,1512.4397921594946,1968.4470976913344,0.01,258810.30694851905
5,1.0,1000.0,1000,1039.5760192915154,1079.2555153197143,1171.1659898513544,1475.0061207751583,1562.0751533063053,0.01,558398.2731824529
5,1.0,1000.0,1000,1030.2938808708207,1079.2140800871066,1196.9339602126997,2020.9289684787966,3099.184004369578,0.01,244120.34524760122
5,1.0,1000.0,1000,1002.5032712445131,1550.7996765637704,1562.8156141358118,1958.261281219964,2433.7557968902365,0.5,48063.182819097776
5,1.0,1000.0,1000,1105.3951792443836,1388.5372104538194,1521.2077307261843,1553.4399881394047,1988.5848056314096,0.09,72955.78826371071
5,1.0,1000.0,1000,1091.6794201406376,1531.5767650294652,1838.1875004101703,3092.0801542272275,3732.1276574479703,0.5,307158.7926804567
5,1.0,1000.0,1000,1165.7984475092057,1201.3418487882604,1901.3783443267157,2123.712657126091,3001.607737115489,0.17,498.4861667559361
5,1.0,1000.0,1000,1534.7588004274803,1560.1155542634333,1566.0063561692627,1692.6569142047028,3719.6648653122334,0.01,899695.6973464867
5,1.0,1000.0,1000,1009.6345165825868,1190.7520866022046,1830.6215633863253,2048.5262476534454,2584.555626109078,0.5,17108.19104401327
5,1.0,1000.0,1000,1046.0931054494758,1095.8637507315345,1553.450798763954,2463.0600520414387,3276.9199847532213,0.01,23180.07881364264
5,1.0,1000.0,1000,1040.908430305253,1106.7447608251537,1630.9821430309387,2163.8467279651795,5594.135993783271,0.01,5208.740540082349
5,1.0,1000.0,1000,1041.4158761807084,1265.8114338527685,1611.307786627201,1932.4746812883113,3464.0710420872215,0.25,2641.566673596383
5,1.0,1000.0,1000,1093.8744949553234,1114.0643799861373,1668.3161031984855,2096.141358592023,2346.5863448354407,0.13,27028.9515561442
5,1.0,1000.0,1000,1173.6324787753556,1360.3447823782542,1469.0681553308948,1547.7474796254164,2050.895179712672,0.01,176630.95484892948
5,1.0,1000.0,1000,1214.7283384883403,1536.4244314278335,1547.190330806297,1893.2123736694693,2628.2023886275056,0.01,8825.862526170808
5,1.0,1000.0,1000,1345.189033483418,1713.5858193559511,1738.7981491195726,3159.2628053795024,3220.071069431279,0.47,73749.86737312462
5,1.0,1000.0,1000,1064.546301875108,1392.7249814463617,2685.7906214799464,3408.854652201589,5670.6648450761195,0.5,1397521.1771267194
5,1.0,1000.0,1000,1102.9149994817421,1292.774567243289,1301.5467075884112,1352.0887541416766,3566.1480452742458,0.01,155687.1624083493
5,1.0,1000.0,1000,1117.7932573775488,1730.9124055912457,1970.5644372054321,3158.611702772865,3893.559936012634,0.5,651515.7472395911
5,1.0,1000.0,1000,1716.7913200653998,1779.7211583343374,1989.9565868935713,2576.7058438314043,3489.1980823510808,0.01,701129.6352087538
5,1.0,1000.0,1000,1067.7312716406998,1254.9717398819362,1585.7287237285482,2173.6721538149204,2217.099966398696,0.06,20324.81990108679
5,1.0,1000.0,1000,1010.9948489275419,1241.3200307271302,1532.6691777946621,1651.5248782753679,2176.2212919505027,0.22,63543.88159533387
5,1.0,1000.0,1000,1004.34783731813,1195.7962464417046,1266.0369782455934,2550.747111885612,3194.3646504493513,0.01,10081.242762598293
5,1.0,1000.0,1000,2064.6938464848986,2109.801517125856,3045.4813944118705,5049.628425947928,5648.017380247178,0.5,1274148.0315760078
5,1.0,1000.0,1000,1116.5369952116068,1161.0709415933195,1595.6478873715528,1768.4691099951879,4533.646193629085,0.01,110382.72223017196
5,1.0,1000.0,1000,1050.0826166841396,1229.6934889150434,1230.0535687677293,1877.3404258331511,2418.313913954901,0.01,130439.41401613611
5,1.0,1000.0,1000,1005.6895053986042,1479.6998708231888,1774.27229658523,1832.4488933396797,2287.8861456531786,0.5,44803.90222714424
5,1.0,1000.0,1000,1108.153614398848,1370.7505262455961,1673.9031608138332,2013.3419598459284,2239.180863218125,0.33,15772.172620312727
5,1.0,1000.0,1000,1002.8198652069652,1130.9456767470597,1330.3810198434069,1737.8288513900416,4703.995913684448,0.01,50745.1573418265
5,1.0,1000.0,1000,1360.5617554201144,1570.5282528954922,1832.5882463946496,3520.418965303652,7572.050965096659,0.5,334920.45232241834
5,1.0,1000.0,1000,1472.4831008257588,1730.4137912118433,2072.9792312693435,4917.8026169142095,5544.925570696203,0.5,703562.4800416377
5,1.0,1000.0,1000,1357.321422208778,2792.5887680098494,3321.130548731097,3574.649167386988,3830.481315876054,0.31,560834.0703695957
5,1.0,1000.0,1000,1393.9734541688906,1714.9707132906187,1734.6213128768666,1880.9331098812959,2242.2627283376632,0.04,5059.165313643656
5,1.0,5000.0,1000,3659.482786354878,4172.281895817808,5824.883560278135,6801.387237894197,13054.397159093045,0.01,8919986.400860276
5,1.0,5000.0,1000,1176.6160466024148,2220.346552912024,2786.954932804536,3611.4711141767825,5097.697331337264,0.11,3393521.5796476617
5,1.0,5000.0,1000,1172.5195135961767,1348.5797162615365,1881.974162773155,4552.161296347951,7144.207715837514,0.01,10363407.634625243
5,1.0,5000.0,1000,1060.4396009902098,1514.3325628776429,4372.127512547238,5374.708631872319,11650.582044889394,0.01,436874.0796631221
5,1.0,5000.0,1000,5443.540613839296,7226.292149409176,10067.350508806792,12647.020467899778,20579.958905580053,0.29,18746063.43266718
5,1.0,5000.0,1000,2688.2206899935836,5091.884575669634,5319.760955754814,7110.396974582817,7511.335643941187,0.24,22502.887201557194
5,1.0,5000.0,1000,1219.5100932999133,1983.001694791746,4081.107696876631,5108.909710389091,7373.959905645732,0.11,1037169.2508604829
5,1.0,5000.0,1000,1910.4715726309462,3475.295198681526,4678.119036047863,11279.350134128297,11421.376793333768,0.5,1069102.0781736046
5,1.0,5000.0,1000,1908.3398039921517,2277.5577641096625,7741.067929045081,11191.820855970775,11344.533120893813,0.5,2682169.9786194153
5,1.0,5000.0,1000,1270.7016290222707,1285.7109727389409,3118.9165470351554,3142.053580296546,7655.739982767518,0.01,6882399.129046618
5,1.0,5000.0,1000,3077.2599546088195,3573.2359885264327,5114.883448329464,10047.85787908425,13473.062127740737,0.01,4675200.262370658
5,1.0,5000.0,1000,1970.7328454677918,5157.998220165502,7556.957884860153,8262.450992028538,9204.22428098913,0.5,3009339.2206999892
5,1.0,5000.0,1000,1052.8338132167898,1550.912024170088,1787.8356601016185,5357.208476127995,5587.116685188535,0.01,7096538.858809845
5,1.0,5000.0,1000,1278.1566576965574,3612.5786776960526,4420.686358523013,5819.073581907127,18136.924649616165,0.5,2231200.4827221637
5,1.0,5000.0,1000,2318.839767389562,2432.3542888873408,4226.8819989670965,5810.691889938399,13191.769029169453,0.01,6270126.682479149
5,1.0,5000.0,1000,1485.8166076723865,1844.5652494806968,6206.287302560117,6882.994631623866,10692.28487858022,0.5,88525.5091821426
5,1.0,5000.0,1000,1401.5700221257016,1721.2747119147198,1780.3905013849226,3461.7152080116757,6515.518098571098,0.01,12358351.522428455
5,1.0,5000.0,1000,3273.944556339533,3733.972789080715,4153.449504412121,5311.337395165003,5636.275961134144,0.01,13027865.051721347
5,1.0,5000.0,1000,1998.5482193283858,2762.3677821834513,2837.3545898558104,3655.8492174818025,4871.081392513708,0.01,7071634.196021192
5,1.0,5000.0,1000,1255.3950654078426,1704.2192311519816,2842.9362524145945,3602.442488201314,7885.421253496016,0.01,6381259.834530421
5,1.0,5000.0,1000,1469.7580097139567,1974.2314347698068,2446.077746875581,8575.198790318162,10661.89473586938,0.01,2619660.8579101143
5,1.0,5000.0,1000,1000.4667680211764,1190.3154237756157,1441.5409949280133,8468.289914411293,10792.068806117348,0.01,5533731.976015136
5,1.0,5000.0,1000,1053.4080048256085,1512.8600802559258,1882.8879315908612,3642.6654081147035,3741.348217827198,0.01,9840123.213558713
5,1.0,5000.0,1000,1276.1721370171867,1731.7528126820089,2214.2576251566206,2793.4125919590488,8244.658706591676,0.01,9243258.826437417
5,1.0,5000.0,1000,1452.7405919314483,2851.5800351027165,4227.115793399523,9135.036058499529,9603.349591270613,0.5,91067.41805015114
5,1.0,5000.0,1000,3569.68562415185,3759.412664315507,4013.603390023449,8786.887043660216,28079.716993811184,0.01,11446179.801623128
5,1.0,5000.0,1000,1333.2870329913198,1419.1900961039673,4475.441725174804,6254.728886381633,17912.035259674532,0.01,449491.0190489974
5,1.0,5000.0,1000,1315.6814788065628,1924.1575293663125,2219.195712223929,3406.5374965331766,13468.43535015613,0.01,5346195.898768262
5,1.0,5000.0,1000,2011.2430807092537,2638.826674602008,4619.985042969297,5559.605491888405,11482.353177413903,0.01,1924998.6419125474
5,1.0,5000.0,1000,1507.8676972847127,2774.765592085938,2961.186340480511,4409.259596007922,5093.2739915644415,0.09,2360883.472770016
