sim_id,est_beta,est_eta,est_gamma,r_squared,gradient_type,grad_min,grad_max,sigma_min_min,sigma_min_max,sample_data
500,5.174648,2109.854169,0.000000,0.697513,below_offset,-1.062371,-0.013546,94.504705,247.192063,"[1528.9413029173745, 1552.024551038458, 1649.1713893001292, 1693.850313224889, 2081.512943574732, 2207.2535179206675, 2953.2338226598476]"
500,2.548578,925.238630,1346.916205,0.756800,below_offset,-0.096615,0.004185,186.601633,192.211774,"[1783.7947490102597, 1795.2252494118854, 1881.0314898238275, 1981.5750199038046, 2536.707571467793, 2604.209183961641, 2619.2930627539254]"
500,4.300142,2046.813182,0.000000,0.693364,below_offset,-0.999642,-0.019741,95.506094,284.959199,"[1373.7302595520919, 1429.3312327982294, 1550.5613799163375, 1592.8917058603552, 1767.7497754736019, 2458.249130860002, 2947.8740928808265]"
500,7.052255,1517.016534,0.000000,0.642102,below_offset,-0.239163,-0.001603,103.226404,135.655107,"[1185.5847997401866, 1231.798111986365, 1234.1013183075354, 1239.6719568918534, 1547.4364298706, 1772.6869323667943, 1777.5495636688302]"
500,8.461464,1849.009200,0.000000,0.698938,below_offset,-0.422028,-0.003966,65.193857,129.396645,"[1514.3141118448834, 1528.619932954261, 1613.4400645503824, 1667.935408226349, 1690.9520450828181, 2062.2834091457207, 2201.5983852174795]"
500,0.798063,408.378821,1801.619768,0.976662,below_offset,-0.621133,0.008383,81.534095,235.333166,"[1819.8179469909776, 1888.9828201710134, 1991.6590099609389, 2007.2598684788818, 2250.584707625848, 2315.8638565219408, 3154.4246254969744]"
500,4.398477,1414.688351,1102.463621,-2.934408,below_offset,0.054029,0.192467,318.465371,486.072808,"[1368.7995292943742, 2268.8079027747945, 2562.3711872477634, 2641.108520033982, 2714.433941524403, 2730.742293666191, 2742.9704467964098]"
500,5.629104,1976.376323,0.000000,0.751029,below_offset,-0.393161,-0.001234,141.452602,186.216346,"[1442.0579878180233, 1488.9815236838776, 1489.1875419882247, 1673.230066127234, 2043.17788848262, 2353.8952884327264, 2368.4249555115653]"
500,6.249275,2259.400081,0.000000,0.741904,below_offset,-0.294258,-0.000585,160.766460,194.218238,"[1703.963422703016, 1751.433014174148, 1762.4961828297278, 1905.8311275320584, 2434.8754655814646, 2493.78002119106, 2732.269774647434]"
500,6.944774,2204.534863,0.000000,0.678308,below_offset,-1.208381,-0.008789,53.067807,200.453010,"[1742.1232147003893, 1761.5950589092108, 1835.1151230022806, 1922.7910319809876, 2091.1844549091948, 2270.815949412288, 2879.7212480511835]"
500,3.863283,2204.098956,0.000000,0.594062,below_offset,-0.996374,-0.020886,180.469351,389.026842,"[1413.0039746289333, 1478.7678970570325, 1609.5389870247184, 1637.8673910274056, 1763.8919073907794, 2976.787292234629, 3167.7547453599495]"
500,0.795656,253.182962,1382.083146,0.960078,below_offset,-0.032023,0.122498,63.440143,70.385976,"[1396.043582115405, 1417.6532830937942, 1462.2394283917722, 1604.8733031619226, 1688.074322717095, 1849.4584228215472, 1868.8382920940344]"
500,4.679342,774.172415,1403.924969,-3.658948,below_offset,0.018016,0.180931,149.708810,264.274522,"[1549.4121433487553, 2082.5562266490533, 2208.6240033987897, 2220.1594064721357, 2249.5757652627285, 2250.2379484908474, 2386.2146789977805]"
500,4.906502,2257.072885,0.000000,0.471589,below_offset,-0.726054,-0.026558,157.045833,381.473638,"[1632.7608040642863, 1641.7356638208594, 1786.792174602649, 1958.255925112418, 1960.8801967421389, 2066.866644915228, 3513.29403854858]"
500,6.319544,1858.184214,0.000000,0.562247,below_offset,-1.130881,-0.009936,73.196471,210.566955,"[1435.174125911458, 1482.471335050185, 1513.3067412141995, 1572.749561540606, 1608.7388836125742, 2081.1034353421164, 2473.6933857392783]"
500,4.771229,1942.781193,0.000000,0.645362,below_offset,-1.043211,-0.004051,170.504986,252.699894,"[1361.616613594384, 1382.0697738278072, 1439.4072609097857, 1444.0128171803237, 1996.646397956174, 2364.1069367282034, 2546.4516483172893]"
500,10.410002,1588.645898,0.000000,0.741862,below_offset,-0.630245,-0.002964,25.252674,84.034032,"[1348.7888201838136, 1382.289761831542, 1402.2905408862157, 1436.0728151436117, 1542.1300879218338, 1676.4409217425841, 1854.0949372841947]"
500,4.600453,623.383855,1006.277000,-4.314239,below_offset,0.023940,0.191209,123.422581,219.692797,"[1110.5563599905984, 1581.1518926694803, 1625.1395254507568, 1636.0982260347296, 1655.4320650124014, 1729.868688281887, 1839.4534309381056]"
500,6.891894,1804.974746,0.000000,0.663149,below_offset,-1.273255,-0.007869,48.336590,167.364157,"[1423.9395533414931, 1458.2442050300604, 1470.817950375522, 1556.1406730238705, 1706.3349798649128, 1909.1906781260673, 2346.7432472006667]"
500,9.240721,2041.110254,0.000000,0.727385,below_offset,-0.456794,-0.003071,65.116105,125.119234,"[1705.5056200554927, 1714.8252514721667, 1767.9064169805483, 1882.2051940394117, 1912.4002981248764, 2211.997431747389, 2412.698284405914]"
500,4.187436,2151.508703,0.000000,0.830768,below_offset,-0.292987,-0.004027,170.402484,224.058618,"[1390.2555405450469, 1434.4833399307477, 1525.2515788745504, 1787.6461881713476, 2263.5203460007156, 2587.1391370149454, 2772.6779071572228]"
500,8.065744,2295.687779,0.000000,0.635713,below_offset,-0.919096,-0.002951,93.526346,186.231008,"[1866.7076480691217, 1903.5863182671774, 1922.6342340671413, 2017.470674823697, 2136.4062209689982, 2670.625047232854, 2696.1300733124917]"
500,5.614339,1808.675575,0.000000,0.593025,below_offset,-1.454293,-0.017220,57.665621,233.202867,"[1356.9905579428273, 1375.5684781891516, 1453.6140585051905, 1551.2820265099751, 1636.3612495761686, 1794.433262548128, 2595.503124232938]"
500,4.737336,2112.231542,0.000000,0.587815,below_offset,-1.062570,-0.016694,121.165966,311.053319,"[1494.5343008902992, 1563.2304937141735, 1568.8788459437965, 1640.9818357205077, 1844.2930095017095, 2437.5879632862534, 3070.9103193655874]"
500,3.821581,2095.869079,0.000000,0.638067,below_offset,-2.008598,-0.030847,126.100939,375.314794,"[1370.3404956999716, 1386.780819248503, 1444.0988318241298, 1612.327722279459, 1965.064371569771, 2149.735166716827, 3427.6973036119953]"
500,0.842593,222.908711,1558.972784,0.885063,below_offset,-0.066861,0.107536,64.407714,82.171867,"[1574.7199838454676, 1575.5625888515606, 1654.4596394789987, 1711.8235653410202, 1843.9451152172649, 1985.6600305609436, 2119.943170161415]"
500,11.907559,1568.846918,0.000000,0.260043,below_offset,-0.752675,-0.004962,50.041679,125.734930,"[1377.7238677789856, 1386.4542027373338, 1422.6175485480258, 1478.0993059186123, 1478.2129319666087, 1483.1201742601395, 1934.342091271445]"
500,0.693397,312.963745,1236.365676,0.800739,below_offset,-0.145026,0.085104,151.847356,198.101299,"[1248.8542178923656, 1255.2315710353964, 1262.9123624908555, 1541.26806847264, 1612.2453266712814, 1944.9903140188753, 2384.3092203155866]"
500,5.294538,1875.378599,0.000000,0.542847,below_offset,-1.242474,-0.019809,82.679157,271.041327,"[1387.6376740488972, 1403.651677811125, 1510.5321168640155, 1569.6430552063916, 1621.1198756147198, 1894.3693247986369, 2771.516832170179]"
500,4.523634,2101.803665,0.000000,0.718931,below_offset,-0.963331,-0.020021,72.380581,271.069949,"[1442.6600878152879, 1482.794868790072, 1611.0158725858835, 1723.6106387769983, 1830.286936874947, 2382.73055339014, 3035.902376353419]"
500,6.689329,2009.037601,0.000000,0.821514,below_offset,-0.283484,-0.003180,85.188107,135.281082,"[1537.704086861797, 1592.5468401573935, 1620.6065285045615, 1757.69425549561, 2050.7230848266286, 2212.9050160770744, 2418.633607853584]"
500,5.033485,1798.496419,0.000000,0.686088,below_offset,-1.281174,-0.005572,112.071938,212.444326,"[1279.5842974640034, 1313.9777870845296, 1357.4428899488144, 1397.4540869753655, 1773.5834573231346, 2202.906513252384, 2308.989169259851]"
500,5.215106,1774.397519,0.000000,0.708280,below_offset,-0.172378,-0.000541,177.528334,193.710565,"[1281.1257127680947, 1282.8873253876707, 1308.7539711248583, 1440.2883511890723, 1891.8019363047038, 2034.0023997844646, 2264.1047248641275]"
500,8.974090,1833.220580,0.000000,0.652656,below_offset,-0.497354,-0.006441,37.562159,132.658542,"[1517.3102987572784, 1562.9266850606277, 1611.8757325134789, 1672.7737815971293, 1688.998124293612, 1880.89628488792, 2269.8293797877936]"
500,0.869019,207.159659,1646.477595,0.772569,below_offset,0.000259,0.117266,86.384708,93.131158,"[1663.1086813705615, 1668.7119789067644, 1673.7180866777735, 1844.3665916466082, 1920.8786601724205, 2100.1991205790714, 2120.4517788404137]"
500,4.517279,1911.375782,0.000000,0.497136,below_offset,-1.679650,-0.028672,99.516496,342.783252,"[1348.2758869176382, 1368.0460908247906, 1486.2725417097013, 1507.7203293326554, 1619.0754161066782, 1899.769872704302, 3052.2251807724224]"
500,4.600902,2039.276285,0.000000,0.720318,below_offset,-0.852514,-0.013457,118.444935,254.212750,"[1409.8232350696671, 1429.50587558986, 1514.462620876285, 1734.2223991721876, 1775.3560993588133, 2436.9518425998813, 2823.1201187354277]"
500,5.210538,2046.353110,0.000000,0.734893,below_offset,-0.704771,-0.009239,91.579186,219.064823,"[1461.541909927428, 1526.7999430063865, 1581.9774998151179, 1700.2461410271217, 1868.6481233691923, 2499.6419061937604, 2617.639416089897]"
500,7.053342,1958.128388,0.000000,0.752777,below_offset,-0.836728,-0.005684,50.503993,149.181007,"[1537.464380596875, 1571.7372050312551, 1639.590146233789, 1668.4772865592274, 1923.0635217958284, 2112.412356776122, 2439.849092536989]"
500,4.724649,2021.154569,0.000000,0.640408,below_offset,-0.593078,-0.023907,130.258106,293.289205,"[1428.8204930180675, 1434.041726706457, 1578.0443843450114, 1699.6735568444685, 1847.086431443301, 1974.3638609114591, 3055.18417466781]"
500,8.509994,1817.801356,0.000000,0.278100,below_offset,-1.281026,-0.008213,73.808008,202.596480,"[1526.7614809167267, 1543.956167640863, 1572.42426295923, 1599.7841758301975, 1609.6364608152167, 1811.9932807271457, 2409.829339157126]"
500,4.860250,1935.948847,0.000000,0.685647,below_offset,-1.673450,-0.012201,87.280427,242.924893,"[1376.0357673354092, 1393.7179523888663, 1460.4510615033905, 1575.9371076130487, 1737.4037636931644, 2279.052298380715, 2677.5911534767524]"
500,4.686749,1956.042955,0.000000,0.739834,below_offset,-0.826976,-0.009865,132.603371,230.132978,"[1365.2102737610467, 1383.554308158157, 1411.1404640014784, 1605.0972313452698, 1935.5176168681508, 2189.316991411606, 2715.118884759785]"
500,5.736411,1858.507222,0.000000,0.758556,below_offset,-0.883500,-0.007296,69.194659,171.936443,"[1379.1989446794942, 1421.1080581581916, 1437.825806037531, 1589.6466024969518, 1777.840390650466, 2100.833526862574, 2400.1525823442353]"
500,7.004646,2095.062355,0.000000,0.821298,below_offset,-0.251656,-0.004860,78.089499,137.074247,"[1633.0395196443123, 1654.2484721546043, 1763.226269726074, 1833.0350522786512, 2087.996254091658, 2250.037414096, 2566.5254706953274]"
500,4.724613,2054.782373,0.000000,0.731451,below_offset,-0.676543,-0.008995,128.431378,242.255987,"[1424.153962691777, 1448.7210927228737, 1584.4677788299693, 1607.2665024314192, 1945.4840060757892, 2537.5639611704696, 2693.6442891044826]"
500,6.490055,2018.448809,0.000000,0.804654,below_offset,-0.537862,-0.003792,81.743748,147.539235,"[1543.9139881541105, 1578.0900064289942, 1610.042331010159, 1776.2536872747532, 2014.82409640283, 2228.9455114545244, 2481.449407674336]"
500,7.563588,2057.812921,0.000000,0.281186,below_offset,-1.129700,-0.012061,91.251286,259.800719,"[1680.2403697821637, 1701.6014820763762, 1792.424151309482, 1803.3417767247433, 1834.0198463335855, 1940.5772636710158, 2837.965757824657]"
500,6.500654,2039.005368,0.000000,0.060225,below_offset,-1.725367,-0.017111,125.657811,345.934452,"[1635.5040979408093, 1667.2535129591563, 1680.9837197599452, 1695.125208882249, 1793.1487589442709, 1843.4661747570142, 3047.1925334405814]"
500,4.968544,1588.890894,0.000000,0.086144,below_offset,-1.765569,-0.030529,125.569106,349.265088,"[1182.3993278800249, 1229.0916824111387, 1230.87073637304, 1273.883706575865, 1341.4603111271824, 1354.4297797024599, 2641.908982857237]"
500,4.191151,1749.512253,0.000000,0.705195,below_offset,-1.767828,-0.012736,107.087360,243.464231,"[1170.355242083011, 1194.2945875823943, 1223.6612362048313, 1356.0483130905877, 1660.20003125009, 2108.322675095103, 2495.40851724017]"
500,6.027565,1920.576653,0.000000,0.825871,below_offset,-0.102782,-0.000021,127.702978,142.444259,"[1417.2779959767154, 1443.8846519538272, 1522.9581346067775, 1688.4661436561887, 2031.9526817556828, 2202.9389184222264, 2230.8290161189852]"
500,3.818693,2033.940838,0.000000,0.765037,below_offset,-0.664577,-0.010117,188.990639,274.025927,"[1281.0459622682408, 1308.3203821677307, 1391.6666947672459, 1558.8676360321056, 2216.5177170969373, 2286.9384012235314, 2912.4578577730895]"
500,4.596002,1955.188434,0.000000,0.749372,below_offset,-0.369040,-0.000368,192.011794,224.945515,"[1327.1723608489494, 1361.193506437341, 1363.150270767699, 1635.3748778241234, 2046.8575877797819, 2416.4305381089303, 2428.295606175947]"
500,9.555873,1713.588209,0.000000,0.673381,below_offset,-0.458600,-0.001102,77.924520,111.081678,"[1442.91832078146, 1449.245799888568, 1464.5453009046882, 1544.304064969338, 1655.8030265686775, 1938.8093958190725, 1944.979169767255]"
500,6.111689,2110.964411,0.000000,0.673005,below_offset,-0.754912,-0.011817,59.525829,215.958982,"[1600.9045033322489, 1652.2376373367367, 1730.0380296657208, 1849.2348461081415, 1850.5198208406107, 2294.8500771444596, 2816.7784274485143]"
500,5.551456,2085.286185,0.000000,0.531716,below_offset,-0.769536,-0.008128,150.569431,275.450315,"[1545.9954372282282, 1612.980886184389, 1622.2565678525707, 1644.1531996631907, 1832.7783844125127, 2593.546200129914, 2711.2316858644363]"
500,4.103088,2132.747284,0.000000,0.538343,below_offset,-1.081381,-0.037737,138.565284,404.164849,"[1429.0722992507142, 1506.9663309310681, 1538.316418666463, 1788.5197112253545, 1890.7543158728076, 1932.5316485665212, 3529.2802759317487]"
500,7.760433,1732.030715,0.000000,0.702860,below_offset,-0.664595,-0.004826,59.854438,131.860425,"[1397.0456305575717, 1424.4410977956964, 1434.881475179991, 1580.0374150279836, 1597.4735174309858, 1891.921614769616, 2131.5341506725936]"
500,4.114061,1920.509617,0.000000,0.565221,below_offset,-0.666296,-0.030168,174.915543,352.978788,"[1305.6915951669137, 1307.5477428960921, 1344.1173216975103, 1640.9499380519678, 1662.4435608846816, 1885.3835610292408, 3134.318173125014]"
500,5.244479,1899.764115,0.000000,0.621592,below_offset,-1.331501,-0.008562,111.531573,238.733185,"[1388.0313048872358, 1428.7877719572748, 1433.5526641488489, 1496.849388228664, 1760.049864394574, 2258.7897212757184, 2554.6115029656125]"
500,0.752104,362.923410,1262.332260,0.965946,below_offset,-0.819267,0.014270,91.823771,243.640338,"[1275.0830912538243, 1347.397104520444, 1382.8205239913323, 1405.9533989519064, 1648.29277321595, 1873.113052624318, 2616.4120963625346]"
500,0.864165,252.605080,1837.100857,0.933001,below_offset,-0.017655,0.167002,64.620328,71.961479,"[1855.6574308837849, 1864.7448502966818, 1929.970679008708, 2054.9894629260507, 2163.393451329469, 2264.0925235310624, 2398.2064385624735]"
500,5.398985,1648.430215,0.000000,0.777538,below_offset,-0.773802,-0.005831,74.037502,153.779441,"[1193.0210118096645, 1232.5455656299685, 1258.9755424035027, 1374.0490867359015, 1638.29960927478, 1903.9471961489362, 2100.9841909718743]"
500,9.936744,1947.113510,0.000000,0.688024,below_offset,-0.188578,-0.004265,69.630088,120.784051,"[1646.8519935438676, 1656.2295459371142, 1702.9379499629003, 1856.3013046913538, 1858.9104099573187, 1947.89556270307, 2349.6117027763858]"
500,0.714914,392.912402,1249.142011,0.988664,below_offset,-1.089627,0.016710,61.000619,246.318595,"[1261.7596072929412, 1315.744173846594, 1405.5082376174673, 1500.2326570074297, 1610.253813038888, 1794.150508212632, 2675.540282560022]"
500,6.317742,1777.017723,0.000000,0.482011,below_offset,-0.639129,-0.015421,92.364260,227.356269,"[1371.6304069026892, 1442.707661634112, 1481.3351297006986, 1493.7970823076353, 1577.2143268360437, 1759.3236716662013, 2503.928017120507]"
500,4.531546,1835.676863,0.000000,0.566296,below_offset,-1.755356,-0.026013,78.981033,302.575878,"[1284.0813016391267, 1331.97161927628, 1368.6298957692054, 1433.22199076771, 1735.1305015009732, 1782.4530326816273, 2862.422578155711]"
500,0.754168,371.468046,1600.071373,0.947791,below_offset,-0.033660,0.140289,118.167264,121.971888,"[1616.2337103007026, 1664.6931757752643, 1693.2608192185444, 1861.3110572945986, 2204.513702963039, 2206.531215828106, 2285.2304096661405]"
500,4.869402,1954.148006,0.000000,0.698670,below_offset,-0.702493,-0.012921,108.005953,236.771387,"[1367.536134272475, 1434.7759344801113, 1473.8170765295608, 1659.5441753866262, 1676.3040411142529, 2379.4993898578914, 2620.2488415808066]"
500,5.740352,1816.925395,0.000000,0.755640,below_offset,-0.184621,-0.000317,140.805223,165.107755,"[1328.3954396641816, 1377.952105299535, 1384.2757966568006, 1522.3890738228847, 1966.913680742367, 2065.5909053575006, 2188.2258003553925]"
500,8.543992,2045.474639,0.000000,0.519732,below_offset,-0.826625,-0.003745,90.649603,178.142267,"[1691.9512591085904, 1730.3316019305178, 1734.7137453773346, 1813.1105001874503, 1824.9048903232688, 2336.1787740707396, 2460.0312657513023]"
500,4.535329,883.563521,1517.926831,-3.665824,below_offset,0.020554,0.190114,172.699240,307.892104,"[1675.2278907262248, 2345.2756844540863, 2346.894459700464, 2356.951998029246, 2543.49938062793, 2594.7351425616034, 2607.3696802122777]"
500,6.005500,2185.700563,0.000000,0.457663,below_offset,-1.787340,-0.017225,71.650526,304.034017,"[1680.6281522488925, 1720.025187515929, 1775.2350374483603, 1858.9273224631906, 2019.8487249714938, 2050.976781887251, 3159.7091271927284]"
500,5.232846,2351.843038,0.000000,0.729332,below_offset,-1.353678,-0.013912,65.971432,259.036548,"[1703.0878231890583, 1744.1139850031304, 1829.6029484465744, 1941.4993804487856, 2302.7698837662792, 2455.9143864573325, 3263.6859249938566]"
500,14.562143,1833.366047,0.000000,0.577833,below_offset,-0.193271,-0.002229,49.924772,88.699616,"[1629.7328077338689, 1684.4584151847025, 1690.0188318880782, 1701.390062065042, 1730.1509889553329, 1893.3546428204957, 2094.423167899954]"
500,9.871451,1971.834459,0.000000,0.523832,below_offset,-0.783704,-0.003612,65.347285,148.445217,"[1674.9338708069592, 1711.4134229328477, 1729.3237628471552, 1764.478429135433, 1787.8000711918382, 2149.9078182501835, 2364.0355973856585]"
500,4.739429,1671.161936,389.264006,0.646568,below_offset,-0.394838,0.000889,195.624155,219.130789,"[1546.5707987594806, 1556.8301655505793, 1607.939055585331, 1646.8243716703068, 2251.8131245150275, 2403.845589707241, 2485.949818710812]"
500,9.484933,2206.425134,0.000000,0.768507,below_offset,-0.388241,-0.003928,44.118506,121.063466,"[1832.7179904310171, 1892.0770168939775, 1936.887142923949, 2024.8222059551083, 2071.771527937175, 2378.8160401875793, 2587.312238606448]"
500,6.764808,1912.441652,0.000000,0.693072,below_offset,-0.621207,-0.008176,74.439922,173.504979,"[1503.105090978738, 1507.144411590804, 1589.3841052203666, 1661.6067713860177, 1795.022354552278, 2019.7599638412812, 2489.9656554567737]"
500,12.162644,1773.820855,0.000000,0.568864,below_offset,-0.502435,-0.001824,59.527636,103.670814,"[1561.6827730835062, 1563.2124063698016, 1586.723757418907, 1628.0790018923076, 1663.5733439249748, 1901.0263066503994, 2047.080983102228]"
500,4.068907,1976.433142,0.000000,0.717608,below_offset,-0.287685,-0.010096,203.390488,272.832846,"[1290.6773007681443, 1303.225097200696, 1426.5615116335146, 1456.5241669349075, 2147.359535182254, 2188.529796637022, 2822.6525229285608]"
500,3.396970,1905.307587,0.000000,0.591869,below_offset,-1.577961,-0.048983,112.351708,405.901632,"[1171.030151541816, 1233.8470258488805, 1350.9932250397983, 1375.8805493801276, 1536.3446150271247, 2035.365691503398, 3356.510092169008]"
500,4.630147,2271.891004,0.000000,0.417128,below_offset,-1.657224,-0.013242,200.357990,399.076211,"[1602.512808535651, 1656.322338321324, 1662.984788273529, 1752.8009359722114, 1798.118353812914, 2981.8103917298026, 3181.0968778858046]"
500,0.634051,584.832385,1330.381070,0.956441,below_offset,-0.353456,0.050106,226.658419,286.981652,"[1343.8192630278784, 1412.7506642107749, 1471.6810655833337, 1541.2272872864273, 2383.9674319099004, 2423.1962862342034, 2856.406552509115]"
500,8.395347,2030.739517,0.000000,0.364911,below_offset,-1.216114,-0.008320,76.861555,216.034054,"[1695.28708490855, 1712.9762367140715, 1750.968924545689, 1759.5765886513993, 1927.3340611232095, 1952.8635944128282, 2681.1026252764486]"
500,0.884003,336.333115,1440.154552,0.837347,below_offset,-0.501442,0.194473,156.790870,306.865988,"[1454.701567400194, 1562.8303978651957, 1579.1474816500722, 1590.3062606738372, 1606.1329405047686, 1927.54595180452, 2889.4626568131134]"
500,12.113551,1880.632574,0.000000,0.822593,below_offset,-0.055146,-0.000028,64.186244,69.941511,"[1625.5305272060127, 1645.8987935946989, 1654.153271646082, 1784.9350381252389, 1897.9947457464405, 2006.5484418289273, 2053.3306150019084]"
500,5.019079,2080.867750,0.000000,0.648387,below_offset,-0.259684,0.000074,232.397527,255.949510,"[1477.9884524332952, 1480.2826929569478, 1565.1199787074104, 1575.198235600477, 2286.0228511952305, 2441.5475000948527, 2634.660044592478]"
500,4.399612,1715.417890,0.000000,0.728909,below_offset,-0.482352,-0.016782,119.160600,221.827714,"[1167.0787225693914, 1174.051374228475, 1281.4499601831676, 1443.7724193916288, 1485.706076792316, 2010.4102970965787, 2448.856102023102]"
500,4.271112,1802.651610,0.000000,0.695578,below_offset,-0.973434,-0.010015,146.232204,248.132750,"[1214.6930493739278, 1220.0001808141503, 1309.6187183158254, 1353.4603198199784, 1743.9427389012906, 2209.57019310226, 2508.9466474177348]"
500,3.344881,1941.255632,0.000000,0.679929,below_offset,-1.405979,-0.048252,98.714160,377.709192,"[1173.986001933415, 1218.2490642294351, 1307.7155306450563, 1571.5504875167107, 1636.171698032444, 1996.3428804386285, 3368.8488227136863]"
500,0.754006,357.047283,1416.083725,0.991025,below_offset,-0.717391,0.035848,47.264751,175.681888,"[1430.387600696376, 1481.4781824404706, 1541.2296430270765, 1683.7168393397362, 1784.614892786035, 1904.5480531478436, 2526.8138915371283]"
500,4.764829,711.140025,1182.259788,-3.155220,below_offset,0.019997,0.172670,134.755663,235.090995,"[1329.3944629583177, 1849.7270525794702, 1863.89193765364, 1917.1490864375305, 1957.9479673881456, 1981.2574095686816, 2074.1205205402994]"
500,4.028565,1906.438333,0.000000,0.584907,below_offset,-1.512333,-0.020864,130.054041,327.293052,"[1265.8890922250732, 1323.1031232417834, 1347.0266581452956, 1369.6743973491116, 1672.16827601826, 2308.8385875296394, 2904.3411312739327]"
500,6.113096,2060.510652,0.000000,0.616505,below_offset,-0.822206,-0.006602,132.972563,225.864916,"[1587.3381705780903, 1597.1839417659535, 1621.4350303323752, 1666.899074490957, 2046.1822590256465, 2211.1943327623544, 2742.9088576499707]"
500,2.405469,974.444787,844.948242,0.737218,below_offset,-0.084207,0.003628,205.607905,209.731993,"[1291.1667004316928, 1310.7820738251085, 1316.1958884901585, 1554.1688446361022, 2046.3902346923328, 2159.2051050648033, 2337.028314670273]"
500,5.896891,1928.824698,0.000000,0.784804,below_offset,-0.310884,-0.004558,105.716460,163.498171,"[1426.2292987844953, 1454.950613187747, 1582.1258553949665, 1604.738209372301, 1895.2922627176292, 2287.0542846983662, 2328.7836759996653]"
500,4.287555,1927.218406,0.000000,0.479032,below_offset,-1.438932,-0.018696,163.144067,344.086756,"[1319.7077466459402, 1334.839872299269, 1457.590168487348, 1469.6086078592393, 1488.40502533883, 2447.187564020697, 2843.6992216637686]"
500,5.664891,1904.510050,0.000000,0.715614,below_offset,-0.683518,-0.012245,67.369982,195.257061,"[1407.0066863610696, 1462.0252711327064, 1506.4651372311332, 1677.5896424095179, 1679.2880127796425, 2112.775494009722, 2549.5613964893664]"
500,0.602053,686.477070,1369.175234,0.954110,below_offset,-0.241595,0.118236,242.958411,277.244405,"[1383.0052870938343, 1434.6197407850404, 1578.378631048251, 1703.5285808711633, 2526.4193699828274, 2700.946067592323, 2704.625136827857]"
500,4.566497,830.366355,1263.283890,-3.294917,below_offset,0.023824,0.185899,162.111251,283.002079,"[1420.5021818981181, 2036.8656770222983, 2050.5765516402835, 2074.2275952310047, 2200.4018639630017, 2270.1931706367923, 2274.8857493157957]"
500,5.466709,1884.977749,0.000000,0.685856,below_offset,-1.136909,-0.007249,101.521533,207.414426,"[1391.5437241000184, 1404.9429391053382, 1476.869165708059, 1506.0140404034933, 1802.6979830698522, 2186.1452464118724, 2482.18860836204]"
500,0.739507,339.470873,1480.163397,0.965602,below_offset,-0.191652,0.180991,83.189806,136.261391,"[1495.1145425758066, 1513.4186070368924, 1600.582441274999, 1779.6207991463978, 1805.807731630369, 2121.9336289958583, 2397.6172115102927]"
500,4.616747,1468.432102,765.253357,-3.642139,below_offset,0.085399,0.182352,364.512479,511.393842,"[1036.5001848927686, 2127.1924666398045, 2210.4387451405123, 2298.4205155918985, 2311.614599704209, 2314.4379718364353, 2772.2403345844114]"
500,6.675270,2288.614802,0.000000,0.557855,below_offset,-0.780945,-0.010217,119.571831,256.282051,"[1814.289290003867, 1814.804501833986, 1847.3831337211673, 2019.650452062069, 2107.267343059635, 2312.5919179058974, 3111.7875132867234]"
500,5.510979,2093.351994,0.000000,0.570754,below_offset,-1.713829,-0.013042,92.728459,274.443965,"[1571.3522498573134, 1585.0814948519192, 1643.9437332928374, 1720.5558001901209, 1834.168436443548, 2307.6841550809877, 2947.519790883466]"
500,6.189439,2160.547153,0.000000,0.641859,below_offset,-0.772820,-0.008551,116.551615,229.525959,"[1667.7657579290058, 1670.5628110984794, 1746.033396843947, 1776.1947365593398, 2104.6980196514037, 2273.9709302870015, 2894.502643404957]"
500,4.099784,2252.362733,0.000000,0.816861,below_offset,-0.332069,-0.009579,171.506905,250.262796,"[1454.672348293684, 1503.6307050434366, 1570.2471519546502, 1860.7534065470127, 2366.9778084897216, 2527.6587571927803, 3111.1639830712397]"
500,3.400411,1286.497002,867.148355,0.653376,below_offset,-0.393281,0.002514,211.475710,233.788098,"[1614.9543218682925, 1649.7083066370226, 1687.7143928857797, 1747.1792116291635, 2465.0322726626955, 2474.286230473973, 2572.5888319539067]"
500,6.011188,1828.936984,0.000000,0.445804,below_offset,-0.848513,-0.018706,79.829449,256.318753,"[1397.0312888883677, 1447.7702823645427, 1522.7003033002072, 1564.8149694009985, 1650.6386134178642, 1699.8928502104532, 2651.3715211276976]"
500,4.469177,2242.167634,0.000000,0.720350,below_offset,-0.924716,-0.016370,95.691280,286.698655,"[1522.4765822000713, 1586.9222086348987, 1661.8955802380883, 1863.374054401198, 1931.4490722636206, 2712.1888097511383, 3123.6909443518452]"
500,0.683125,459.209249,1368.223719,0.969519,below_offset,-0.239637,0.179317,124.624856,163.591587,"[1382.0441607389155, 1439.5420449489307, 1486.773021861759, 1639.4690609424276, 2078.2855067376236, 2189.006600111261, 2387.5914801752874]"
500,0.854987,305.384322,1669.141841,0.983787,below_offset,-0.372322,0.128821,46.360638,115.099671,"[1686.0018600752255, 1749.6535379543968, 1770.5994802295054, 1864.4740710256717, 1982.9190840992576, 2222.0830953604464, 2435.5130627809217]"
500,4.042596,2317.074919,0.000000,0.797275,below_offset,-0.572322,-0.003379,205.142604,272.942538,"[1483.5292956619764, 1516.2481580609951, 1611.6084904179684, 1861.1779761261037, 2463.112842262967, 2833.9476418348404, 3026.9663438119806]"
