n,fold,seed,P_mse,P_mae,P_median_abs_error,P_q90_abs_error,P_q95_abs_error,P_cvar90_abs_error,P_within_10pct,P_within_20pct,P_over_10pct,P_over_20pct,P_under_10pct,P_under_20pct,P_over_any,P_signed_bias,P_positive_mse_contribution,P_negative_mse_contribution,Q_mse,Q_mae,Q_median_abs_error,Q_q90_abs_error,Q_q95_abs_error,Q_cvar90_abs_error,Q_within_10pct,Q_within_20pct,Q_over_10pct,Q_over_20pct,Q_under_10pct,Q_under_20pct,Q_over_any,Q_signed_bias,Q_positive_mse_contribution,Q_negative_mse_contribution,Q_lower_abs_error_rate
7,5,4099,0.042322651573034546,0.14422979363103308,0.1113981381058693,0.285491332411766,0.3735592260956761,0.4543347492814064,0.45958333333333334,0.7733333333333333,0.14041666666666666,0.08375,0.4,0.14291666666666666,0.29791666666666666,-0.042110550507604406,0.0241075931558125,0.01821505841722205,0.040095345880050794,0.14413081497520278,0.1099281758069992,0.29587180614471437,0.37868911921977977,0.44493267374734086,0.465,0.7575,0.14333333333333334,0.08333333333333333,0.39166666666666666,0.15916666666666668,0.31875,-0.04221011666933919,0.020708516903373303,0.019386828976677494,0.5320833333333334
7,5,8128,0.04200403296104304,0.1374309256490354,0.10047952830791473,0.2761232823133467,0.37001353502273515,0.4629686533162991,0.49875,0.7870833333333334,0.16875,0.10125,0.3325,0.11166666666666666,0.3545833333333333,-0.016109013668719852,0.028195324136195417,0.013808708824847627,0.04075085625129411,0.14620466723801656,0.11183823645114899,0.2981943488121032,0.37656598091125476,0.4451317275563876,0.4533333333333333,0.7504166666666666,0.14416666666666667,0.0825,0.4025,0.16708333333333333,0.315,-0.04569630148920017,0.02047563960044959,0.02027521665084453,0.38708333333333333
7,5,12011,0.04244912104477411,0.14278870226292686,0.11030802875757217,0.2807628273963928,0.3620673865079877,0.4553194668143988,0.46291666666666664,0.7770833333333333,0.1475,0.08791666666666667,0.38958333333333334,0.135,0.31083333333333335,-0.03552609806292215,0.025609070250962204,0.0168400507938119,0.040842269380082584,0.14684184436496595,0.11436104774475098,0.2961492031812667,0.3761414632201192,0.44354056964317956,0.44125,0.7466666666666667,0.14041666666666666,0.07875,0.41833333333333333,0.17458333333333334,0.30416666666666664,-0.04935367596831119,0.020189766055053977,0.020652503325028607,0.47041666666666665
10,1,42,0.03085731070959497,0.11506455361488861,0.07772248610854149,0.24751596003770826,0.3357427239418025,0.40470400005578994,0.58625,0.8441666666666666,0.16041666666666668,0.08458333333333333,0.25333333333333335,0.07125,0.39666666666666667,-0.006514581514237155,0.020614398047849137,0.010242912661745833,0.027948590535145073,0.11755359568432823,0.08761068806052208,0.24999267607927322,0.31594763696193684,0.3724116735160351,0.5516666666666666,0.8395833333333333,0.13291666666666666,0.06666666666666667,0.3154166666666667,0.09375,0.33666666666666667,-0.030862756835395733,0.015037699065525309,0.012910891469619762,0.4116666666666667
10,1,2026,0.031857801690437795,0.116169735897397,0.07992434501647949,0.24345730990171432,0.3276585534214964,0.41080849431455135,0.5870833333333333,0.85125,0.15333333333333332,0.08208333333333333,0.25958333333333333,0.06666666666666667,0.3754166666666667,-0.008126604843581239,0.021889893220757517,0.009967908469680282,0.02784192147878775,0.11736301649177183,0.08608848974108696,0.2507014244794845,0.3170507907867427,0.37147120758891106,0.5554166666666667,0.835,0.135,0.0675,0.3095833333333333,0.0975,0.3383333333333333,-0.029847207662056688,0.014943777133190466,0.012898144345597287,0.4425
10,1,3407,0.03277509206130483,0.1162624881733306,0.07903691381216049,0.24284562617540353,0.3429356321692465,0.42084447797387836,0.5845833333333333,0.8545833333333334,0.17041666666666666,0.08833333333333333,0.245,0.05708333333333333,0.39375,0.00024547029070769595,0.023720958304162838,0.009054133757142,0.027921317785334257,0.11839268323057694,0.08976268023252487,0.24978598207235336,0.31936833560466754,0.37164021680752435,0.54875,0.8404166666666667,0.1275,0.060833333333333336,0.32375,0.09875,0.3154166666666667,-0.03517013337488,0.014497607146642444,0.01342371063869182,0.38916666666666666
10,1,17,0.030615415509881932,0.11785306884710735,0.08469565957784653,0.24557475596666334,0.3267682403326034,0.3977173548191786,0.5733333333333334,0.84625,0.135,0.075,0.2916666666666667,0.07875,0.3425,-0.02202510359888644,0.01895855936390315,0.011656856145978781,0.02796894072516168,0.117664391774033,0.08868983015418053,0.2481797978281974,0.3173416659235948,0.37230977571258944,0.5520833333333334,0.8391666666666666,0.1325,0.065,0.3154166666666667,0.09583333333333334,0.3258333333333333,-0.031521831179118935,0.015032705422836062,0.012936235302325617,0.5016666666666667
10,1,73,0.0319290095404898,0.11647004335634543,0.08123066648840904,0.24372680485248566,0.3352635905146584,0.41205580048263074,0.58625,0.8479166666666667,0.16125,0.085,0.2525,0.06708333333333333,0.3775,-0.006054113331668607,0.022034972187895838,0.00989403735259396,0.0277765259632755,0.11650331984929077,0.08634283021092415,0.2507076144218444,0.31971699744462917,0.3724762880553802,0.5570833333333334,0.8391666666666666,0.13708333333333333,0.06583333333333333,0.30583333333333335,0.095,0.3441666666666667,-0.02809702959780073,0.01508030539603651,0.012696220567238993,0.4791666666666667
10,1,314,0.030297139192937028,0.11921101024184282,0.08579947799444199,0.24924466311931606,0.3286632180213926,0.3916854288429022,0.5625,0.8379166666666666,0.12541666666666668,0.06916666666666667,0.3120833333333333,0.09291666666666666,0.31625,-0.03203454997917106,0.017133860514474002,0.013163278678463024,0.028038431070117983,0.11741494454453157,0.08786458149552345,0.24930265247821798,0.3206237107515331,0.3738013248890638,0.5541666666666667,0.8404166666666667,0.13916666666666666,0.06625,0.30666666666666664,0.09333333333333334,0.3458333333333333,-0.02801094085618388,0.015340794359038876,0.012697636711079107,0.535
10,1,2718,0.03308900628714725,0.11678946152349377,0.08090383186936378,0.24114018231630321,0.3371046647429463,0.4221523468072216,0.5816666666666667,0.8525,0.17333333333333334,0.09,0.245,0.0575,0.39791666666666664,0.0009668208501345058,0.024084154085162554,0.009004852201984695,0.02842898280856229,0.11809986654951596,0.08824696764349937,0.24651591628789898,0.3190665155649182,0.37684685010463,0.5529166666666666,0.84375,0.14,0.06708333333333333,0.3070833333333333,0.08916666666666667,0.33125,-0.028733230587398188,0.015899713343895533,0.012529269464666756,0.43041666666666667
10,1,4099,0.03167997318558594,0.1192212230213363,0.08317987248301506,0.25002544820308686,0.33012913763523083,0.40403225074211757,0.5683333333333334,0.8379166666666666,0.13916666666666666,0.07375,0.2925,0.08833333333333333,0.34291666666666665,-0.02198876319400218,0.019558432230871687,0.01212154095471426,0.0280114860712373,0.11778705295673414,0.08747921884059906,0.2536598443984985,0.32103868275880804,0.3719859529286623,0.55375,0.8354166666666667,0.13291666666666666,0.06666666666666667,0.31333333333333335,0.09791666666666667,0.33375,-0.03170375678716482,0.014761604368462213,0.013249881702775084,0.51375
10,1,8128,0.03195858738051287,0.11591013875231511,0.0805223099887371,0.24363814145326612,0.3449535131454467,0.4130603089928627,0.58625,0.8495833333333334,0.165,0.08666666666666667,0.24875,0.06375,0.3933333333333333,-0.002923784382383019,0.02248618728960986,0.009472400090903008,0.028030438370153992,0.11727246275625172,0.08736127987504005,0.24922261387109756,0.3221399337053296,0.37455345106621585,0.5558333333333333,0.8383333333333334,0.13791666666666666,0.06958333333333333,0.30625,0.09208333333333334,0.34,-0.028333294106402417,0.015435645281157075,0.012594793088996917,0.44583333333333336
10,1,12011,0.031211166119773162,0.1181502378733982,0.08385281264781952,0.24123735129833218,0.33235810399055465,0.40268347741415106,0.5745833333333333,0.8483333333333334,0.13958333333333334,0.07708333333333334,0.28583333333333333,0.07458333333333333,0.34208333333333335,-0.020268126766248618,0.01984457383652761,0.01136659228324555,0.027940571952342303,0.11725748881397219,0.08740684762597084,0.2499387770891189,0.321650792658329,0.37353858202695844,0.5566666666666666,0.8420833333333333,0.13208333333333333,0.06416666666666666,0.31125,0.09375,0.32708333333333334,-0.031233614611983283,0.015014331921145872,0.012926240031196431,0.5129166666666667
10,2,42,0.030858313812759247,0.12142337378525023,0.08763642981648445,0.2608957856893539,0.3515260234475133,0.40559059803684555,0.55875,0.8295833333333333,0.14583333333333334,0.07333333333333333,0.29541666666666666,0.09708333333333333,0.36,-0.024110522105942587,0.01735664371799207,0.013501670094767182,0.028755697828125933,0.1206090126622729,0.0885910652577877,0.2541079670190811,0.33580587506294163,0.3872370849053065,0.5529166666666666,0.8295833333333333,0.15458333333333332,0.07541666666666667,0.2925,0.095,0.355,-0.022781131602697922,0.01623251551737892,0.012523182310747005,0.49833333333333335
10,2,2026,0.03054094982894813,0.11892654957498355,0.0851348415017128,0.2501968771219253,0.3443394497036933,0.40568983467916647,0.57,0.8404166666666667,0.16125,0.08,0.26875,0.07958333333333334,0.38083333333333336,-0.013002258893466205,0.019248472164594466,0.011292477664353665,0.02866201245485899,0.12183260741647776,0.09015483781695366,0.2571117639541626,0.3402973920106886,0.3835406151910623,0.5445833333333333,0.8233333333333334,0.14375,0.07166666666666667,0.31166666666666665,0.105,0.33625,-0.029495652174948647,0.015288461816671465,0.013373550638187529,0.43916666666666665
10,2,3407,0.030758368699818933,0.12188172056959198,0.0894109234213829,0.2543560713529587,0.34573313444852827,0.4039340967933337,0.55,0.8341666666666666,0.14333333333333334,0.07083333333333333,0.30666666666666664,0.095,0.33625,-0.02646080050453899,0.01744046978605494,0.01331789891376399,0.028345654918210148,0.12034594807071547,0.08824220299720764,0.2578110367059707,0.33638949990272504,0.38276272267103195,0.5495833333333333,0.8195833333333333,0.15041666666666667,0.07458333333333333,0.3,0.10583333333333333,0.3620833333333333,-0.024514624735376554,0.01542199677281964,0.012923658145390511,0.5208333333333334
10,2,17,0.03008656303565535,0.12102971356573998,0.0875554271042347,0.253378227353096,0.33994625210761986,0.3981432802975178,0.5495833333333333,0.8358333333333333,0.13833333333333334,0.06833333333333333,0.3120833333333333,0.09583333333333334,0.32958333333333334,-0.028730564259148536,0.01681949697523676,0.013267066060418593,0.02850516724119665,0.12089772321728352,0.08894724771380424,0.2537383884191513,0.33459229022264453,0.38367742697397866,0.5466666666666666,0.8270833333333333,0.14583333333333334,0.07333333333333333,0.3075,0.09958333333333333,0.34208333333333335,-0.02725082464196722,0.015714388339691073,0.01279077890150557,0.48541666666666666
10,2,73,0.031121072749048354,0.11954420039332035,0.084758210927248,0.2492471441626548,0.34432218521833385,0.41001787123580774,0.57125,0.8383333333333334,0.16375,0.08208333333333333,0.265,0.07958333333333334,0.38208333333333333,-0.011757264383377333,0.019777659222273532,0.01134341352677482,0.02857549468355717,0.12159826943817127,0.08907441794872284,0.25896459519863124,0.34146235138177866,0.3847276528676351,0.5466666666666666,0.8195833333333333,0.14791666666666667,0.07458333333333333,0.30541666666666667,0.10583333333333333,0.34791666666666665,-0.02708304502155291,0.015245077643410128,0.01333041704014704,0.4558333333333333
10,2,314,0.03143115216435704,0.11829300104964205,0.08288934081792831,0.2509107708930969,0.3498518764972687,0.4163703349729379,0.58,0.8433333333333334,0.17666666666666667,0.08833333333333333,0.24333333333333335,0.06833333333333333,0.41583333333333333,-0.0010819488034879516,0.02142908703263762,0.010002065131719418,0.028700059717790053,0.12014163693079505,0.08702455461025238,0.2492836251854896,0.33608303815126406,0.3887674529105425,0.55625,0.8291666666666667,0.15791666666666668,0.07875,0.28583333333333333,0.09208333333333334,0.36916666666666664,-0.019248274600360372,0.016710748348143515,0.01198931136964654,0.46041666666666664
10,2,2718,0.030497271759194824,0.12565676611233775,0.09549781680107117,0.26161461174488065,0.3435993880033489,0.39338219724595547,0.5191666666666667,0.8120833333333334,0.12208333333333334,0.06291666666666666,0.35875,0.125,0.2866666666666667,-0.04484610243450826,0.014477819865108531,0.016019451894086288,0.02843403715892309,0.12184100859288644,0.09132445231080055,0.256908768415451,0.33623079806566214,0.38082078012327353,0.535,0.8175,0.1475,0.07375,0.3175,0.10875,0.34833333333333333,-0.02890446773137455,0.014900159713648857,0.01353387744527423,0.5729166666666666
10,2,4099,0.030696149573766825,0.1212793998545347,0.08793042972683907,0.2579070210456848,0.35184440165758124,0.4028532968213161,0.5545833333333333,0.83125,0.14375,0.07041666666666667,0.3016666666666667,0.09833333333333333,0.3491666666666667,-0.0255340875137252,0.017330424586413117,0.01336572498735371,0.028734182800221966,0.12305091610972833,0.09098242595791817,0.26264518797397607,0.33770969063043593,0.3812111020088196,0.5404166666666667,0.8091666666666667,0.1375,0.06916666666666667,0.32208333333333333,0.12166666666666667,0.33458333333333334,-0.03439138986605447,0.014292559656679448,0.014441623143542517,0.4475
10,2,8128,0.030530059132623393,0.11935844793237266,0.08734910190105438,0.242900812625885,0.33945670574903475,0.40560956380019586,0.5608333333333333,0.8483333333333334,0.16416666666666666,0.08416666666666667,0.275,0.0675,0.375,-0.011808873320751445,0.01983470076570585,0.01069535836691754,0.02847943735308324,0.12095316276939835,0.08905650675296783,0.2574928432703018,0.3378667786717415,0.38222000921765964,0.55,0.8195833333333333,0.14875,0.07375,0.30125,0.10666666666666667,0.34708333333333335,-0.027490726820169585,0.015148643410386993,0.013330793942696243,0.485
10,2,12011,0.030533074212776797,0.12437665997160972,0.09259138256311417,0.262308120727539,0.3482770100235927,0.3981156958887974,0.5333333333333333,0.82625,0.12625,0.06291666666666666,0.34041666666666665,0.11083333333333334,0.30375,-0.03957395569052096,0.015355801073021912,0.015177273139754886,0.02893691144652805,0.1200049543551116,0.0869845487177372,0.254253613948822,0.3363583922386167,0.39129383812348045,0.5525,0.8270833333333333,0.16833333333333333,0.08125,0.2791666666666667,0.09166666666666666,0.39166666666666666,-0.01512605781458357,0.017065853135427616,0.011871058311100434,0.5825
10,3,42,0.030004882641107667,0.11597687978421467,0.07852445915341377,0.2507544845342636,0.3323308676481245,0.40319866985082625,0.59125,0.8391666666666666,0.16708333333333333,0.07916666666666666,0.24166666666666667,0.08166666666666667,0.41291666666666665,-0.006681702226045066,0.01942426337344989,0.01058061926765777,0.029526678324768015,0.1209586001038709,0.09049299731850624,0.25640016794204706,0.3179044798016542,0.38735447550813357,0.54375,0.8258333333333333,0.14458333333333334,0.06875,0.31166666666666665,0.10541666666666667,0.3475,-0.027699242114570855,0.01610172631264064,0.013424952012127372,0.41875
10,3,2026,0.029559471451096216,0.11515452972477078,0.08006764948368073,0.24413914382457727,0.32142964303493465,0.3978890058894952,0.5933333333333334,0.84875,0.16583333333333333,0.08166666666666667,0.24083333333333334,0.06958333333333333,0.3858333333333333,-0.006482064060930952,0.019927753943523203,0.009631717507573013,0.02966849037354474,0.12112085390834333,0.08958214893937111,0.2550598114728927,0.31973205506801594,0.38931295660634835,0.5429166666666667,0.8308333333333333,0.14291666666666666,0.06833333333333333,0.31416666666666665,0.10083333333333333,0.34458333333333335,-0.0283808618918268,0.01631263445080682,0.01335585592273792,0.41583333333333333
10,3,3407,0.030231320191588508,0.11544256996361431,0.07842149212956429,0.2481066212058067,0.33036377578973763,0.40462102678914863,0.595,0.8454166666666667,0.17708333333333334,0.08375,0.22791666666666666,0.07083333333333333,0.41458333333333336,-0.0013020229773837856,0.020553625868303723,0.009677694323284787,0.029676793811153193,0.1227090201012273,0.09263329580426216,0.25819154679775236,0.3254619523882865,0.3883277136832476,0.5320833333333334,0.8245833333333333,0.13833333333333334,0.06666666666666667,0.32958333333333334,0.10875,0.34291666666666665,-0.03189716044206913,0.015624558205779711,0.014052235605373482,0.39625
10,3,17,0.029245840093999227,0.11668050458409274,0.082640640437603,0.24926510006189345,0.32507916986942287,0.39232297521084547,0.5720833333333334,0.84375,0.15166666666666667,0.07041666666666667,0.27625,0.08583333333333333,0.35791666666666666,-0.019240156438349157,0.017701827188372987,0.011544012905626238,0.02942125323287847,0.1218108660495227,0.09132827073335648,0.257274928689003,0.3214540317654602,0.3862242272744576,0.5370833333333334,0.8233333333333334,0.14208333333333334,0.06666666666666667,0.32083333333333336,0.11,0.34541666666666665,-0.03174091355216509,0.015320975685679621,0.014100277547198848,0.4325
10,3,73,0.02943121909848431,0.11534804644453706,0.08091471344232559,0.24687893986701961,0.319442147016525,0.39619036422421533,0.5875,0.8454166666666667,0.16208333333333333,0.07916666666666666,0.2504166666666667,0.07541666666666667,0.3775,-0.010068442162347537,0.019235563402076584,0.010195655696407728,0.029790243576734425,0.12289938819507369,0.09149380028247833,0.2587584644556045,0.3178430348634719,0.38731723638872306,0.5370833333333334,0.825,0.13125,0.06416666666666666,0.33166666666666667,0.11083333333333334,0.31583333333333335,-0.037338519574307914,0.015166998805244152,0.014623244771490273,0.38083333333333336
10,3,314,0.029458100022055057,0.11645666233590722,0.08065883815288544,0.2521884232759475,0.33162607550621026,0.39543298035860064,0.5825,0.83875,0.15875,0.075,0.25875,0.08625,0.3854166666666667,-0.01421923285396891,0.018021138261090947,0.011436961760964112,0.029877754816957508,0.12443279849280922,0.09538664296269417,0.2631418257951736,0.32526422739028926,0.3868403185158968,0.52,0.8154166666666667,0.13,0.06166666666666667,0.35,0.12291666666666666,0.31583333333333335,-0.04148635987752186,0.014219554279547533,0.01565820053740997,0.39416666666666667
10,3,2718,0.029380731822639745,0.11812147528738327,0.08608383312821388,0.24832221716642378,0.3210771709680552,0.39240726629892986,0.5670833333333334,0.8420833333333333,0.14416666666666667,0.06875,0.28875,0.08916666666666667,0.34458333333333335,-0.023489269899679737,0.017378759595914398,0.012001972226725346,0.02942069955340261,0.12026660665049349,0.08974817395210266,0.25557837188243865,0.3201327994465827,0.3876017430176338,0.5525,0.8275,0.14333333333333334,0.06833333333333333,0.30416666666666664,0.10416666666666667,0.35375,-0.027488726151138204,0.015967449896349597,0.01345324965705301,0.4920833333333333
10,3,4099,0.029363874518651835,0.11827761079394501,0.08658596500754356,0.25019721388816824,0.3189592823386192,0.3912302960952123,0.5658333333333333,0.8420833333333333,0.1425,0.07041666666666667,0.2916666666666667,0.0875,0.33916666666666667,-0.023840821190763865,0.017450272855738632,0.011913601662913205,0.02980500815241713,0.12256267897611452,0.0919370986521244,0.26094918847084037,0.3263143941760063,0.38787901811301706,0.535,0.82125,0.13916666666666666,0.06583333333333333,0.3258333333333333,0.11291666666666667,0.34125,-0.033863248428568415,0.015230512321177789,0.014574495831239341,0.46708333333333335
10,3,8128,0.029189114603020285,0.11638531526411194,0.08228850737214088,0.24807877242565154,0.3216691449284552,0.39258330402274927,0.5829166666666666,0.83875,0.15666666666666668,0.07625,0.2604166666666667,0.085,0.38,-0.014700329763945775,0.018027798538088065,0.011161316064932219,0.02963978565393481,0.12027401049729178,0.08755303919315338,0.25668030381202694,0.3191611602902412,0.3910247607777516,0.5466666666666666,0.8270833333333333,0.15958333333333333,0.07291666666666667,0.29375,0.1,0.37875,-0.020407383022770773,0.01692754685387777,0.012712238800057047,0.45208333333333334
10,3,12011,0.029488537207451274,0.11777400129560647,0.08395863324403763,0.2515080749988555,0.32710249125957436,0.3941388051956892,0.5754166666666667,0.83875,0.14958333333333335,0.07166666666666667,0.275,0.08958333333333333,0.36,-0.020261632924944026,0.017546338755985005,0.011942198451466268,0.029692920060894322,0.12298002026075967,0.09291208907961845,0.264503401517868,0.32802086770534505,0.3871317228923241,0.5308333333333334,0.8195833333333333,0.14208333333333334,0.06375,0.32708333333333334,0.11666666666666667,0.34791666666666665,-0.03356674677286719,0.014875470687720788,0.014817449373173528,0.44416666666666665
10,4,42,0.029722596053460726,0.11705125062105556,0.08410025760531425,0.25439107120037074,0.32041834890842413,0.38361103385686873,0.55875,0.8283333333333334,0.1425,0.07,0.29875,0.10166666666666667,0.3525,-0.02719725529130907,0.01657006743091865,0.013152528622542079,0.027971040720447947,0.1181093585987901,0.08750341460108757,0.2605597406625747,0.3254212394356718,0.37478109610577426,0.5520833333333334,0.82625,0.14375,0.06666666666666667,0.30416666666666664,0.10708333333333334,0.37083333333333335,-0.029489950399248906,0.013910649349211717,0.014060391371236228,0.48083333333333333
10,4,2026,0.029600787424725182,0.11583813109488195,0.08415883034467697,0.2490701243281364,0.3202606603503222,0.38218423662086326,0.5691666666666667,0.8379166666666666,0.14541666666666667,0.06958333333333333,0.28541666666666665,0.0925,0.36,-0.02284361404412569,0.017350228427447732,0.012250558997277446,0.02817126251581076,0.12055566608870626,0.0909896045923233,0.26146587729454035,0.32397358119487735,0.37010662133495015,0.535,0.8233333333333334,0.11958333333333333,0.05583333333333333,0.34541666666666665,0.12083333333333333,0.32,-0.04363670239061321,0.01258624159722675,0.01558502091858401,0.39375
10,4,3407,0.030151699120915136,0.11609395396068521,0.08324015140533447,0.25101723074913024,0.324829925596714,0.387348585575819,0.5641666666666667,0.835,0.15375,0.07125,0.28208333333333335,0.09375,0.36583333333333334,-0.020659492306220575,0.017871642262231157,0.012280056858683986,0.02808239674525136,0.11993096591087199,0.08938485756516457,0.2618029415607452,0.3266181275248524,0.3707493419448535,0.53875,0.82125,0.13,0.05875,0.33125,0.12,0.33916666666666667,-0.03755225961549134,0.01305376589493015,0.015028630850321209,0.415
10,4,17,0.029047623380019812,0.11874626400486402,0.09084363281726837,0.24338466525077815,0.3180292993783943,0.37419947423040867,0.5483333333333333,0.84125,0.13208333333333333,0.06333333333333334,0.31958333333333333,0.09541666666666666,0.30666666666666664,-0.03507812803997998,0.015824070697734557,0.013223552682285252,0.028296525942609715,0.12008275110335792,0.08975012227892876,0.2649742513895034,0.3312495991587639,0.37280932726959387,0.5416666666666666,0.81625,0.13166666666666665,0.059583333333333335,0.32666666666666666,0.12416666666666666,0.3441666666666667,-0.03840597645438417,0.012842567880993855,0.015453958061615862,0.50625
10,4,73,0.029831958633297562,0.11529072258265842,0.08271341398358345,0.24947831630706788,0.32436722218990316,0.38841114671279986,0.5758333333333333,0.84,0.15583333333333332,0.07458333333333333,0.2683333333333333,0.08541666666666667,0.36875,-0.017171444266990268,0.018308365386838738,0.011523593246458826,0.027983031890241587,0.11935290899122644,0.08976968005299568,0.2632561236619949,0.3266204789280891,0.372810701901714,0.5416666666666666,0.8208333333333333,0.13375,0.06416666666666666,0.32458333333333333,0.115,0.34291666666666665,-0.036192538150957416,0.013162234743126272,0.014820797147115315,0.4241666666666667
10,4,314,0.03030718047278724,0.11632958462998734,0.08335774019360542,0.24701751470565794,0.3230486422777174,0.38721044392635423,0.5645833333333333,0.835,0.15291666666666667,0.07416666666666667,0.2825,0.09083333333333334,0.36,-0.02054174848686974,0.018340382484165214,0.01196679798862203,0.028188183076185407,0.11926592427304059,0.08847210556268692,0.2652727901935577,0.3285396158695219,0.37459430831174056,0.5445833333333333,0.8245833333333333,0.1425,0.06375,0.3129166666666667,0.11166666666666666,0.36833333333333335,-0.031035410537363837,0.013670356230537525,0.01451782684564788,0.4583333333333333
10,4,2718,0.029254647621634877,0.1164894776858364,0.08443044871091843,0.24488179236650465,0.3197146445512771,0.3803319467852513,0.5575,0.8379166666666666,0.14708333333333334,0.06958333333333333,0.29541666666666666,0.0925,0.3475,-0.025774472563198286,0.016794225316022142,0.012460422305612734,0.0279663002490292,0.11940619259092425,0.08875095844268799,0.2656407028436661,0.3279251500964162,0.373153110469381,0.5445833333333333,0.8195833333333333,0.13416666666666666,0.0625,0.32125,0.11791666666666667,0.34875,-0.03692880391950136,0.012818906166111558,0.015147394082917641,0.47583333333333333
10,4,4099,0.030250821274777007,0.11838072118480795,0.0856737531721592,0.2538284748792648,0.3241918116807933,0.38601753550271195,0.5495833333333333,0.83375,0.14833333333333334,0.06583333333333333,0.3020833333333333,0.10041666666666667,0.34833333333333333,-0.02712582617375271,0.017146225509574474,0.013104595765202532,0.02774100181016332,0.11858375885500815,0.08837409690022469,0.26091622710227963,0.32399751394987103,0.3708411522209644,0.55,0.8266666666666667,0.12916666666666668,0.06166666666666667,0.32083333333333336,0.11166666666666666,0.3375,-0.03603038584894724,0.013285887393943853,0.014455114416219468,0.4895833333333333
10,4,8128,0.029362826138140126,0.11659695599644693,0.08533017337322235,0.24478522539138792,0.3201585248112676,0.3813628060122331,0.5558333333333333,0.8458333333333333,0.1475,0.06958333333333333,0.2966666666666667,0.08458333333333333,0.34291666666666665,-0.025052635390323607,0.017344956346076853,0.012017869792063271,0.028273736666845035,0.1198490944155977,0.09008857980370522,0.26351424455642697,0.32824525386095044,0.37425621363023914,0.5441666666666667,0.8204166666666667,0.13541666666666666,0.06166666666666667,0.3204166666666667,0.11791666666666667,0.35333333333333333,-0.03514443353084668,0.013269557895065962,0.015004178771779075,0.48125
10,4,12011,0.029836244824249604,0.11553530351136297,0.08211136981844902,0.24282553941011423,0.3223867163062093,0.3867439821983377,0.5666666666666667,0.8470833333333333,0.1575,0.07583333333333334,0.2758333333333333,0.07708333333333334,0.36833333333333335,-0.01637051636059103,0.018963606474778356,0.01087263834947125,0.02811449522608827,0.12043007225129258,0.09132936596870422,0.263461834192276,0.3252287745475768,0.37031947473684945,0.5370833333333334,0.825,0.12083333333333333,0.0575,0.34208333333333335,0.1175,0.3175,-0.043193345175326005,0.012627172275252322,0.015487322950835948,0.42916666666666664
10,5,42,0.032761155591732156,0.11721531463815457,0.08302545174956322,0.23555521517992017,0.3221126198768614,0.4177531261617939,0.5816666666666667,0.8570833333333333,0.18833333333333332,0.0875,0.23,0.05541666666666667,0.39791666666666664,0.003550082944972625,0.02427737866243073,0.008483776929301431,0.028863561310677344,0.11859087311771419,0.0891864150762558,0.2507951527833938,0.3142789855599395,0.38401447248955567,0.5525,0.8345833333333333,0.14708333333333334,0.07041666666666667,0.30041666666666667,0.095,0.3575,-0.023870364395972198,0.01627356194759602,0.012589999363081326,0.44333333333333336
10,5,2026,0.0344477083700271,0.11813286596694525,0.08235456049442291,0.24549771845340726,0.32774958908557883,0.4313810988639792,0.5825,0.855,0.20625,0.09541666666666666,0.21125,0.04958333333333333,0.44166666666666665,0.01414874458533935,0.026761293588836943,0.00768641478119016,0.02853247515395136,0.11988782102980622,0.09109265729784966,0.2468641489744186,0.31194031834602337,0.3793907174219688,0.5379166666666667,0.8358333333333333,0.13875,0.0675,0.3233333333333333,0.09666666666666666,0.3279166666666667,-0.0309127881118305,0.015524357848601122,0.013008117305350234,0.39375
10,5,3407,0.032058199923312804,0.12092923219955158,0.08935650810599327,0.23973801434040068,0.3182586207985878,0.4033544254799684,0.54875,0.8454166666666667,0.1525,0.07625,0.29875,0.07833333333333334,0.34041666666666665,-0.018882097368615024,0.020877278595572247,0.011180921327740564,0.028647407599322938,0.11919581886545909,0.09084072336554527,0.24982614964246744,0.3132901668548575,0.3801245350390673,0.5479166666666667,0.8379166666666666,0.14708333333333334,0.06666666666666667,0.305,0.09541666666666666,0.34291666666666665,-0.026887573492178945,0.01595247584605167,0.012694931753271261,0.5375
10,5,17,0.031160878524358147,0.1202521279183164,0.08971058204770088,0.24199858605861663,0.3143526971340176,0.3972044070561727,0.5466666666666666,0.8416666666666667,0.14833333333333334,0.07083333333333333,0.305,0.0875,0.33625,-0.023138333797283698,0.019278563929060355,0.011882314595297793,0.028754034591033553,0.11872166140527242,0.08903511241078377,0.24798789322376247,0.31503152698278425,0.38373161274939777,0.5483333333333333,0.8420833333333333,0.14958333333333335,0.06916666666666667,0.3020833333333333,0.08875,0.35583333333333333,-0.02294768805753042,0.016579260727734572,0.01217477386329898,0.5366666666666666
10,5,73,0.03306585071412936,0.11933606588198017,0.08487160503864288,0.24169992655515668,0.31906784027814844,0.4171480749423305,0.5666666666666667,0.8475,0.17791666666666667,0.08875,0.2554166666666667,0.06375,0.38166666666666665,-0.0032077142757407275,0.02367857722745277,0.009387273486676596,0.028615779318933245,0.11892971835338831,0.08972890675067902,0.2535800993442535,0.3180516287684439,0.3807518071184556,0.5475,0.835,0.14875,0.06708333333333333,0.30375,0.09791666666666667,0.3570833333333333,-0.025243639037766837,0.0158008035820467,0.012814975736886542,0.4866666666666667
